,0,1
"Alexander, MAJOROV",10.678633678346651,0.553674999801868
"Javier, FERNANDEZ",16.701678155326196,0.06386280754215343
"Misha, GE",13.587319779355443,2.3575007185588768
"Takahito, MURA",14.101404401433648,-2.170871635540781
