,0,1
"Javier, FERNANDEZ",1.3551689895146248,0.05241152554757502
"Takahito, MURA",0.46118036324020695,-0.8631556226685505
"Misha, GE",-0.5200592317007736,1.6144134886147956
"Alexander, MAJOROV",-1.2962901210540574,-0.8036693914938207
