,0,1
"Javier, FERNANDEZ",16.009246949073617,4.5947965421751435
"Takahito, MURA",14.059606985451211,3.020433716211671
"Misha, GE",11.919687223655085,7.280735885375017
"Alexander, MAJOROV",10.226857227385333,3.122723221902909
