,2005,2006,2007,2009,2010,2012,2013,2014,2016,2017
0.0,175,204,225,221,196,198,210,192,235,239
0.001,175,204,225,221,196,198,210,192,235,239
0.01,175,205,225,221,197,198,210,192,234,238
0.1,175,204,221,222,196,199,210,191,234,238
1.0,172,204,225,229,197,203,209,190,231,236
10.0,171,205,228,223,197,202,206,191,232,232
100.0,175,212,215,225,192,204,203,185,238,230
