,0,1,2,3,4
"LYSACEK, GOEBEL",0.37582065192713887,-0.7395621976229165,-0.3640176200041661,0.16537829713774127,-1.6513413214349506
"LYSACEK, GRIAZEV",1.1964631767606229,-2.0929109272420825,-0.058216379741981406,0.5267385177866415,0.262985368575122
"LYSACEK, LINDEMANN",2.2255592145474377,-1.0692074929298352,-2.5538597112419366,0.2876530627891823,-0.09958618837214517
"LYSACEK, DINEV",2.220868451782101,-0.6857072973012482,0.953155654045116,0.2000263295428334,-0.16132386809604615
"LYSACEK, BERNTSSON",1.3264549426757979,-0.42300024097222977,0.5004336816072361,0.9902632350032372,-0.5501243315646663
"LYSACEK, TAKAHASHI",-1.5377286143518996,0.5960780939067445,0.4346577310924173,1.896325562945918,-0.7261352756601536
"LYSACEK, ZHANG",2.9509174132485816,-0.9405198837866253,1.5537734621461607,-0.040164153329521446,-2.844801205068496
"LYSACEK, CHIPER",0.9302121458452908,0.8895826364837571,0.3450826660712855,-1.6457375974053647,0.7525101820059978
"LYSACEK, SEROV",0.8023103041682456,-0.969715389099936,2.573523866946569,1.489672735802474,-2.373755195400207
"LYSACEK, OTHMAN",1.467307395167691,-0.42030645656647997,0.20106810260934915,1.3215407146577478,-0.4478160964911411
"LYSACEK, DAVYDOV",1.5899776925202302,-0.09960512073801331,0.5323029832024104,0.7898898619964709,-0.7831684113142112
"LYSACEK, PFEIFER",1.9463989579355732,-0.11411718038991447,1.0949895467932984,1.0939327120550422,-0.1809421589279897
"WEIR, LI",1.406986450751365,0.9065738509772563,1.2960167985598643,-0.26599739916740495,-0.36214446432594527
"WEIR, JOUBERT",-0.05740544930731617,-0.43515165627942376,0.5991237393822773,0.4293611844397496,0.9412229632545017
"WEIR, SANDHU",-0.38866556018603293,0.3180408348135426,0.7683422506947931,3.080044805224007,-1.3156153473224597
"WEIR, VAN DER PERREN",0.8460380808951138,0.788448934119817,0.40125258113491535,1.5008493643732361,-0.47565126696029103
"WEIR, DAMBIER",-0.13786355064388744,3.3374342954181513,1.9911278936150825,-0.1884469364533048,-1.553588583489862
"WEIR, GOEBEL",0.008863411174112712,1.4637412041303584,0.3849274538231755,1.0245797545253938,-1.006078236525533
"WEIR, GRIAZEV",0.8295059360075967,0.11039247451119238,0.6907286940853602,1.3859399751742942,0.9082484534845396
"WEIR, LINDEMANN",1.8586019737944115,1.1340959088234395,-1.804914637414595,1.146854520176835,0.5456768965372725
"WEIR, DINEV",1.8539112110290747,1.5175961044520268,1.7021007278724576,1.059227786930486,0.48393921681337143
"WEIR, BERNTSSON",0.9594977019227717,1.7803031607810451,1.2493787554345777,1.8494646923908897,0.09513875334475125
"WEIR, TAKAHASHI",-1.9046858551049257,2.799381495660019,1.1836028049197589,2.7555270203335707,-0.08087219075073601
"WEIR, ZHANG",2.583960172495555,1.2627835179666496,2.3027185359735025,0.8190373040581312,-2.1995381201590782
"WEIR, CHIPER",0.5632549050922646,3.0928860382370322,1.0940277398986271,-0.786536140017712,1.3977732669154155
"WEIR, SEROV",0.4353530634152194,1.233588012653339,3.3224689407739105,2.3488741931901265,-1.7284921104907893
"WEIR, OTHMAN",1.1003501544146648,1.7829969451867949,0.9500131764366907,2.1807421720454006,0.19744698841827646
"WEIR, DAVYDOV",1.223020451767204,2.1036982810152614,1.2812480570297522,1.6490913193841235,-0.13790532640479364
"WEIR, PFEIFER",1.579441717182547,2.0891862213633603,1.8439346206206402,1.953134169442695,0.4643209259814279
"LI, JOUBERT",-1.4643919000586814,-1.34172550725668,-0.6968930591775871,0.6953585836071545,1.303367427580447
"LI, SANDHU",-1.7956520109373981,-0.5885330161637137,-0.5276745478650713,3.346042204391412,-0.9534708829965144
"LI, VAN DER PERREN",-0.5609483698562513,-0.11812491685743925,-0.894764217424949,1.766846763540641,-0.11350680263434576
"LI, DAMBIER",-1.5448500013952526,2.4308604444408948,0.695111095055218,0.07755046271410015,-1.1914441191639167
"LI, GOEBEL",-1.3981230395772524,0.5571673531531021,-0.9110893447366889,1.2905771536927988,-0.6439337721995877
"LI, GRIAZEV",-0.5774805147437683,-0.7961813764660639,-0.6052881044745042,1.6519373743416992,1.270392917810485
"LI, LINDEMANN",0.4516155230430464,0.22752205784618335,-3.1009314359744593,1.41285191934424,0.9078213608632177
"LI, DINEV",0.44692476027770967,0.6110222534747705,0.4060839293125932,1.325225186097891,0.8460836811393166
"LI, BERNTSSON",-0.4474887488285933,0.8737293098037888,-0.04663804312528669,2.1154620915582947,0.4572832176706965
"LI, TAKAHASHI",-3.3116723058562907,1.892807644682763,-0.11241399364010551,3.0215244195009756,0.28127227357520923
"LI, ZHANG",1.17697372174419,0.35620966698939327,1.0067017374136378,1.0850347032255363,-1.837393655833133
"LI, CHIPER",-0.8437315456591005,2.1863121872597757,-0.2019890586612373,-0.520538740850307,1.7599177312413607
"LI, SEROV",-0.9716333873361457,0.3270141616760826,2.0264521422140462,2.614871592357532,-1.366347646164844
"LI, OTHMAN",-0.3066362963367002,0.8764230942095387,-0.34600362212317365,2.4467395712128055,0.5595914527442217
"LI, DAVYDOV",-0.18396599898416088,1.1971244300380053,-0.014768741530112317,1.9150887185515284,0.22423913792115163
"LI, PFEIFER",0.17245526643118192,1.1826123703861042,0.5479178220607757,2.2191315686101,0.8264653903073731
"JOUBERT, SANDHU",-0.33126011087871676,0.7531924910929664,0.16921851131251583,2.6506836207842577,-2.2568383105769616
"JOUBERT, VAN DER PERREN",0.90344353020243,1.2236005903992409,-0.1978711582473619,1.0714881799334868,-1.4168742302147928
"JOUBERT, DAMBIER",-0.08045810133657127,3.772585951697575,1.3920041542328052,-0.6178081208930544,-2.494811546744364
"JOUBERT, GOEBEL",0.06626886048142888,1.8988928604097821,-0.21419628555910175,0.5952185700856444,-1.9473011997800347
"JOUBERT, GRIAZEV",0.8869113853149129,0.5455441307906161,0.09160495470308294,0.9565787907345447,-0.03297450976996208
"JOUBERT, LINDEMANN",1.9160074231017277,1.5692475651028635,-2.4040383767968723,0.7174933357370854,-0.39554606671722925
"JOUBERT, DINEV",1.911316660336391,1.9527477607314505,1.1029769884901803,0.6298666024907364,-0.45728374644113023
"JOUBERT, BERNTSSON",1.016903151230088,2.215454817060469,0.6502550160523004,1.4201035079511404,-0.8460842099097504
"JOUBERT, TAKAHASHI",-1.8472804057976095,3.234533151939443,0.5844790655374816,2.3261658358938213,-1.0220951540052376
"JOUBERT, ZHANG",2.6413656218028714,1.6979351742460733,1.703594796591225,0.38967611961838167,-3.14076108341358
"JOUBERT, CHIPER",0.6206603543995808,3.5280376945164558,0.49490400051634986,-1.2158973244574616,0.45655030366091376
"JOUBERT, SEROV",0.49275851272253557,1.6687396689327625,2.7233452013916333,1.9195130087503771,-2.669715073745291
"JOUBERT, OTHMAN",1.1577556037219812,2.218148601466219,0.3508894370544135,1.751380987605651,-0.7437759748362252
"JOUBERT, DAVYDOV",1.2804259010745205,2.5388499372946853,0.6821243176474748,1.219730134944374,-1.0791282896592953
"JOUBERT, PFEIFER",1.6368471664898632,2.5243378776427843,1.244810881238363,1.5237729850029451,-0.4769020372730738
"SANDHU, VAN DER PERREN",1.2347036410811467,0.47040809930627436,-0.36708966955987776,-1.579195440850771,0.8399640803621686
"SANDHU, DAMBIER",0.2508020095421455,3.0193934606046087,1.2227856429202892,-3.2684917416773116,-0.2379732361674023
"SANDHU, GOEBEL",0.39752897136014564,1.1457003693168157,-0.3834147968716176,-2.055465050698613,0.3095371107969267
"SANDHU, GRIAZEV",1.2181714961936296,-0.20764836030235023,-0.0776135566094329,-1.6941048300497128,2.223863800806999
"SANDHU, LINDEMANN",2.2472675339804447,0.816055074009897,-2.573256888109388,-1.933190285047172,1.8612922438597321
"SANDHU, DINEV",2.2425767712151075,1.1995552696384841,0.9337584771776645,-2.020817018293521,1.799554564135831
"SANDHU, BERNTSSON",1.3481632621088047,1.4622623259675025,0.48103650473978465,-1.2305801128331173,1.4107541006672109
"SANDHU, TAKAHASHI",-1.5160202949188928,2.4813406608464765,0.41526055422496577,-0.32451778489043637,1.2347431565717237
"SANDHU, ZHANG",2.972625732681588,0.9447426831531069,1.5343762852787093,-2.2610075011658757,-0.8839227728366186
"SANDHU, CHIPER",0.9519204652782975,2.7748452034234896,0.325685489203834,-3.866580945241719,2.713388614237875
"SANDHU, SEROV",0.8240186236012523,0.9155471778397962,2.5541266900791175,-0.7311706120338803,-0.41287676316832966
"SANDHU, OTHMAN",1.489015714600698,1.4649561103732522,0.18167092574189767,-0.8993026331786065,1.5130623357407362
"SANDHU, DAVYDOV",1.6116860119532372,1.785657446201719,0.512905806334959,-1.4309534858398836,1.177710020917666
"SANDHU, PFEIFER",1.96810727736858,1.7711453865498177,1.075592369925847,-1.1269106357813121,1.7799362733038877
"VAN DER PERREN, DAMBIER",-0.9839016315390012,2.548985361298334,1.589875312480167,-1.6892963008265411,-1.077937316529571
"VAN DER PERREN, GOEBEL",-0.8371746697210011,0.6752922700105413,-0.01632512731173985,-0.4762696098478423,-0.5304269695652419
"VAN DER PERREN, GRIAZEV",-0.01653214488751706,-0.6780564596086246,0.28947611295044484,-0.114909389198942,1.3838997204448307
"VAN DER PERREN, LINDEMANN",1.0125638928992977,0.3456469747036226,-2.2061672185495103,-0.35399484419640126,1.0213281634975635
"VAN DER PERREN, DINEV",1.007873130133961,0.7291471703322097,1.3008481467375423,-0.44162157744275016,0.9595904837736624
"VAN DER PERREN, BERNTSSON",0.11345962102765797,0.9918542266612281,0.8481261742996624,0.3486153280176536,0.5707900203050422
"VAN DER PERREN, TAKAHASHI",-2.7507239360000395,2.0109325615402023,0.7823502237848435,1.2546776559603345,0.394779076209555
"VAN DER PERREN, ZHANG",1.7379220916004414,0.4743345838468326,1.9014659548385868,-0.681812060315105,-1.7238868531987872
"VAN DER PERREN, CHIPER",-0.2827831758028492,2.304437104117215,0.6927751587637118,-2.287385504390948,1.8734245338757065
"VAN DER PERREN, SEROV",-0.4106850174798944,0.44513907853352186,2.9212163596389953,0.8480248288168905,-1.2528408435304983
"VAN DER PERREN, OTHMAN",0.2543120735195511,0.994548011066978,0.5487605953017753,0.6798928076721643,0.6730982553785675
"VAN DER PERREN, DAVYDOV",0.3769823708720904,1.3152493468954445,0.8799954758948367,0.14824195501088733,0.3377459405554974
"VAN DER PERREN, PFEIFER",0.7334036362874332,1.3007372872435434,1.4426820394857247,0.45228480506945856,0.9399721929417189
"DAMBIER, GOEBEL",0.14672696181800016,-1.8736930912877927,-1.6062004397919067,1.2130266909786989,0.547510346964329
"DAMBIER, GRIAZEV",0.9673694866514841,-3.2270418209069587,-1.3003991995297222,1.574386911627599,2.4618370369744014
"DAMBIER, LINDEMANN",1.996465524438299,-2.2033383865947114,-3.7960425310296775,1.3353014566301398,2.0992654800271344
"DAMBIER, DINEV",1.9917747616729622,-1.8198381909661243,-0.28902716574262477,1.2476747233837908,2.0375278003032333
"DAMBIER, BERNTSSON",1.0973612525666592,-1.557131134637106,-0.7417491381805046,2.0379116288441947,1.6487273368346131
"DAMBIER, TAKAHASHI",-1.7668223044610383,-0.5380527997581317,-0.8075250886953235,2.9439739567868752,1.472716392739126
"DAMBIER, ZHANG",2.7218237231394427,-2.0746507774515015,0.31159064235841993,1.007484240511436,-0.6459495366692163
"DAMBIER, CHIPER",0.7011184557361521,-0.24454825718111906,-0.8971001537164552,-0.5980892035644072,2.951361850405277
"DAMBIER, SEROV",0.5732166140591068,-2.1038462827648123,1.331341047158828,2.5373211296434315,-0.17490352700092737
"DAMBIER, OTHMAN",1.2382137050585524,-1.5544373502313562,-1.0411147171783917,2.3691891084987056,1.7510355719081385
"DAMBIER, DAVYDOV",1.3608840024110918,-1.2337360144028895,-0.7098798365853303,1.8375382558374285,1.4156832570850684
"DAMBIER, PFEIFER",1.7173052678264344,-1.2482480740547905,-0.1471932729944423,2.1415811058959995,2.01790950947129
"GOEBEL, GRIAZEV",0.8206425248334841,-1.353348729619166,0.3058012402621847,0.3613602206489003,1.9143266900100726
"GOEBEL, LINDEMANN",1.8497385626202987,-0.3296452953069187,-2.1898420912377707,0.12227476565144102,1.5517551330628054
"GOEBEL, DINEV",1.845047799854962,0.05385490032166837,1.317173274049282,0.03464803240509212,1.4900174533389046
"GOEBEL, BERNTSSON",0.9506342907486591,0.3165619566506868,0.8644513016114022,0.8248849378654959,1.1012169898702844
"GOEBEL, TAKAHASHI",-1.9135492662790385,1.335640291529661,0.7986753510965834,1.7309472658081768,0.925206045774797
"GOEBEL, ZHANG",2.5750967613214426,-0.20095768616370877,1.9177910821503268,-0.20554245046726272,-1.1934598836335453
"GOEBEL, CHIPER",0.5543914939181519,1.6291448341066737,0.7091002860754516,-1.8111158945431058,2.4038515034409484
"GOEBEL, SEROV",0.4264896522411067,-0.23015319147701946,2.9375414869507352,1.3242944386647326,-0.7224138739652564
"GOEBEL, OTHMAN",1.0914867432405522,0.3192557410564366,0.5650857226135152,1.1561624175200067,1.2035252249438095
"GOEBEL, DAVYDOV",1.2141570405930915,0.6399570768849032,0.8963206032065766,0.6245115648587296,0.8681729101207394
"GOEBEL, PFEIFER",1.5705783060084344,0.6254450172330022,1.4590071667974644,0.9285544149173008,1.4703991625069608
"GRIAZEV, LINDEMANN",1.0290960377868148,1.0237034343122473,-2.4956433314999553,-0.23908545499745926,-0.36257155694726717
"GRIAZEV, DINEV",1.024405275021478,1.4072036299408344,1.0113720337870973,-0.32671218824380815,-0.42430923667116816
"GRIAZEV, BERNTSSON",0.12999176591517503,1.6699106862698527,0.5586500613492176,0.4635247172165956,-0.8131097001397883
"GRIAZEV, TAKAHASHI",-2.7341917911125226,2.688989021148827,0.4928741108343987,1.3695870451592764,-0.9891206442352756
"GRIAZEV, ZHANG",1.7544542364879585,1.1523910434554572,1.6119898418881422,-0.566902671116163,-3.107786573643618
"GRIAZEV, CHIPER",-0.2662510309153321,2.9824935637258396,0.4032990458132669,-2.1724761151920062,0.48952481343087584
"GRIAZEV, SEROV",-0.3941528725923773,1.1231955381421463,2.6317402466885502,0.9629342180158325,-2.636740563975329
"GRIAZEV, OTHMAN",0.2708442184070681,1.6726044706756025,0.25928448235133056,0.7948021968711063,-0.7108014650662631
"GRIAZEV, DAVYDOV",0.39351451575960744,1.9933058065040692,0.5905193629443919,0.26315134420982933,-1.0461537798893332
"GRIAZEV, PFEIFER",0.7499357811749503,1.9787937468521681,1.1532059265352799,0.5671941942684006,-0.4439275275031117
"LINDEMANN, DINEV",-0.004690762765336753,0.38350019562858706,3.5070153652870526,-0.0876267332463489,-0.061737679723900984
"LINDEMANN, BERNTSSON",-0.8991042718716398,0.6462072519576055,3.0542933928491727,0.7026101722140549,-0.45053814319252117
"LINDEMANN, TAKAHASHI",-3.763287828899337,1.6652855868365797,2.988517442334354,1.6086725001567357,-0.6265490872880084
"LINDEMANN, ZHANG",0.7253581987011437,0.12868760914320995,4.1076331733880975,-0.32781721611870374,-2.745215016696351
"LINDEMANN, CHIPER",-1.2953470687021469,1.9587901294135923,2.8989423773132224,-1.933390660194547,0.852096370378143
"LINDEMANN, SEROV",-1.423248910379192,0.09949210382989926,5.127383578188505,1.2020196730132917,-2.274169007028062
"LINDEMANN, OTHMAN",-0.7582518193797466,0.6489010363633554,2.754927813851286,1.0338876518685656,-0.34822990811899596
"LINDEMANN, DAVYDOV",-0.6355815220272073,0.969602372191822,3.086162694444347,0.5022367992072886,-0.683582222942066
"LINDEMANN, PFEIFER",-0.2791602566118645,0.9550903125399208,3.648849258035235,0.8062796492658598,-0.08135597055584454
"DINEV, BERNTSSON",-0.894413509106303,0.2627070563290185,-0.45272197243787987,0.7902369054604037,-0.3888004634686202
"DINEV, TAKAHASHI",-3.7585970661340005,1.2817853912079926,-0.5184979229526987,1.6962992334030846,-0.5648114075641074
"DINEV, ZHANG",0.7300489614664805,-0.25481258648537713,0.6006178081010447,-0.24019048287235484,-2.68347733697245
"DINEV, CHIPER",-1.2906563059368101,1.5752899337850053,-0.6080729879738305,-1.845763926948198,0.913834050102044
"DINEV, SEROV",-1.4185581476138553,-0.2840080917986878,1.620368212901453,1.2896464062596407,-2.2124313273041607
"DINEV, OTHMAN",-0.7535610566144099,0.2654008407347682,-0.7520875514357669,1.1215143851149145,-0.28649222839509497
"DINEV, DAVYDOV",-0.6308907592618705,0.5861021765632349,-0.4208526708427055,0.5898635324536374,-0.6218445432181651
"DINEV, PFEIFER",-0.27446949384652775,0.5715901169113338,0.14183389274818248,0.8939063825122087,-0.019618290831943552
"BERNTSSON, TAKAHASHI",-2.8641835570276974,1.0190783348789743,-0.06577595051481883,0.9060623279426808,-0.17601094409548726
"BERNTSSON, ZHANG",1.6244624705727835,-0.5175196428143956,1.0533397805389246,-1.0304273883327586,-2.2946768735038297
"BERNTSSON, CHIPER",-0.3962427968305071,1.312582877455987,-0.1553510155359506,-2.6360008324086017,1.302634513570664
"BERNTSSON, SEROV",-0.5241446385075523,-0.5467151481277063,2.073090185339333,0.49940950079923685,-1.8236308638355405
"BERNTSSON, OTHMAN",0.1408524524918931,0.0026937844057497995,-0.29936557899788696,0.3312774796545107,0.10230823507352521
"BERNTSSON, DAVYDOV",0.2635227498444324,0.32339512023421646,0.03186930159517437,-0.20037337300676628,-0.23304407974954489
"BERNTSSON, PFEIFER",0.6199440152597753,0.3088830605823153,0.5945558651860623,0.10366947705180496,0.36918217263667663
"TAKAHASHI, ZHANG",4.488646027600481,-1.5365979776933698,1.1191157310537434,-1.9364897162754393,-2.1186659294083423
"TAKAHASHI, CHIPER",2.4679407601971906,0.29350454257701264,-0.08957506502113177,-3.5420631603512827,1.4786454576661514
"TAKAHASHI, SEROV",2.340038918520145,-1.5657934830066806,2.1388661358541516,-0.406652827143444,-1.6476199197400534
"TAKAHASHI, OTHMAN",3.0050360095195905,-1.0163845504732245,-0.23358962848306813,-0.5747848482881701,0.2783191791690125
"TAKAHASHI, DAVYDOV",3.12770630687213,-0.6956832146447578,0.0976452521099932,-1.1064357009494472,-0.05703313565405764
"TAKAHASHI, PFEIFER",3.4841275722874725,-0.710195274296659,0.6603318157008812,-0.8023928508908759,0.5451931167321639
"ZHANG, CHIPER",-2.0207052674032906,1.8301025202703824,-1.2086907960748752,-1.6055734440758433,3.5973113870744937
"ZHANG, SEROV",-2.1486071090803356,-0.029195505313310693,1.0197504048004082,1.5298368891319956,0.4710460096682889
"ZHANG, OTHMAN",-1.4836100180808902,0.5202134272201454,-1.3527053595368115,1.3617048679872692,2.3969851085773546
"ZHANG, DAVYDOV",-1.360939720728351,0.840914763048612,-1.0214704789437503,0.8300540153259923,2.0616327937542844
"ZHANG, PFEIFER",-1.0045184553130082,0.8264027033967108,-0.4587839153528622,1.1340968653845636,2.663859046140506
"CHIPER, SEROV",-0.1279018416770452,-1.8592980255836933,2.2284412008752836,3.1354103332078385,-3.126265377406205
"CHIPER, OTHMAN",0.5370952493224003,-1.3098890930502372,-0.14401456346193636,2.9672783120631125,-1.200326278497139
"CHIPER, DAVYDOV",0.6597655466749396,-0.9891877572217704,0.18722031713112497,2.4356274594018354,-1.535678593320209
"CHIPER, PFEIFER",1.0161868120902824,-1.0036998168736715,0.749906880722013,2.739670309460407,-0.9334523409339875
"SEROV, OTHMAN",0.6649970909994455,0.5494089325334561,-2.3724557643372197,-0.16813202114472614,1.925939098909066
"SEROV, DAVYDOV",0.7876673883519848,0.8701102683619227,-2.0412208837441583,-0.6997828738060031,1.5905867840859957
"SEROV, PFEIFER",1.1440886537673276,0.8555982087100216,-1.4785343201532704,-0.3957400237474319,2.1928130364722174
"OTHMAN, DAVYDOV",0.12267029735253931,0.32070133582846666,0.33123488059306133,-0.531650852661277,-0.3353523148230701
"OTHMAN, PFEIFER",0.4790915627678821,0.3061892761765655,0.8939214441839494,-0.22760800260270575,0.2668739375631514
"DAVYDOV, PFEIFER",0.3564212654153428,-0.014512059651901166,0.562686563590888,0.30404285005857123,0.6022262523862215
