,0,1,2
0,163.75862192468617,186.84446978875164,192.140066908192
1,252.47504018584698,285.3802352698044,292.9798568414002
2,226.06719723379956,229.0625387316009,230.16527551212823
3,222.1328041463662,248.41733552236957,254.52648130301114
