name,avg,add,mul,hyb,multi,borda,Borda
"Yuzuru, HANYU",-0.4693642868409097,0.8896271467816611,0.8779751642553981,0.8435722106893397,0.8966240073476412,13,13
"Javier, FERNANDEZ",1.1155350784790288,-1.2442110431936673,1.1713551670531712,-0.4392943091554111,-0.3758308263303193,11,11
"Misha, GE",0.9808976215149565,-0.40552979591107635,-0.4088657681888106,-1.2283543660705207,1.167899444904785,9,9
"Alexander, MAJOROV",-0.4603751061082231,-0.3968477785202317,-1.2351741303447827,1.2016587034284272,-0.48035038331556185,9,9
"Keiji, TANAKA",-1.1666933070448526,1.156961470843314,-0.4052904327749758,-0.37758223889183495,-1.208342242606545,8,8
