CMDLINE /home/khanhnd/anaconda3/bin/python profile_gd.py
MEM 1.800781 1573477683.0108
MEM 12.652344 1573477683.1112
MEM 20.441406 1573477683.2117
MEM 25.074219 1573477683.3122
MEM 30.660156 1573477683.4126
MEM 38.492188 1573477683.5131
MEM 49.871094 1573477683.6135
MEM 59.875000 1573477683.7140
MEM 59.875000 1573477683.8145
MEM 59.875000 1573477683.9150
MEM 59.875000 1573477684.0154
MEM 59.875000 1573477684.1159
MEM 59.875000 1573477684.2164
MEM 59.875000 1573477684.3168
MEM 59.875000 1573477684.4172
MEM 59.875000 1573477684.5176
MEM 59.875000 1573477684.6180
MEM 59.875000 1573477684.7183
MEM 59.875000 1573477684.8187
MEM 59.875000 1573477684.9192
MEM 59.875000 1573477685.0196
MEM 59.875000 1573477685.1200
MEM 59.875000 1573477685.2204
MEM 59.875000 1573477685.3208
MEM 59.875000 1573477685.4211
MEM 59.875000 1573477685.5215
MEM 59.875000 1573477685.6219
MEM 59.875000 1573477685.7223
MEM 59.875000 1573477685.8227
MEM 59.875000 1573477685.9231
MEM 59.875000 1573477686.0237
MEM 59.875000 1573477686.1243
MEM 59.875000 1573477686.2247
MEM 59.875000 1573477686.3251
MEM 59.875000 1573477686.4255
MEM 59.875000 1573477686.5259
MEM 59.875000 1573477686.6262
MEM 59.875000 1573477686.7280
MEM 59.875000 1573477686.8286
MEM 59.875000 1573477686.9291
MEM 59.875000 1573477687.0299
MEM 59.875000 1573477687.1303
MEM 59.875000 1573477687.2306
MEM 59.875000 1573477687.3310
MEM 59.875000 1573477687.4314
MEM 59.875000 1573477687.5317
MEM 59.875000 1573477687.6321
MEM 59.875000 1573477687.7325
MEM 59.875000 1573477687.8329
MEM 59.875000 1573477687.9333
MEM 59.875000 1573477688.0338
FUNC __main__.naive_gradient_descent 51.5742 1573477683.6343 59.8750 1573477691.5152 0
FUNC __main__.broadcast_gradient_descent 54.6016 1573477691.5158 84.8203 1573477691.6079 0
MEM 59.875000 1573477688.1343
MEM 59.875000 1573477688.2347
MEM 59.875000 1573477688.3352
MEM 59.875000 1573477688.4366
MEM 59.875000 1573477688.5372
MEM 59.875000 1573477688.6377
MEM 59.875000 1573477688.7381
MEM 59.875000 1573477688.8387
MEM 59.875000 1573477688.9391
MEM 59.875000 1573477689.0394
MEM 59.875000 1573477689.1398
MEM 59.875000 1573477689.2402
MEM 59.875000 1573477689.3406
MEM 59.875000 1573477689.4413
MEM 59.875000 1573477689.5419
MEM 59.875000 1573477689.6425
MEM 59.875000 1573477689.7430
MEM 59.875000 1573477689.8448
MEM 59.875000 1573477689.9454
MEM 59.875000 1573477690.0459
MEM 59.875000 1573477690.1463
MEM 59.875000 1573477690.2475
MEM 59.875000 1573477690.3480
MEM 59.875000 1573477690.4485
MEM 59.875000 1573477690.5489
MEM 59.875000 1573477690.6493
MEM 59.875000 1573477690.7498
MEM 59.875000 1573477690.8512
MEM 59.875000 1573477690.9520
MEM 59.875000 1573477691.0524
MEM 59.875000 1573477691.1529
MEM 59.875000 1573477691.2536
MEM 59.875000 1573477691.3540
MEM 59.875000 1573477691.4543
MEM 79.457031 1573477691.5549
MEM 55.355469 1573477691.6556
