CMDLINE /home/khanhnd/anaconda3/bin/python profile_gd.py
MEM 1.824219 1574428981.9277
MEM 12.687500 1574428982.0281
MEM 20.105469 1574428982.1285
MEM 25.523438 1574428982.2288
MEM 31.843750 1574428982.3292
MEM 41.597656 1574428982.4296
MEM 60.406250 1574428982.5300
MEM 60.406250 1574428982.6304
MEM 60.406250 1574428982.7307
MEM 60.406250 1574428982.8311
MEM 60.406250 1574428982.9314
MEM 60.406250 1574428983.0317
MEM 60.406250 1574428983.1320
MEM 60.406250 1574428983.2324
MEM 60.406250 1574428983.3328
MEM 60.406250 1574428983.4331
MEM 60.406250 1574428983.5335
MEM 60.406250 1574428983.6338
MEM 60.406250 1574428983.7343
MEM 60.406250 1574428983.8347
MEM 60.406250 1574428983.9351
MEM 60.406250 1574428984.0355
MEM 60.406250 1574428984.1358
MEM 60.406250 1574428984.2363
MEM 60.406250 1574428984.3366
MEM 60.406250 1574428984.4370
MEM 60.406250 1574428984.5374
MEM 60.406250 1574428984.6377
MEM 60.406250 1574428984.7380
MEM 60.406250 1574428984.8384
MEM 60.406250 1574428984.9387
MEM 60.406250 1574428985.0390
MEM 60.406250 1574428985.1394
MEM 60.406250 1574428985.2398
MEM 60.406250 1574428985.3401
MEM 60.406250 1574428985.4404
MEM 60.406250 1574428985.5408
MEM 60.406250 1574428985.6412
MEM 60.406250 1574428985.7416
MEM 60.406250 1574428985.8420
MEM 60.406250 1574428985.9423
MEM 60.406250 1574428986.0426
MEM 60.406250 1574428986.1430
MEM 60.406250 1574428986.2433
MEM 60.406250 1574428986.3437
MEM 60.406250 1574428986.4441
MEM 60.406250 1574428986.5444
MEM 60.406250 1574428986.6448
MEM 60.406250 1574428986.7452
MEM 60.406250 1574428986.8458
MEM 60.406250 1574428986.9462
FUNC __main__.naive_gradient_descent 51.8672 1574428982.4829 60.4062 1574428989.2815 0
FUNC __main__.broadcast_gradient_descent 55.1758 1574428989.2833 86.7305 1574428989.4496 0
FUNC __main__.matmul_gradient_descent 67.3398 1574428989.4521 81.1367 1574428989.4886 0
MEM 60.406250 1574428987.0467
MEM 60.406250 1574428987.1471
MEM 60.406250 1574428987.2475
MEM 60.406250 1574428987.3489
MEM 60.406250 1574428987.4503
MEM 60.406250 1574428987.5512
MEM 60.406250 1574428987.6525
MEM 60.406250 1574428987.7536
MEM 60.406250 1574428987.8540
MEM 60.406250 1574428987.9550
MEM 60.406250 1574428988.0555
MEM 60.406250 1574428988.1559
MEM 60.406250 1574428988.2563
MEM 60.406250 1574428988.3568
MEM 60.406250 1574428988.4585
MEM 60.406250 1574428988.5601
MEM 60.406250 1574428988.6613
MEM 60.406250 1574428988.7618
MEM 60.406250 1574428988.8623
MEM 60.406250 1574428988.9636
MEM 60.406250 1574428989.0652
MEM 60.406250 1574428989.1665
MEM 60.406250 1574428989.2674
MEM 68.121094 1574428989.3683
MEM 67.339844 1574428989.4696
MEM 81.394531 1574428989.5709
MEM 81.394531 1574428989.6721
