name,score,event,year
Michael Christian MARTINEZ,204.1,WR,2016
Chafik BESSEGHIER,203.2,WR,2016
Julian Zhi Jie YEE,202.94,WR,2016
Phillip HARRIS,190.42,WR,2016
Ivan PAVLOV,178.89,WR,2016
June Hyoung LEE,174.88,WR,2016
Shoma UNO,279.34,US,2017
Jason BROWN,268.38,US,2017
Adam RIPPON,261.43,US,2017
Sergei VORONOV,245.28,US,2017
Boyang JIN,245.08,US,2017
Nam NGUYEN,239.26,US,2017
Maxim KOVTUN,230.75,US,2017
Timothy DOLENSKY,226.53,US,2017
Jorik HENDRICKX,224.91,US,2017
Brendan KERRY,211.76,US,2017
Patrick CHAN,266.95,CA,2017
Yuzuru HANYU,263.06,CA,2017
Kevin REYNOLDS,245.06,CA,2017
Michal BREZINA,227.42,CA,2017
Daniel SAMOHIN,226.53,CA,2017
Misha GE,226.07,CA,2017
Alexander PETROV,224.39,CA,2017
Takahito MURA,222.13,CA,2017
Liam FIRUS,210.89,CA,2017
Han YAN,209.11,CA,2017
Grant HOCHSTEIN,204.69,CA,2017
Ross MINER,196.53,CA,2017
Javier FERNANDEZ,285.38,FR,2017
Denis TEN,269.26,FR,2017
Adam RIPPON,267.53,FR,2017
Nathan CHEN,264.8,FR,2017
Takahito MURA,248.42,FR,2017
Jorik HENDRICKX,230.47,FR,2017
Misha GE,229.06,FR,2017
Chafik BESSEGHIER,225.02,FR,2017
Artur DMITRIEV,218.7,FR,2017
Brendan KERRY,199.4,FR,2017
Ivan RIGHINI,185.81,FR,2017
Javier FERNANDEZ,292.98,RU,2017
Shoma UNO,285.07,RU,2017
Alexei BYCHENKO,255.52,RU,2017
Mikhail KOLYADA,245.3,RU,2017
Max AARON,235.58,RU,2017
Elladj BALDE,225.45,RU,2017
Keiji TANAKA,224.91,RU,2017
Chafik BESSEGHIER,223.98,RU,2017
Gordei GORSHKOV,223.51,RU,2017
Artur DMITRIEV,221.52,RU,2017
Deniss VASILJEVS,203.77,RU,2017
Alexander MAJOROV,192.14,RU,2017
Patrick CHAN,279.72,CN,2017
Boyang JIN,278.54,CN,2017
Sergei VORONOV,243.76,CN,2017
Max AARON,242.74,CN,2017
Han YAN,230.19,CN,2017
Alexander PETROV,228.44,CN,2017
Maxim KOVTUN,221.43,CN,2017
Daniel SAMOHIN,213.51,CN,2017
Ross MINER,213.34,CN,2017
Michal BREZINA,211.77,CN,2017
Yuzuru HANYU,301.47,JP,2017
Nathan CHEN,268.91,JP,2017
Keiji TANAKA,248.44,JP,2017
Alexei BYCHENKO,229.87,JP,2017
Mikhail KOLYADA,225.69,JP,2017
Deniss VASILJEVS,223.73,JP,2017
Jason BROWN,218.47,JP,2017
Nam NGUYEN,212.43,JP,2017
Ryuju HINO,207.15,JP,2017
Elladj BALDE,195.32,JP,2017
Grant HOCHSTEIN,191.4,JP,2017
Yuzuru HANYU,293.9,FN,2017
Nathan CHEN,282.85,FN,2017
Shoma UNO,282.51,FN,2017
Javier FERNANDEZ,268.77,FN,2017
Patrick CHAN,266.75,FN,2017
Adam RIPPON,233.1,FN,2017
Javier FERNANDEZ,294.84,EU,2017
Maxim KOVTUN,266.8,EU,2017
Mikhail KOLYADA,250.18,EU,2017
Jorik HENDRICKX,242.56,EU,2017
Alexei BYCHENKO,239.24,EU,2017
Moris KVITELASHVILI,238.2,EU,2017
Deniss VASILJEVS,235.2,EU,2017
Alexander SAMARIN,230.87,EU,2017
Chafik BESSEGHIER,227.59,EU,2017
Paul FENTZ,225.85,EU,2017
Alexander MAJOROV,217.98,EU,2017
Michal BREZINA,215.52,EU,2017
Ivan RIGHINI,210.15,EU,2017
Ivan PAVLOV,202.87,EU,2017
Kevin AYMOZ,199.47,EU,2017
Graham NEWBERRY,198.06,EU,2017
Stephane WALKER,196.74,EU,2017
Javier RAYA,195.54,EU,2017
Maurizio ZANDRON,186.4,EU,2017
Jiri BELOHRADSKY,181.62,EU,2017
Slavik HAYRAPETYAN,180.78,EU,2017
Daniel Albert NAURITS,176.1,EU,2017
Valtter VIRTANEN,164.09,EU,2017
Sondre ODDVOLL BOE,162.85,EU,2017
Nathan CHEN,307.46,4C,2017
Yuzuru HANYU,303.71,4C,2017
Shoma UNO,288.05,4C,2017
Patrick CHAN,267.98,4C,2017
Boyang JIN,267.51,4C,2017
Jason BROWN,245.85,4C,2017
Misha GE,239.41,4C,2017
Nam NGUYEN,237.08,4C,2017
Grant HOCHSTEIN,235.72,4C,2017
Han YAN,235.45,4C,2017
Brendan KERRY,227.39,4C,2017
Kevin REYNOLDS,222.31,4C,2017
Keiji TANAKA,220.18,4C,2017
Michael Christian MARTINEZ,214.15,4C,2017
Julian Zhi Jie YEE,202.67,4C,2017
Sihyeong LEE,195.72,4C,2017
Jinseo KIM,195.05,4C,2017
June Hyoung LEE,187.58,4C,2017
Chih-I TSAO,169.63,4C,2017
Andrew DODDS,162.05,4C,2017
Mark WEBSTER,160.03,4C,2017
Leslie Man Cheuk IP,146.74,4C,2017
Kai Xiang CHEW,138.46,4C,2017
Micah TANG,135.79,4C,2017
Yuzuru HANYU,321.59,WR,2017
Shoma UNO,319.31,WR,2017
Boyang JIN,303.58,WR,2017
Javier FERNANDEZ,301.19,WR,2017
Patrick CHAN,295.16,WR,2017
Nathan CHEN,290.72,WR,2017
Jason BROWN,269.57,WR,2017
Mikhail KOLYADA,257.47,WR,2017
Kevin REYNOLDS,253.84,WR,2017
Alexei BYCHENKO,245.96,WR,2017
Maxim KOVTUN,245.84,WR,2017
Misha GE,243.45,WR,2017
Moris KVITELASHVILI,239.24,WR,2017
Deniss VASILJEVS,239.0,WR,2017
Brendan KERRY,236.24,WR,2017
Denis TEN,234.31,WR,2017
Chafik BESSEGHIER,230.13,WR,2017
Michal BREZINA,226.26,WR,2017
Keiji TANAKA,222.34,WR,2017
Paul FENTZ,217.91,WR,2017
Jorik HENDRICKX,214.02,WR,2017
Julian Zhi Jie YEE,213.99,WR,2017
Alexander MAJOROV,205.04,WR,2017
Michael Christian MARTINEZ,196.79,WR,2017
Nathan CHEN,275.88,US,2018
Adam RIPPON,266.45,US,2018
Sergei VORONOV,257.49,US,2018
Boyang JIN,246.03,US,2018
Han YAN,228.33,US,2018
Ross MINER,219.62,US,2018
Takahito MURA,212.77,US,2018
Liam FIRUS,210.83,US,2018
Kevin REYNOLDS,204.05,US,2018
Roman SADOVSKY,200.1,US,2018
Shoma UNO,301.1,CA,2018
Jason BROWN,261.14,CA,2018
Alexander SAMARIN,250.06,CA,2018
Patrick CHAN,245.7,CA,2018
Jorik HENDRICKX,237.31,CA,2018
Michal BREZINA,237.04,CA,2018
Nicolas NADEAU,229.43,CA,2018
Keegan MESSING,217.75,CA,2018
Jun Hwan CHA,210.32,CA,2018
Paul FENTZ,201.6,CA,2018
Brendan KERRY,201.56,CA,2018
Takahito MURA,186.66,CA,2018
Javier FERNANDEZ,283.71,FR,2018
Shoma UNO,273.32,FR,2018
Misha GE,258.34,FR,2018
Alexander SAMARIN,253.13,FR,2018
Alexei BYCHENKO,247.44,FR,2018
Moris KVITELASHVILI,240.5,FR,2018
Max AARON,237.2,FR,2018
Denis TEN,228.57,FR,2018
Vincent ZHOU,222.21,FR,2018
Kevin AYMOZ,220.43,FR,2018
Romain PONSART,198.12,FR,2018
Nathan CHEN,293.79,RU,2018
Yuzuru HANYU,290.77,RU,2018
Mikhail KOLYADA,271.06,RU,2018
Misha GE,255.33,RU,2018
Moris KVITELASHVILI,250.26,RU,2018
Dmitri ALIEV,239.61,RU,2018
Nam NGUYEN,238.45,RU,2018
Deniss VASILJEVS,227.53,RU,2018
Denis TEN,214.35,RU,2018
Andrei LAZUKIN,212.14,RU,2018
Grant HOCHSTEIN,206.09,RU,2018
Daniel SAMOHIN,183.79,RU,2018
Mikhail KOLYADA,279.38,CN,2018
Boyang JIN,264.48,CN,2018
Max AARON,259.69,CN,2018
Vincent ZHOU,256.66,CN,2018
Han YAN,254.61,CN,2018
Javier FERNANDEZ,253.06,CN,2018
Keiji TANAKA,247.17,CN,2018
Kevin REYNOLDS,226.5,CN,2018
Grant HOCHSTEIN,216.44,CN,2018
Alexander MAJOROV,186.04,CN,2018
Alexander PETROV,186.02,CN,2018
He ZHANG,167.58,CN,2018
Sergei VORONOV,271.12,JP,2018
Adam RIPPON,261.99,JP,2018
Alexei BYCHENKO,252.07,JP,2018
Jason BROWN,245.95,JP,2018
Keegan MESSING,235.8,JP,2018
Deniss VASILJEVS,234.8,JP,2018
Kazuki TOMONO,231.93,JP,2018
Dmitri ALIEV,223.45,JP,2018
Michal BREZINA,220.45,JP,2018
Nam NGUYEN,214.51,JP,2018
Hiroaki SATO,199.2,JP,2018
Nathan CHEN,286.51,FN,2018
Shoma UNO,286.01,FN,2018
Mikhail KOLYADA,282.0,FN,2018
Sergei VORONOV,266.59,FN,2018
Adam RIPPON,254.33,FN,2018
Jason BROWN,253.81,FN,2018
Javier FERNANDEZ,295.55,EU,2018
Dmitri ALIEV,274.06,EU,2018
Mikhail KOLYADA,258.9,EU,2018
Deniss VASILJEVS,243.52,EU,2018
Alexei BYCHENKO,238.44,EU,2018
Alexander SAMARIN,229.81,EU,2018
Alexander MAJOROV,225.86,EU,2018
Michal BREZINA,225.2,EU,2018
Matteo RIZZO,219.43,EU,2018
Jorik HENDRICKX,218.17,EU,2018
Chafik BESSEGHIER,211.17,EU,2018
Moris KVITELASHVILI,210.47,EU,2018
Phillip HARRIS,208.22,EU,2018
Romain PONSART,200.72,EU,2018
Slavik HAYRAPETYAN,196.63,EU,2018
Paul FENTZ,194.97,EU,2018
Irakli MAYSURADZE,191.22,EU,2018
Stephane WALKER,185.41,EU,2018
Valtter VIRTANEN,181.77,EU,2018
Felipe MONTOYA,181.72,EU,2018
Daniel Albert NAURITS,176.1,EU,2018
Sondre ODDVOLL BOE,170.64,EU,2018
Burak DEMIRBOGA,167.22,EU,2018
Igor REZNICHENKO,165.65,EU,2018
Boyang JIN,300.95,4C,2018
Shoma UNO,297.94,4C,2018
Jason BROWN,269.22,4C,2018
Keiji TANAKA,260.31,4C,2018
Max AARON,255.45,4C,2018
Misha GE,248.96,4C,2018
Kevin REYNOLDS,241.5,4C,2018
Elladj BALDE,238.2,4C,2018
Nam NGUYEN,237.52,4C,2018
Han YAN,227.93,4C,2018
Grant HOCHSTEIN,226.39,4C,2018
Takahito MURA,225.41,4C,2018
Brendan KERRY,219.95,4C,2018
June Hyoung LEE,211.86,4C,2018
Denis TEN,210.82,4C,2018
Julian Zhi Jie YEE,197.68,4C,2018
Chih-I TSAO,195.21,4C,2018
Donovan CARRILLO,185.91,4C,2018
He ZHANG,184.82,4C,2018
Geon Hyeong AN,180.26,4C,2018
Andrew DODDS,177.81,4C,2018
Sihyeong LEE,177.07,4C,2018
Abzal RAKIMGALIEV,175.58,4C,2018
Leslie Man Cheuk IP,150.23,4C,2018
HANYU Yuzuru,317.85,OL,2018
UNO Shoma,306.9,OL,2018
FERNANDEZ Javier,305.24,OL,2018
JIN Boyang,297.77,OL,2018
CHEN Nathan,297.35,OL,2018
ZHOU Vincent,276.69,OL,2018
ALIEV Dmitri,267.51,OL,2018
KOLYADA Mikhail,264.25,OL,2018
CHAN Patrick,263.43,OL,2018
RIPPON Adam,259.36,OL,2018
BYCHENKO Alexei,257.01,OL,2018
MESSING Keegan,255.43,OL,2018
SAMOHIN Daniel,251.44,OL,2018
HENDRICKX Jorik,248.95,OL,2018
CHA Junhwan,248.59,OL,2018
BREZINA Michal,246.07,OL,2018
GE Misha,244.94,OL,2018
TANAKA Keiji,244.83,OL,2018
VASILJEVS Deniss,234.58,OL,2018
KERRY Brendan,233.81,OL,2018
RIZZO Matteo,232.41,OL,2018
FENTZ Paul,214.55,OL,2018
YAN Han,213.01,OL,2018
KVITELASHVILI Morisi,204.57,OL,2018
Nathan CHEN,321.4,WR,2018
Shoma UNO,273.77,WR,2018
Mikhail KOLYADA,272.32,WR,2018
Alexei BYCHENKO,258.28,WR,2018
Kazuki TOMONO,256.11,WR,2018
Deniss VASILJEVS,254.86,WR,2018
Dmitri ALIEV,252.3,WR,2018
Keegan MESSING,252.3,WR,2018
Misha GE,249.57,WR,2018
Michal BREZINA,243.99,WR,2018
Max AARON,241.49,WR,2018
Alexander MAJOROV,237.79,WR,2018
Keiji TANAKA,236.66,WR,2018
Vincent ZHOU,235.24,WR,2018
Paul FENTZ,230.92,WR,2018
Romain PONSART,229.2,WR,2018
Matteo RIZZO,225.44,WR,2018
Brendan KERRY,223.85,WR,2018
Boyang JIN,223.41,WR,2018
Daniel SAMOHIN,214.01,WR,2018
Julian Zhi Jie YEE,209.03,WR,2018
Donovan CARRILLO,200.76,WR,2018
Slavik HAYRAPETYAN,199.72,WR,2018
Phillip HARRIS,187.69,WR,2018
Nathan CHEN,280.57,US,2019
Michal BREZINA,239.51,US,2019
Sergei VORONOV,226.44,US,2019
Matteo RIZZO,225.81,US,2019
Vincent ZHOU,225.75,US,2019
Nam NGUYEN,212.99,US,2019
Julian Zhi Jie YEE,207.51,US,2019
Morisi KVITELASHVILI,205.12,US,2019
Alexei BYCHENKO,197.47,US,2019
Romain PONSART,187.92,US,2019
Kevin REYNOLDS,185.63,US,2019
Jimmy MA,185.06,US,2019
Shoma UNO,277.25,CA,2019
Keegan MESSING,265.17,CA,2019
Junhwan CHA,254.77,CA,2019
Alexander SAMARIN,248.78,CA,2019
Nam NGUYEN,240.94,CA,2019
Jason BROWN,234.97,CA,2019
Kevin AYMOZ,230.09,CA,2019
Daniel SAMOHIN,225.89,CA,2019
Kazuki TOMONO,220.83,CA,2019
Alexander MAJOROV,220.3,CA,2019
Brendan KERRY,220.08,CA,2019
Roman SADOVSKY,210.6,CA,2019
Nathan CHEN,271.58,FR,2019
Jason BROWN,256.33,FR,2019
Alexander SAMARIN,247.09,FR,2019
Dmitri ALIEV,237.82,FR,2019
Kevin AYMOZ,231.16,FR,2019
Romain PONSART,229.86,FR,2019
Deniss VASILJEVS,221.26,FR,2019
Keiji TANAKA,216.32,FR,2019
Boyang JIN,208.89,FR,2019
Daniel SAMOHIN,205.99,FR,2019
Yuzuru HANYU,278.42,RU,2019
Morisi KVITELASHVILI,248.58,RU,2019
Kazuki TOMONO,238.73,RU,2019
Mikhail KOLYADA,225.42,RU,2019
Keegan MESSING,220.75,RU,2019
Paul FENTZ,220.57,RU,2019
Andrei LAZUKIN,215.78,RU,2019
Alexei KRASNOZHON,208.01,RU,2019
Alexander MAJOROV,205.59,RU,2019
Brendan KERRY,197.59,RU,2019
Artur DMITRIEV,189.58,RU,2019
Julian Zhi Jie YEE,178.71,RU,2019
Shoma UNO,276.45,JP,2019
Sergei VORONOV,254.28,JP,2019
Matteo RIZZO,224.71,JP,2019
Vincent ZHOU,223.42,JP,2019
Dmitri ALIEV,219.52,JP,2019
Sota YAMAMOTO,213.4,JP,2019
Alexander JOHNSON,199.75,JP,2019
Deniss VASILJEVS,197.6,JP,2019
June Hyoung LEE,188.26,JP,2019
Hiroaki SATO,185.18,JP,2019
Kevin REYNOLDS,182.67,JP,2019
Yaroslav PANIOT,173.64,JP,2019
Yuzuru HANYU,297.12,FI,2019
Michal BREZINA,257.98,FI,2019
Junhwan CHA,243.19,FI,2019
Mikhail KOLYADA,238.79,FI,2019
Boyang JIN,227.28,FI,2019
Andrei LAZUKIN,218.22,FI,2019
Alexei KRASNOZHON,211.03,FI,2019
Keiji TANAKA,206.82,FI,2019
Alexei BYCHENKO,202.33,FI,2019
Phillip HARRIS,182.66,FI,2019
Valtter VIRTANEN,154.74,FI,2019
Nathan CHEN,282.42,FN,2019
Shoma UNO,275.1,FN,2019
Junhwan CHA,263.49,FN,2019
Michal BREZINA,255.26,FN,2019
Keegan MESSING,236.05,FN,2019
Sergei VORONOV,226.44,FN,2019
Javier FERNANDEZ,271.59,EU,2019
Alexander SAMARIN,269.84,EU,2019
Matteo RIZZO,247.08,EU,2019
Kevin AYMOZ,246.34,EU,2019
Mikhail KOLYADA,240.87,EU,2019
Daniel GRASSL,236.7,EU,2019
Michal BREZINA,234.25,EU,2019
Alexander MAJOROV,225.38,EU,2019
Alexei BYCHENKO,220.5,EU,2019
Morisi KVITELASHVILI,219.79,EU,2019
Deniss VASILJEVS,219.5,EU,2019
Adam SIAO HIM FA,218.06,EU,2019
Daniel SAMOHIN,217.17,EU,2019
Maxim KOVTUN,216.18,EU,2019
Paul FENTZ,209.96,EU,2019
Vladimir LITVINTSEV,204.28,EU,2019
Aleksandr SELEVKO,195.13,EU,2019
Sondre ODDVOLL BOE,192.01,EU,2019
Matyas BELOHRADSKY,191.22,EU,2019
Luc MAIERHOFER,189.0,EU,2019
Graham NEWBERRY,188.62,EU,2019
Ivan SHMURATKO,178.29,EU,2019
Irakli MAYSURADZE,174.43,EU,2019
Davide LEWTON BRAIN,173.61,EU,2019
Shoma UNO,289.12,4C,2019
Boyang JIN,273.51,4C,2019
Vincent ZHOU,272.22,4C,2019
Keegan MESSING,267.61,4C,2019
Jason BROWN,258.89,4C,2019
Junhwan CHA,255.83,4C,2019
Keiji TANAKA,251.54,4C,2019
Tomoki HIWATASHI,236.79,4C,2019
Brendan KERRY,224.44,4C,2019
Nam NGUYEN,216.49,4C,2019
Nicolas NADEAU,209.65,4C,2019
Kazuki TOMONO,206.41,4C,2019
Andrew DODDS,191.4,4C,2019
June Hyoung LEE,188.1,4C,2019
Sihyeong LEE,183.98,4C,2019
He ZHANG,179.89,4C,2019
Donovan CARRILLO,174.7,4C,2019
Micah TANG,174.59,4C,2019
Micah Kai LYNETTE,174.44,4C,2019
Julian Zhi Jie YEE,174.1,4C,2019
Harrison Jon-Yen WONG,148.54,4C,2019
Leslie Man Cheuk IP,146.6,4C,2019
Nikita MANKO,138.4,4C,2019
Mark WEBSTER,126.41,4C,2019
