name,score,event,year
Kevin VAN DER PERREN,197.1,WR,2011
Samuel CONTESTI,196.4,WR,2011
Jorik HENDRICKX,188.24,WR,2011
Kevin REYNOLDS,187.23,WR,2011
Paolo BACCHINI,183.13,WR,2011
Nan SONG,176.09,WR,2011
Kim LUCINE,171.93,WR,2011
Joey RUSSELL,168.73,WR,2011
Michal BREZINA,216.0,US,2012
Kevin VAN DER PERREN,212.48,US,2012
Takahiko KOZUKA,212.09,US,2012
Richard DORNBUSH,202.27,US,2012
Denis TEN,197.98,US,2012
Daisuke MURAKAMI,193.32,US,2012
Douglas RAZZANO,192.95,US,2012
Samuel CONTESTI,190.2,US,2012
Florent AMODIO,187.6,US,2012
Armin MAHBANOOZADEH,179.07,US,2012
Patrick CHAN,253.74,CA,2012
Javier FERNANDEZ,250.33,CA,2012
Daisuke TAKAHASHI,237.87,CA,2012
Adam RIPPON,217.97,CA,2012
Denis TEN,212.39,CA,2012
Ross MINER,202.36,CA,2012
Andrei ROGOZINE,193.4,CA,2012
Kevin VAN DER PERREN,179.21,CA,2012
Alexander MAJOROV,177.84,CA,2012
Elladj BALDE,151.57,CA,2012
Patrick CHAN,240.6,FR,2012
Nan SONG,224.1,FR,2012
Michal BREZINA,218.6,FR,2012
Adam RIPPON,217.89,FR,2012
Florent AMODIO,201.34,FR,2012
Alexander MAJOROV,190.6,FR,2012
Nobunari ODA,167.2,FR,2012
Romain PONSART,160.45,FR,2012
Chafik BESSEGHIER,160.39,FR,2012
Yuzuru HANYU,241.66,RU,2012
Javier FERNANDEZ,241.63,RU,2012
Jeremy ABBOTT,229.08,RU,2012
Michal BREZINA,226.35,RU,2012
Artur GACHINSKI,221.43,RU,2012
Andrei ROGOZINE,197.85,RU,2012
Sergei VORONOV,197.19,RU,2012
Konstantin MENSHOV,192.68,RU,2012
Brandon MROZ,185.49,RU,2012
Jeremy ABBOTT,228.49,CN,2012
Nobunari ODA,227.11,CN,2012
Nan SONG,226.75,CN,2012
Yuzuru HANYU,226.53,CN,2012
Artur GACHINSKI,222.54,CN,2012
Richard DORNBUSH,205.27,CN,2012
Kevin REYNOLDS,204.41,CN,2012
Jialiang WU,182.49,CN,2012
Daisuke TAKAHASHI,259.75,JP,2012
Takahiko KOZUKA,235.02,JP,2012
Ross MINER,212.36,JP,2012
Samuel CONTESTI,209.69,JP,2012
Tomas VERNER,196.63,JP,2012
Konstantin MENSHOV,195.88,JP,2012
Tatsuki MACHIDA,195.45,JP,2012
Armin MAHBANOOZADEH,185.58,JP,2012
Brandon MROZ,184.83,JP,2012
Patrick CHAN,260.3,FN,2012
Daisuke TAKAHASHI,249.12,FN,2012
Javier FERNANDEZ,247.55,FN,2012
Yuzuru HANYU,245.82,FN,2012
Jeremy ABBOTT,238.82,FN,2012
Michal BREZINA,218.98,FN,2012
Evgeni PLUSHENKO,261.23,EU,2012
Artur GACHINSKI,246.27,EU,2012
Florent AMODIO,234.18,EU,2012
Michal BREZINA,229.3,EU,2012
Tomas VERNER,225.36,EU,2012
Javier FERNANDEZ,222.26,EU,2012
Samuel CONTESTI,212.32,EU,2012
Brian JOUBERT,207.83,EU,2012
Jorik HENDRICKX,204.63,EU,2012
Sergei VORONOV,195.89,EU,2012
Alexander MAJOROV,193.18,EU,2012
Chafik BESSEGHIER,181.85,EU,2012
Kim LUCINE,179.33,EU,2012
Zoltan KELEMEN,178.02,EU,2012
Peter LIEBERS,176.75,EU,2012
Paolo BACCHINI,170.11,EU,2012
Paul FENTZ,169.4,EU,2012
Viktor PFEIFER,168.92,EU,2012
Maciej CIEPLUCHA,166.86,EU,2012
Justus STRID,156.33,EU,2012
Dmitri IGNATENKO,154.88,EU,2012
Alexei BYCHENKO,141.19,EU,2012
Viktor ROMANENKOV,135.09,EU,2012
Patrick CHAN,273.94,4C,2012
Daisuke TAKAHASHI,244.33,4C,2012
Ross MINER,223.23,4C,2012
Adam RIPPON,221.55,4C,2012
Takahito MURA,217.16,4C,2012
Denis TEN,210.03,4C,2012
Tatsuki MACHIDA,208.04,4C,2012
Kevin REYNOLDS,203.26,4C,2012
Misha GE,196.53,4C,2012
Jinlin GUAN,196.53,4C,2012
Nan SONG,190.51,4C,2012
Christopher CALUZA,172.6,4C,2012
Richard DORNBUSH,164.29,4C,2012
Jeremy TEN,159.22,4C,2012
Min-Seok KIM,157.14,4C,2012
Jialiang WU,156.62,4C,2012
Alex Kang Chan KAM,154.07,4C,2012
Abzal RAKIMGALIEV,153.63,4C,2012
Brendan KERRY,144.26,4C,2012
Mark WEBSTER,138.87,4C,2012
Jordan JU,134.97,4C,2012
Luiz MANELLA,133.07,4C,2012
Kevin ALVES,132.94,4C,2012
Nicholas FERNANDEZ,131.76,4C,2012
Patrick CHAN,266.11,WR,2012
Daisuke TAKAHASHI,259.66,WR,2012
Yuzuru HANYU,251.06,WR,2012
Brian JOUBERT,244.58,WR,2012
Florent AMODIO,243.03,WR,2012
Michal BREZINA,239.55,WR,2012
Denis TEN,229.7,WR,2012
Jeremy ABBOTT,226.19,WR,2012
Javier FERNANDEZ,225.87,WR,2012
Samuel CONTESTI,224.89,WR,2012
Takahiko KOZUKA,218.63,WR,2012
Kevin REYNOLDS,217.2,WR,2012
Adam RIPPON,216.63,WR,2012
Nan SONG,216.33,WR,2012
Kevin VAN DER PERREN,214.04,WR,2012
Tomas VERNER,210.66,WR,2012
Sergei VORONOV,210.04,WR,2012
Artur GACHINSKI,205.06,WR,2012
Misha GE,186.41,WR,2012
Peter LIEBERS,184.13,WR,2012
Christopher CALUZA,184.1,WR,2012
Viktor PFEIFER,182.54,WR,2012
Kim LUCINE,181.37,WR,2012
Javier RAYA,167.48,WR,2012
Takahiko KOZUKA,251.44,US,2013
Yuzuru HANYU,243.74,US,2013
Tatsuki MACHIDA,229.95,US,2013
Konstantin MENSHOV,212.53,US,2013
Jeremy ABBOTT,211.35,US,2013
Michal BREZINA,209.67,US,2013
Armin MAHBANOOZADEH,203.65,US,2013
Tomas VERNER,197.36,US,2013
Douglas RAZZANO,187.73,US,2013
Alexander MAJOROV,182.42,US,2013
Javier FERNANDEZ,253.94,CA,2013
Patrick CHAN,243.43,CA,2013
Nobunari ODA,238.34,CA,2013
Florent AMODIO,218.72,CA,2013
Ross MINER,213.6,CA,2013
Denis TEN,203.7,CA,2013
Elladj BALDE,199.94,CA,2013
Takahito MURA,199.74,CA,2013
Artur GACHINSKI,199.58,CA,2013
Liam FIRUS,169.67,CA,2013
Takahito MURA,230.68,FR,2013
Jeremy ABBOTT,227.63,FR,2013
Florent AMODIO,214.25,FR,2013
Brian JOUBERT,210.16,FR,2013
Nan SONG,205.48,FR,2013
Jinlin GUAN,191.99,FR,2013
Chafik BESSEGHIER,183.32,FR,2013
Tomas VERNER,181.72,FR,2013
Patrick CHAN,262.35,RU,2013
Takahiko KOZUKA,229.99,RU,2013
Michal BREZINA,224.56,RU,2013
Konstantin MENSHOV,223.72,RU,2013
Nobunari ODA,217.92,RU,2013
Richard DORNBUSH,210.89,RU,2013
Artur GACHINSKI,209.84,RU,2013
Zhan BUSH,199.37,RU,2013
Denis TEN,177.77,RU,2013
Tatsuki MACHIDA,236.92,CN,2013
Daisuke TAKAHASHI,231.75,CN,2013
Sergei VORONOV,217.61,CN,2013
Adam RIPPON,205.48,CN,2013
Kevin REYNOLDS,202.07,CN,2013
Yi WANG,188.27,CN,2013
Jinlin GUAN,171.04,CN,2013
Yuzuru HANYU,261.03,JP,2013
Daisuke TAKAHASHI,251.51,JP,2013
Ross MINER,235.37,JP,2013
Javier FERNANDEZ,232.78,JP,2013
Richard DORNBUSH,217.56,JP,2013
Kevin REYNOLDS,216.26,JP,2013
Sergei VORONOV,214.88,JP,2013
Adam RIPPON,210.47,JP,2013
Andrei ROGOZINE,182.39,JP,2013
Daisuke TAKAHASHI,269.4,FN,2013
Yuzuru HANYU,264.29,FN,2013
Patrick CHAN,258.66,FN,2013
Javier FERNANDEZ,258.62,FN,2013
Takahiko KOZUKA,253.27,FN,2013
Tatsuki MACHIDA,198.63,FN,2013
Javier FERNANDEZ,274.87,EU,2013
Florent AMODIO,250.53,EU,2013
Michal BREZINA,243.52,EU,2013
Brian JOUBERT,232.47,EU,2013
Maxim KOVTUN,226.57,EU,2013
Alexander MAJOROV,211.88,EU,2013
Sergei VORONOV,210.18,EU,2013
Viktor PFEIFER,194.77,EU,2013
Chafik BESSEGHIER,189.67,EU,2013
Peter LIEBERS,187.96,EU,2013
Tomas VERNER,177.41,EU,2013
Kim LUCINE,175.61,EU,2013
Pavel IGNATENKO,171.18,EU,2013
Alexei BYCHENKO,171.12,EU,2013
Yakov GODOROZHA,170.29,EU,2013
Javier RAYA,169.58,EU,2013
Viktor ROMANENKOV,167.98,EU,2013
Zoltan KELEMEN,167.33,EU,2013
Maciej CIEPLUCHA,167.29,EU,2013
Stephane WALKER,163.11,EU,2013
Justus STRID,160.08,EU,2013
Manol ATANASSOV,133.21,EU,2013
Kevin REYNOLDS,250.55,4C,2013
Yuzuru HANYU,246.38,4C,2013
Han YAN,235.22,4C,2013
Max AARON,234.65,4C,2013
Richard DORNBUSH,234.04,4C,2013
Nan SONG,228.46,4C,2013
Daisuke TAKAHASHI,222.77,4C,2013
Takahito MURA,218.08,4C,2013
Ross MINER,214.36,4C,2013
Andrei ROGOZINE,201.99,4C,2013
Misha GE,201.71,4C,2013
Denis TEN,197.26,4C,2013
Yi WANG,195.01,4C,2013
Christopher CALUZA,186.79,4C,2013
Abzal RAKIMGALIEV,185.81,4C,2013
Michael Christian MARTINEZ,178.08,4C,2013
June Hyoung LEE,176.39,4C,2013
Elladj BALDE,176.33,4C,2013
Jin Seo KIM,171.01,4C,2013
Min-Seok KIM,137.63,4C,2013
Brendan KERRY,134.26,4C,2013
Jordan JU,121.11,4C,2013
David KRANJEC,115.82,4C,2013
Patrick CHAN,267.78,WR,2013
Denis TEN,266.48,WR,2013
Javier FERNANDEZ,249.06,WR,2013
Yuzuru HANYU,244.99,WR,2013
Kevin REYNOLDS,239.98,WR,2013
Daisuke TAKAHASHI,239.03,WR,2013
Max AARON,238.36,WR,2013
Takahito MURA,234.18,WR,2013
Brian JOUBERT,232.26,WR,2013
Michal BREZINA,229.0,WR,2013
Peter LIEBERS,216.84,WR,2013
Florent AMODIO,216.83,WR,2013
Andrei ROGOZINE,216.6,WR,2013
Ross MINER,211.9,WR,2013
Nan SONG,207.68,WR,2013
Misha GE,207.5,WR,2013
Maxim KOVTUN,207.4,WR,2013
Alexander MAJOROV,204.29,WR,2013
Jorik HENDRICKX,192.19,WR,2013
Viktor PFEIFER,189.44,WR,2013
Tomas VERNER,180.5,WR,2013
Viktor ROMANENKOV,177.09,WR,2013
Yakov GODOROZHA,174.98,WR,2013
Justus STRID,165.23,WR,2013
Tatsuki MACHIDA,265.38,US,2014
Adam RIPPON,241.24,US,2014
Max AARON,238.36,US,2014
Daisuke TAKAHASHI,236.21,US,2014
Jason BROWN,231.03,US,2014
Takahiko KOZUKA,230.95,US,2014
Alexander MAJOROV,208.72,US,2014
Artur GACHINSKI,208.16,US,2014
Patrick CHAN,262.03,CA,2014
Yuzuru HANYU,234.8,CA,2014
Nobunari ODA,233.0,CA,2014
Michal BREZINA,218.32,CA,2014
Joshua FARRIS,216.72,CA,2014
Jeremy ABBOTT,215.95,CA,2014
Elladj BALDE,205.19,CA,2014
Andrei ROGOZINE,197.35,CA,2014
Ross MINER,196.89,CA,2014
Takahito MURA,188.53,CA,2014
Patrick CHAN,295.27,FR,2014
Yuzuru HANYU,263.59,FR,2014
Jason BROWN,243.09,FR,2014
Han YAN,214.23,FR,2014
Michal BREZINA,206.22,FR,2014
Nan SONG,204.73,FR,2014
Florent AMODIO,191.13,FR,2014
Alexander MAJOROV,180.62,FR,2014
Tatsuki MACHIDA,257.0,RU,2014
Maxim KOVTUN,240.34,RU,2014
Javier FERNANDEZ,226.99,RU,2014
Konstantin MENSHOV,223.03,RU,2014
Richard DORNBUSH,215.45,RU,2014
Artur GACHINSKI,211.49,RU,2014
Peter LIEBERS,197.65,RU,2014
Misha GE,190.28,RU,2014
Han YAN,245.62,CN,2014
Maxim KOVTUN,238.65,CN,2014
Takahiko KOZUKA,226.92,CN,2014
Denis TEN,224.8,CN,2014
Richard DORNBUSH,218.57,CN,2014
Florent AMODIO,213.39,CN,2014
Peter LIEBERS,200.8,CN,2014
Nan SONG,196.8,CN,2014
Yi WANG,185.22,CN,2014
Daisuke TAKAHASHI,268.31,JP,2014
Nobunari ODA,253.16,JP,2014
Jeremy ABBOTT,237.41,JP,2014
Adam RIPPON,233.71,JP,2014
Javier FERNANDEZ,230.45,JP,2014
Takahito MURA,227.22,JP,2014
Max AARON,223.35,JP,2014
Konstantin MENSHOV,221.32,JP,2014
Sergei VORONOV,221.18,JP,2014
Yuzuru HANYU,293.25,FN,2014
Patrick CHAN,280.08,FN,2014
Nobunari ODA,255.96,FN,2014
Tatsuki MACHIDA,236.03,FN,2014
Maxim KOVTUN,233.24,FN,2014
Han YAN,232.55,FN,2014
Javier FERNANDEZ,267.11,EU,2014
Sergei VORONOV,252.55,EU,2014
Konstantin MENSHOV,237.24,EU,2014
Michal BREZINA,236.98,EU,2014
Maxim KOVTUN,232.37,EU,2014
Peter LIEBERS,225.76,EU,2014
Tomas VERNER,223.66,EU,2014
Brian JOUBERT,221.95,EU,2014
Jorik HENDRICKX,205.92,EU,2014
Alexei BYCHENKO,203.76,EU,2014
Alexander MAJOROV,202.47,EU,2014
Chafik BESSEGHIER,198.07,EU,2014
Florent AMODIO,190.13,EU,2014
Viktor PFEIFER,189.06,EU,2014
Franz STREUBEL,182.21,EU,2014
Kim LUCINE,179.89,EU,2014
Stephane WALKER,179.52,EU,2014
Javier RAYA,179.37,EU,2014
Maciej CIEPLUCHA,179.06,EU,2014
Pavel IGNATENKO,172.08,EU,2014
Zoltan KELEMEN,171.26,EU,2014
Yakov GODOROZHA,158.88,EU,2014
Paul Bonifacio PARKINSON,157.81,EU,2014
Viktor ROMANENKOV,153.66,EU,2014
Takahito MURA,242.56,4C,2014
Takahiko KOZUKA,236.38,4C,2014
Nan SONG,236.09,4C,2014
Denis TEN,226.37,4C,2014
Richard DORNBUSH,224.44,4C,2014
Joshua FARRIS,221.0,4C,2014
Jinlin GUAN,214.26,4C,2014
Adam RIPPON,213.2,4C,2014
Jeremy TEN,208.51,4C,2014
Nam NGUYEN,204.69,4C,2014
Elladj BALDE,201.45,4C,2014
Christopher CALUZA,191.21,4C,2014
Misha GE,188.41,4C,2014
June Hyoung LEE,184.14,4C,2014
Abzal RAKIMGALIEV,184.13,4C,2014
Yi WANG,179.52,4C,2014
Keiji TANAKA,178.91,4C,2014
Chih-I TSAO,166.73,4C,2014
Dong Won LEE,166.73,4C,2014
Brendan KERRY,163.37,4C,2014
David KRANJEC,156.5,4C,2014
Jordan JU,152.46,4C,2014
Julian Zhi Jie YEE,137.56,4C,2014
Maverick EGUIA,136.99,4C,2014
HANYU Yuzuru,280.09,OL,2014
CHAN Patrick,275.62,OL,2014
TEN Denis,255.1,OL,2014
FERNANDEZ Javier,253.92,OL,2014
MACHIDA Tatsuki,253.42,OL,2014
TAKAHASHI Daisuke,250.67,OL,2014
YAN Han,246.2,OL,2014
LIEBERS Peter,239.87,OL,2014
BROWN Jason,238.37,OL,2014
BREZINA Michal,233.62,OL,2014
VERNER Tomas,232.99,OL,2014
ABBOTT Jeremy,232.7,OL,2014
JOUBERT Brian,231.77,OL,2014
MAJOROV Alexander,224.86,OL,2014
REYNOLDS Kevin,222.23,OL,2014
HENDRICKX Jorik,214.04,OL,2014
GE Misha,203.26,OL,2014
AMODIO Florent,198.64,OL,2014
MARTINEZ Michael Christian,184.25,OL,2014
GODOROZHA Yakov,182.19,OL,2014
BYCHENKO Alexei,177.06,OL,2014
RAKIMGALIEV Abzal,174.4,OL,2014
KELEMEN Zoltan,158.76,OL,2014
ROMANENKOV Viktor,139.99,OL,2014
Yuzuru HANYU,282.59,WR,2014
Tatsuki MACHIDA,282.26,WR,2014
Javier FERNANDEZ,275.93,WR,2014
Maxim KOVTUN,247.37,WR,2014
Jeremy ABBOTT,246.35,WR,2014
Takahiko KOZUKA,238.02,WR,2014
Han YAN,231.91,WR,2014
Max AARON,225.66,WR,2014
Chafik BESSEGHIER,224.19,WR,2014
Tomas VERNER,223.14,WR,2014
Kevin REYNOLDS,215.51,WR,2014
Nam NGUYEN,214.06,WR,2014
Ivan RIGHINI,213.09,WR,2014
Peter LIEBERS,211.92,WR,2014
Alexei BYCHENKO,211.24,WR,2014
Jin Seo KIM,202.8,WR,2014
Jorik HENDRICKX,196.78,WR,2014
Elladj BALDE,195.39,WR,2014
Christopher CALUZA,193.23,WR,2014
Abzal RAKIMGALIEV,183.55,WR,2014
Zoltan KELEMEN,176.81,WR,2014
Maciej CIEPLUCHA,175.97,WR,2014
Stephane WALKER,163.91,WR,2014
Tatsuki MACHIDA,269.09,US,2015
Jason BROWN,234.17,US,2015
Nam NGUYEN,232.24,US,2015
Denis TEN,224.74,US,2015
Jeremy ABBOTT,219.33,US,2015
Adian PITKEEV,212.07,US,2015
Chafik BESSEGHIER,208.7,US,2015
Douglas RAZZANO,204.48,US,2015
Artur GACHINSKI,200.13,US,2015
Michael Christian MARTINEZ,197.58,US,2015
Alexei BYCHENKO,185.98,US,2015
Takahito MURA,255.81,CA,2015
Javier FERNANDEZ,244.87,CA,2015
Max AARON,231.77,CA,2015
Stephen CARRIERE,231.67,CA,2015
Konstantin MENSHOV,225.03,CA,2015
Florent AMODIO,215.71,CA,2015
Michal BREZINA,208.24,CA,2015
Takahiko KOZUKA,203.17,CA,2015
Andrei ROGOZINE,202.4,CA,2015
Adam RIPPON,201.92,CA,2015
Liam FIRUS,198.91,CA,2015
Maxim KOVTUN,243.35,FR,2015
Tatsuki MACHIDA,237.74,FR,2015
Denis TEN,236.28,FR,2015
Konstantin MENSHOV,233.22,FR,2015
Adam RIPPON,225.42,FR,2015
Adian PITKEEV,219.38,FR,2015
Richard DORNBUSH,219.27,FR,2015
Han YAN,216.85,FR,2015
Chafik BESSEGHIER,211.24,FR,2015
Douglas RAZZANO,194.24,FR,2015
Florent AMODIO,193.0,FR,2015
Javier FERNANDEZ,265.01,RU,2015
Sergei VORONOV,252.0,RU,2015
Michal BREZINA,241.23,RU,2015
Misha GE,238.05,RU,2015
Jason BROWN,235.56,RU,2015
Takahiko KOZUKA,216.8,RU,2015
Max AARON,212.6,RU,2015
Artur GACHINSKI,201.26,RU,2015
Stephen CARRIERE,201.24,RU,2015
Jeremy TEN,198.5,RU,2015
Ivan RIGHINI,195.07,RU,2015
Moris KVITELASHVILI,174.25,RU,2015
Maxim KOVTUN,243.34,CN,2015
Yuzuru HANYU,237.55,CN,2015
Richard DORNBUSH,226.73,CN,2015
Nam NGUYEN,221.85,CN,2015
Misha GE,219.28,CN,2015
Han YAN,206.65,CN,2015
Alexei BYCHENKO,204.15,CN,2015
Keiji TANAKA,189.26,CN,2015
Jin Seo KIM,183.46,CN,2015
Yuhang GUAN,177.66,CN,2015
Yi WANG,160.92,CN,2015
Daisuke MURAKAMI,246.07,JP,2015
Sergei VORONOV,236.65,JP,2015
Takahito MURA,234.44,JP,2015
Yuzuru HANYU,229.8,JP,2015
Jeremy ABBOTT,229.65,JP,2015
Elladj BALDE,212.5,JP,2015
Ross MINER,205.36,JP,2015
Jeremy TEN,203.27,JP,2015
Jin Seo KIM,197.2,JP,2015
Ivan RIGHINI,196.22,JP,2015
Joshua FARRIS,169.88,JP,2015
Yuzuru HANYU,288.16,FN,2015
Javier FERNANDEZ,253.9,FN,2015
Sergei VORONOV,244.53,FN,2015
Maxim KOVTUN,242.27,FN,2015
Takahito MURA,235.37,FN,2015
Tatsuki MACHIDA,216.13,FN,2015
Javier FERNANDEZ,262.49,EU,2015
Maxim KOVTUN,235.68,EU,2015
Sergei VORONOV,233.05,EU,2015
Alexei BYCHENKO,220.22,EU,2015
Michal BREZINA,220.11,EU,2015
Peter LIEBERS,213.57,EU,2015
Adian PITKEEV,210.87,EU,2015
Ivan RIGHINI,210.75,EU,2015
Florent AMODIO,210.11,EU,2015
Daniel SAMOHIN,209.93,EU,2015
Alexander MAJOROV,202.57,EU,2015
Petr COUFAL,187.82,EU,2015
Franz STREUBEL,186.18,EU,2015
Javier RAYA,173.7,EU,2015
Phillip HARRIS,173.67,EU,2015
Yaroslav PANIOT,171.24,EU,2015
Pavel KASKA,166.06,EU,2015
Valtter VIRTANEN,164.8,EU,2015
Justus STRID,162.05,EU,2015
Patrick MYZYK,159.73,EU,2015
Pavel IGNATENKO,156.41,EU,2015
Sondre ODDVOLL BOE,155.27,EU,2015
Larry LOUPOLOVER,139.29,EU,2015
Denis TEN,289.46,4C,2015
Joshua FARRIS,260.01,4C,2015
Han YAN,259.47,4C,2015
Daisuke MURAKAMI,256.47,4C,2015
Shoma UNO,256.45,4C,2015
Jason BROWN,243.21,4C,2015
Takahito MURA,235.75,4C,2015
Misha GE,226.2,4C,2015
Yi WANG,214.76,4C,2015
Adam RIPPON,212.3,4C,2015
Nam NGUYEN,209.33,4C,2015
Jeremy TEN,207.75,4C,2015
Ronald LAM,202.81,4C,2015
Liam FIRUS,199.81,4C,2015
Jin Seo KIM,199.64,4C,2015
Denis MARGALIK,191.25,4C,2015
Brendan KERRY,181.25,4C,2015
June Hyoung LEE,180.06,4C,2015
Chih-I TSAO,178.46,4C,2015
Abzal RAKIMGALIEV,168.1,4C,2015
Yuhang GUAN,162.51,4C,2015
Julian Zhi Jie YEE,157.35,4C,2015
Se Jong BYUN,154.2,4C,2015
Harry Hau Yin LEE,134.1,4C,2015
Javier FERNANDEZ,273.9,WR,2015
Yuzuru HANYU,271.08,WR,2015
Denis TEN,267.72,WR,2015
Jason BROWN,248.29,WR,2015
Nam NGUYEN,242.59,WR,2015
Misha GE,234.89,WR,2015
Maxim KOVTUN,230.7,WR,2015
Adam RIPPON,229.71,WR,2015
Florent AMODIO,229.62,WR,2015
Han YAN,229.15,WR,2015
Joshua FARRIS,223.04,WR,2015
Takahiko KOZUKA,222.69,WR,2015
Sergei VORONOV,218.41,WR,2015
Ronald LAM,214.36,WR,2015
Michal BREZINA,213.83,WR,2015
Takahito MURA,211.74,WR,2015
Alexei BYCHENKO,209.26,WR,2015
Chafik BESSEGHIER,199.86,WR,2015
June Hyoung LEE,197.52,WR,2015
Brendan KERRY,194.57,WR,2015
Michael Christian MARTINEZ,192.38,WR,2015
Jeremy TEN,183.79,WR,2015
Alexander MAJOROV,176.55,WR,2015
Yaroslav PANIOT,174.52,WR,2015
Max AARON,258.95,US,2016
Shoma UNO,257.43,US,2016
Jason BROWN,238.47,US,2016
Han YAN,236.03,US,2016
Konstantin MENSHOV,230.79,US,2016
Adian PITKEEV,230.75,US,2016
Ross MINER,215.11,US,2016
Brendan KERRY,203.48,US,2016
Denis TEN,201.52,US,2016
Takahito MURA,200.83,US,2016
Florent AMODIO,197.45,US,2016
Alexei BYCHENKO,171.83,US,2016
Patrick CHAN,271.14,CA,2016
Yuzuru HANYU,259.54,CA,2016
Daisuke MURAKAMI,252.25,CA,2016
Adam RIPPON,239.69,CA,2016
Nam NGUYEN,238.82,CA,2016
Alexander PETROV,221.02,CA,2016
Timothy DOLENSKY,219.06,CA,2016
Michal BREZINA,218.58,CA,2016
Jin Seo KIM,195.84,CA,2016
Sei KAWAHARA,195.21,CA,2016
Keegan MESSING,182.25,CA,2016
June Hyoung LEE,152.05,CA,2016
Javier FERNANDEZ,271.43,RU,2016
Adian PITKEEV,250.47,RU,2016
Ross MINER,248.92,RU,2016
Adam RIPPON,248.63,RU,2016
Mikhail KOLYADA,247.97,RU,2016
Sergei VORONOV,244.6,RU,2016
Nam NGUYEN,231.67,RU,2016
Ivan RIGHINI,204.16,RU,2016
Takahiko KOZUKA,195.48,RU,2016
Alexei BYCHENKO,186.0,RU,2016
Javier FERNANDEZ,270.55,CN,2016
Boyang JIN,261.23,CN,2016
Han YAN,230.33,CN,2016
Grant HOCHSTEIN,222.74,CN,2016
Sergei VORONOV,222.17,CN,2016
Michael Christian MARTINEZ,220.36,CN,2016
Richard DORNBUSH,217.26,CN,2016
Misha GE,217.17,CN,2016
Nan SONG,212.1,CN,2016
Ivan RIGHINI,200.98,CN,2016
Elladj BALDE,199.41,CN,2016
Moris KVITELASHVILI,192.1,CN,2016
Yuzuru HANYU,322.4,JP,2016
Boyang JIN,266.43,JP,2016
Takahito MURA,242.21,JP,2016
Grant HOCHSTEIN,235.63,JP,2016
Keiji TANAKA,234.9,JP,2016
Konstantin MENSHOV,233.58,JP,2016
Michal BREZINA,222.49,JP,2016
Richard DORNBUSH,217.5,JP,2016
Chafik BESSEGHIER,215.82,JP,2016
Maxim KOVTUN,212.63,JP,2016
Elladj BALDE,211.09,JP,2016
Brendan KERRY,177.98,JP,2016
Yuzuru HANYU,330.43,FN,2016
Javier FERNANDEZ,292.95,FN,2016
Shoma UNO,276.79,FN,2016
Patrick CHAN,263.45,FN,2016
Boyang JIN,263.45,FN,2016
Daisuke MURAKAMI,235.49,FN,2016
Javier FERNANDEZ,302.77,EU,2016
Alexei BYCHENKO,242.56,EU,2016
Maxim KOVTUN,242.21,EU,2016
Florent AMODIO,240.96,EU,2016
Mikhail KOLYADA,236.58,EU,2016
Ivan RIGHINI,236.36,EU,2016
Daniel SAMOHIN,232.08,EU,2016
Alexander PETROV,229.69,EU,2016
Jorik HENDRICKX,221.39,EU,2016
Michal BREZINA,211.81,EU,2016
Alexander MAJOROV,204.27,EU,2016
Deniss VASILJEVS,204.24,EU,2016
Matteo RIZZO,200.81,EU,2016
Franz STREUBEL,196.17,EU,2016
Ivan PAVLOV,189.65,EU,2016
Paul FENTZ,182.59,EU,2016
Felipe MONTOYA,181.95,EU,2016
Phillip HARRIS,180.99,EU,2016
Stephane WALKER,171.79,EU,2016
Jiri BELOHRADSKY,168.57,EU,2016
Nicholas VRDOLJAK,167.07,EU,2016
David KRANJEC,163.98,EU,2016
Mario-Rafael IONIAN,160.57,EU,2016
Sondre ODDVOLL BOE,149.6,EU,2016
Patrick CHAN,290.21,4C,2016
Boyang JIN,289.83,4C,2016
Han YAN,271.55,4C,2016
Shoma UNO,269.81,4C,2016
Takahito MURA,268.43,4C,2016
Keiji TANAKA,222.7,4C,2016
Max AARON,220.94,4C,2016
Grant HOCHSTEIN,216.34,4C,2016
Michael Christian MARTINEZ,211.59,4C,2016
Jin Seo KIM,201.43,4C,2016
Kevin REYNOLDS,198.87,4C,2016
Nan SONG,194.81,4C,2016
Liam FIRUS,194.02,4C,2016
Ross MINER,191.12,4C,2016
Julian Zhi Jie YEE,190.32,4C,2016
June Hyoung LEE,180.92,4C,2016
Denis MARGALIK,177.65,4C,2016
Se Jong BYUN,176.15,4C,2016
Brendan KERRY,172.26,4C,2016
Andrew DODDS,161.47,4C,2016
Chih-I TSAO,159.13,4C,2016
Leslie IP,152.29,4C,2016
Harry Hau Yin LEE,110.95,4C,2016
Javier FERNANDEZ,314.93,WR,2016
Yuzuru HANYU,295.17,WR,2016
Boyang JIN,270.99,WR,2016
Mikhail KOLYADA,267.97,WR,2016
Patrick CHAN,266.75,WR,2016
Adam RIPPON,264.44,WR,2016
Shoma UNO,264.25,WR,2016
Max AARON,254.14,WR,2016
Michal BREZINA,237.99,WR,2016
Grant HOCHSTEIN,237.25,WR,2016
Denis TEN,230.13,WR,2016
Ivan RIGHINI,228.52,WR,2016
Alexei BYCHENKO,226.07,WR,2016
Deniss VASILJEVS,224.54,WR,2016
Misha GE,223.53,WR,2016
Jorik HENDRICKX,221.43,WR,2016
Brendan KERRY,210.56,WR,2016
Maxim KOVTUN,210.14,WR,2016
