name,year,event,score
CRAINE Kailani,2018,OL,168.61
SCHOTT Nicole,2018,OL,168.46
MEITE Mae Berenice,2018,OL,159.92
PELTONEN Emmi,2018,OL,157.14
PAGANINI Alexia,2018,OL,156.26
LI Xiangning,2018,OL,154.43
TOTH Ivett,2018,OL,150.43
WILLIAMS Isadora,2018,OL,144.18
OSMOND Kaetlyn,2018,WR,223.23
HIGUCHI Wakaba,2018,WR,210.9
MIYAHARA Satoko,2018,WR,210.08
KOSTNER Carolina,2018,WR,208.88
ZAGITOVA Alina,2018,WR,207.72
TENNELL Bradie,2018,WR,199.89
DALEMAN Gabrielle,2018,WR,196.72
SOTSKOVA Maria,2018,WR,196.61
HENDRICKX Loena,2018,WR,192.31
NAGASU Mirai,2018,WR,187.52
TURSYNBAEVA Elizabet,2018,WR,186.85
BELL Mariah,2018,WR,174.4
SCHOTT Nicole,2018,WR,174.13
LECAVELIER Laurine,2018,WR,173.23
KIM Hanul,2018,WR,170.68
LINDFORS Viveca,2018,WR,166.23
CRAINE Kailani,2018,WR,154.41
BREZINOVA Eliska,2018,WR,153.14
KONSTANTINOVA Stanislava,2018,WR,153.03
PAGANINI Alexia,2018,WR,149.66
LECCARDI Elisabetta,2018,WR,149.17
GRM Dasa,2018,WR,144.51
TOTH Ivett,2018,WR,136.87
CHOI Dabin,2018,WR,5530.0
MIYAHARA Satoko,2019,US,219.71
SAKAMOTO Kaori,2019,US,213.9
SAMODUROVA Sofia,2019,US,198.7
TENNELL Bradie,2019,US,192.89
LECAVELIER Laurine,2019,US,172.41
WESSENBERG Megan,2019,US,170.33
TSURSKAYA Polina,2019,US,159.45
HONDA Marin,2019,US,158.04
CHARTRAND Alaine,2019,US,155.49
ANDREWS Starr,2019,US,150.56
TUKTAMISHEVA Elizaveta,2019,CA,203.32
YAMASHITA Mako,2019,CA,203.06
MEDVEDEVA Evgenia,2019,CA,197.91
BELL Mariah,2019,CA,190.25
TURSYNBAEVA Elizabet,2019,CA,185.71
HIGUCHI Wakaba,2019,CA,181.29
ANDREWS Starr,2019,CA,174.72
CHARTRAND Alaine,2019,CA,172.17
PANENKOVA Daria,2019,CA,168.54
PINEAULT Alicia,2019,CA,158.29
MATSUDA Yura,2019,CA,157.59
KIHIRA Rika,2019,FR,205.92
MIHARA Mai,2019,FR,202.81
TENNELL Bradie,2019,FR,197.78
MEDVEDEVA Evgenia,2019,FR,192.81
KONSTANTINOVA Stanislava,2019,FR,189.67
HONDA Marin,2019,FR,188.61
SOTSKOVA Maria,2019,FR,177.59
MEITE Mae Berenice,2019,FR,168.02
LECAVELIER Laurine,2019,FR,157.24
PAGANINI Alexia,2019,FR,156.51
SERNA Lea,2019,FR,149.49
ALGOTSSON Matilda,2019,FR,146.35
ZAGITOVA Alina,2019,RU,222.95
SAMODUROVA Sofia,2019,RU,198.01
LIM Eunsoo,2019,RU,185.67
PAGANINI Alexia,2019,RU,182.5
SHIRAIWA Yuna,2019,RU,180.93
TURSYNBAEVA Elizabet,2019,RU,180.45
YAMASHITA Mako,2019,RU,161.22
TSURSKAYA Polina,2019,RU,149.45
MATSUDA Yura,2019,RU,137.99
KIHIRA Rika,2019,JP,224.31
MIYAHARA Satoko,2019,JP,219.47
TUKTAMISHEVA Elizaveta,2019,JP,219.02
MIHARA Mai,2019,JP,204.2
BELL Mariah,2019,JP,198.96
LIM Eunsoo,2019,JP,196.31
LEONOVA Alena,2019,JP,194.15
HICKS Courtney,2019,JP,178.07
SOTSKOVA Maria,2019,JP,176.99
MEITE Mae Berenice,2019,JP,162.58
WANG Angela,2019,JP,159.36
CRAINE Kailani,2019,JP,154.22
ZAGITOVA Alina,2019,FI,215.29
KONSTANTINOVA Stanislava,2019,FI,197.57
SAKAMOTO Kaori,2019,FI,197.42
SHIRAIWA Yuna,2019,FI,191.46
HENDRICKX Loena,2019,FI,191.22
PANENKOVA Daria,2019,FI,161.48
KIM Hanul,2019,FI,160.15
LINDFORS Viveca,2019,FI,159.62
PELTONEN Emmi,2019,FI,158.72
HONGO Rika,2019,FI,156.59
WANG Angela,2019,FI,149.57
KIHIRA Rika,2019,FN,233.12
ZAGITOVA Alina,2019,FN,226.53
TUKTAMISHEVA Elizaveta,2019,FN,215.32
SAKAMOTO Kaori,2019,FN,211.68
SAMODUROVA Sofia,2019,FN,204.33
MIYAHARA Satoko,2019,FN,201.31
SAMODUROVA Sofia,2019,EU,213.84
ZAGITOVA Alina,2019,EU,198.34
LINDFORS Viveca,2019,EU,194.4
KONSTANTINOVA Stanislava,2019,EU,189.72
LECAVELIER Laurine,2019,EU,180.05
PAGANINI Alexia,2019,EU,179.9
MEITE Mae Berenice,2019,EU,177.1
PELTONEN Emmi,2019,EU,170.03
RAJICOVA Nicole,2019,EU,169.03
BREZINOVA Eliska,2019,EU,166.77
FEIGIN Alexandra,2019,EU,164.2
RYABOVA Ekaterina,2019,EU,163.17
TOTH Ivett,2019,EU,160.83
SAUTER Julia,2019,EU,153.15
YAMADA Yasmine Kimiko,2019,EU,151.12
SCHOTT Nicole,2019,EU,149.26
GRM Dasa,2019,EU,147.29
ÖSTLUND Anita,2019,EU,144.66
GENNARO Lucrezia,2019,EU,143.1
MCKAY Natasha,2019,EU,140.08
WEINZIERL Nathalie,2019,EU,134.58
GALUSTYAN Anastasia,2019,EU,132.63
SORENSEN Pernille,2019,EU,131.78
DUBININA Antonina,2019,EU,120.25
KIHIRA Rika,2019,4C,221.99
TURSYNBAEVA Elizabet,2019,4C,207.46
MIHARA Mai,2019,4C,207.12
SAKAMOTO Kaori,2019,4C,206.79
TENNELL Bradie,2019,4C,202.07
BELL Mariah,2019,4C,193.94
LIM Eunsoo,2019,4C,191.85
KIM Yelim,2019,4C,187.93
MALLET Veronik,2019,4C,170.46
AUSTMAN Larkyn,2019,4C,165.21
CUI Ting,2019,4C,164.84
LEUNG Yi Christy,2019,4C,164.79
KIM Hanul,2019,4C,162.48
CHEN Hongyi,2019,4C,150.5
CRAINE Kailani,2019,4C,149.52
CHARTRAND Alaine,2019,4C,147.54
WILLIAMS Isadora,2019,4C,138.26
PERTICHETO Alisson Krystle,2019,4C,136.97
LIN Amy,2019,4C,134.56
MONTESINOS CANTU Andrea,2019,4C,124.51
SO Joanna,2019,4C,117.82
