name,year,event,score
GUO Xiaowen,2014,CN,139.5
LI Zijun,2014,CN,138.98
ASADA Mao,2014,JP,207.59
RADIONOVA Elena,2014,JP,191.81
SUZUKI Akiko,2014,JP,179.32
GOLD Gracie,2014,JP,177.81
MIYAHARA Satoko,2014,JP,170.21
MARCHEI Valentina,2014,JP,168.95
LEONOVA Alena,2014,JP,161.94
NAGASU Mirai,2014,JP,141.71
GEDEVANISHVILI Elene,2014,JP,129.24
ASADA Mao,2014,FN,204.02
LIPNITSKAIA Julia,2014,FN,192.07
WAGNER Ashley,2014,FN,187.61
RADIONOVA Elena,2014,FN,183.02
SOTNIKOVA Adelina,2014,FN,173.3
POGORILAYA Anna,2014,FN,171.88
LIPNITSKAIA Julia,2014,EU,209.72
SOTNIKOVA Adelina,2014,EU,202.36
KOSTNER Carolina,2014,EU,191.39
LEONOVA Alena,2014,EU,178.15
MEITE Mae Berenice,2014,EU,173.37
MARCHEI Valentina,2014,EU,165.25
GLEBOVA Elena,2014,EU,155.71
WEINZIERL Nathalie,2014,EU,151.88
HELGESSON Joshi,2014,EU,146.45
GEDEVANISHVILI Elene,2014,EU,141.82
RODEGHIERO Roberta,2014,EU,141.25
TURKKILA Juulia,2014,EU,140.31
LECAVELIER Laurine,2014,EU,139.42
HELGESSON Viktoria,2014,EU,138.73
BREZINOVA Eliska,2014,EU,130.35
OLSSON Isabelle,2014,EU,129.39
RAJICOVA Nicole,2014,EU,128.25
JANULEVICIUTE Inga,2014,EU,126.2
GJERSEM Anne Line,2014,EU,125.58
VAN DAELE Kaat,2014,EU,123.05
KRYGER Agata,2014,EU,119.52
GARCIA Marta,2014,EU,118.11
POPOVA Natalia,2014,EU,112.26
MCCORKELL Jenna,2014,EU,110.19
MURAKAMI Kanako,2014,4C,196.91
MIYAHARA Satoko,2014,4C,186.53
LI Zijun,2014,4C,181.56
IMAI Haruka,2014,4C,175.4
HICKS Courtney,2014,4C,169.99
KIM Haejin,2014,4C,166.84
CHARTRAND Alaine,2014,4C,165.19
CESARIO Samantha,2014,4C,164.87
PARK Soyoun,2014,4C,162.71
NAGASU Mirai,2014,4C,159.78
ZHANG Kexin,2014,4C,157.57
LACOSTE Amelie,2014,4C,156.17
MALLET Veronik,2014,4C,154.03
HAN Brooklee,2014,4C,150.17
ZHAO Ziquan,2014,4C,142.32
KIM Tae Kyung,2014,4C,132.84
PERTICHETO Alisson Krystle,2014,4C,114.95
PAREKH Ami,2014,4C,110.66
HAMUI Reyna,2014,4C,110.26
KIANG Crystal,2014,4C,103.26
MARAIS Lejeanne,2014,4C,98.93
SOTNIKOVA Adelina,2014,OL,224.59
KIM Yuna,2014,OL,219.11
KOSTNER Carolina,2014,OL,216.73
GOLD Gracie,2014,OL,205.53
LIPNITSKAYA Yulia,2014,OL,200.57
ASADA Mao,2014,OL,198.22
WAGNER Ashley,2014,OL,193.2
SUZUKI Akiko,2014,OL,186.32
EDMUNDS Polina,2014,OL,183.25
MEITE Mae Berenice,2014,OL,174.53
MARCHEI Valentina,2014,OL,173.33
MURAKAMI Kanako,2014,OL,170.98
OSMOND Kaetlyn,2014,OL,168.98
LI Zijun,2014,OL,168.3
ZHANG Kexin,2014,OL,154.21
KIM Haejin,2014,OL,149.48
DALEMAN Gabrielle,2014,OL,148.44
WEINZIERL Nathalie,2014,OL,147.36
GEDEVANISHVILI Elene,2014,OL,147.15
HAN Brooklee,2014,OL,143.84
PARK Soyoun,2014,OL,142.97
UKOLOVA Elizaveta,2014,OL,136.42
GJERSEM Anne Line,2014,OL,134.54
RAJICOVA Nicole,2014,OL,125.0
ASADA Mao,2014,WR,216.69
LIPNITSKAIA Julia,2014,WR,207.5
KOSTNER Carolina,2014,WR,203.83
POGORILAYA Anna,2014,WR,197.5
GOLD Gracie,2014,WR,194.58
SUZUKI Akiko,2014,WR,193.72
WAGNER Ashley,2014,WR,193.16
EDMUNDS Polina,2014,WR,187.5
PARK Soyoun,2014,WR,176.61
MURAKAMI Kanako,2014,WR,172.44
OSMOND Kaetlyn,2014,WR,170.64
WEINZIERL Nathalie,2014,WR,167.72
DALEMAN Gabrielle,2014,WR,164.78
HELGESSON Joshi,2014,WR,162.91
MEITE Mae Berenice,2014,WR,158.72
MARCHEI Valentina,2014,WR,157.64
LI Zijun,2014,WR,150.34
BREZINOVA Eliska,2014,WR,145.15
HAN Brooklee,2014,WR,144.28
OVCHAROVA Anna,2014,WR,143.22
POPOVA Natalia,2014,WR,135.05
GJERSEM Anne Line,2014,WR,130.03
KIM Haejin,2014,WR,129.82
RADIONOVA Elena,2015,US,195.47
TUKTAMISHEVA Elizaveta,2015,US,189.62
GOLD Gracie,2015,US,179.38
CESARIO Samantha,2015,US,174.58
PARK Soyoun,2015,US,170.43
NAGASU Mirai,2015,US,158.21
GEDEVANISHVILI Elene,2015,US,158.1
IMAI Haruka,2015,US,157.97
MEITE Mae Berenice,2015,US,152.71
HAN Brooklee,2015,US,150.37
POPOVA Natalia,2015,US,148.15
POGORILAYA Anna,2015,CA,191.81
WAGNER Ashley,2015,CA,186.0
MIYAHARA Satoko,2015,CA,181.75
HICKS Courtney,2015,CA,174.51
HONGO Rika,2015,CA,171.47
LEONOVA Alena,2015,CA,164.15
CHARTRAND Alaine,2015,CA,156.22
HAN Brooklee,2015,CA,146.8
KIM Haejin,2015,CA,143.43
MALLET Veronik,2015,CA,142.25
HELGESSON Viktoria,2015,CA,139.67
SEGUIN Julianne,2015,CA,136.95
RADIONOVA Elena,2015,FR,203.92
LIPNITSKAIA Julia,2015,FR,185.18
WAGNER Ashley,2015,FR,177.74
HICKS Courtney,2015,FR,172.58
MEITE Mae Berenice,2015,FR,169.46
ARTEMIEVA Maria,2015,FR,162.49
CESARIO Samantha,2015,FR,161.7
IMAI Haruka,2015,FR,154.7
BREZINOVA Eliska,2015,FR,144.29
MALLET Veronik,2015,FR,139.64
LECAVELIER Laurine,2015,FR,139.54
OVCHAROVA Anna,2015,FR,133.23
HONGO Rika,2015,RU,178.0
POGORILAYA Anna,2015,RU,173.43
CHARTRAND Alaine,2015,RU,172.0
NAGASU Mirai,2015,RU,165.88
PARK Soyoun,2015,RU,163.24
OBA Miyabi,2015,RU,154.57
STAVITSKAIA Maria,2015,RU,153.49
CAIN Ashley,2015,RU,150.9
WANG Angela,2015,RU,150.75
ARTEMIEVA Maria,2015,RU,144.72
BREZINOVA Eliska,2015,RU,134.04
TUKTAMISHEVA Elizaveta,2015,CN,196.6
LIPNITSKAIA Julia,2015,CN,173.57
MURAKAMI Kanako,2015,CN,169.39
EDMUNDS Polina,2015,CN,161.27
DALEMAN Gabrielle,2015,CN,161.26
LI Zijun,2015,CN,152.62
HELGESSON Viktoria,2015,CN,143.95
KIM Haejin,2015,CN,137.62
GAO Christina,2015,CN,125.04
CAIN Ashley,2015,CN,124.81
GJERSEM Anne Line,2015,CN,122.78
GOLD Gracie,2015,JP,191.16
LEONOVA Alena,2015,JP,186.4
MIYAHARA Satoko,2015,JP,179.02
MURAKAMI Kanako,2015,JP,173.09
KATO Riona,2015,JP,168.38
DALEMAN Gabrielle,2015,JP,164.74
LI Zijun,2015,JP,162.9
EDMUNDS Polina,2015,JP,161.79
GAO Christina,2015,JP,147.51
GEDEVANISHVILI Elene,2015,JP,142.96
OVCHAROVA Anna,2015,JP,132.32
GJERSEM Anne Line,2015,JP,125.17
TUKTAMISHEVA Elizaveta,2015,FN,203.58
RADIONOVA Elena,2015,FN,198.74
WAGNER Ashley,2015,FN,189.5
POGORILAYA Anna,2015,FN,180.29
LIPNITSKAIA Julia,2015,FN,177.79
HONGO Rika,2015,FN,176.13
TUKTAMISHEVA Elizaveta,2015,EU,210.4
RADIONOVA Elena,2015,EU,209.54
POGORILAYA Anna,2015,EU,191.81
HELGESSON Joshi,2015,EU,169.07
HELGESSON Viktoria,2015,EU,166.39
MEITE Mae Berenice,2015,EU,156.47
KUCHVALSKA Angelina,2015,EU,156.37
RODEGHIERO Roberta,2015,EU,154.52
SCHOTT Nicole,2015,EU,153.63
LECAVELIER Laurine,2015,EU,151.43
RAJICOVA Nicole,2015,EU,149.44
WEINZIERL Nathalie,2015,EU,148.78
GALUSTYAN Anastasia,2015,EU,147.18
BRUNNER Eveline,2015,EU,143.97
BREZINOVA Eliska,2015,EU,143.05
POPOVA Natalia,2015,EU,138.27
FRANK Kerstin,2015,EU,133.72
LAFUENTE Sonia,2015,EU,131.6
GOLOVKINA Aleksandra,2015,EU,131.47
MAXWELL Fleur,2015,EU,128.47
GJERSEM Camilla,2015,EU,128.1
LIINAMÄE Gerli,2015,EU,124.31
GEDEVANISHVILI Elene,2015,EU,122.88
EDMUNDS Polina,2015,4C,184.02
MIYAHARA Satoko,2015,4C,181.59
HONGO Rika,2015,4C,177.44
GOLD Gracie,2015,4C,176.58
LI Zijun,2015,4C,175.92
NAGAI Yuka,2015,4C,168.09
DALEMAN Gabrielle,2015,4C,167.09
CESARIO Samantha,2015,4C,166.76
PARK Soyoun,2015,4C,163.75
CHARTRAND Alaine,2015,4C,161.22
KIM Haejin,2015,4C,147.3
CRAINE Kailani,2015,4C,142.16
CHEA Song Joo,2015,4C,139.09
MALLET Veronik,2015,4C,130.15
BULANHAGUI Melissa,2015,4C,126.32
PERTICHETO Alisson Krystle,2015,4C,115.87
HAN Brooklee,2015,4C,114.02
WILLIAMS Isadora,2015,4C,113.96
HAMUI Reyna,2015,4C,105.94
TUKTAMISHEVA Elizaveta,2015,WR,210.36
MIYAHARA Satoko,2015,WR,193.6
RADIONOVA Elena,2015,WR,191.47
GOLD Gracie,2015,WR,188.96
WAGNER Ashley,2015,WR,185.01
HONGO Rika,2015,WR,184.58
MURAKAMI Kanako,2015,WR,179.66
EDMUNDS Polina,2015,WR,177.83
LI Zijun,2015,WR,165.22
MEITE Mae Berenice,2015,WR,162.75
CHARTRAND Alaine,2015,WR,161.18
PARK Soyoun,2015,WR,160.75
POGORILAYA Anna,2015,WR,160.31
HELGESSON Joshi,2015,WR,155.35
RAJICOVA Nicole,2015,WR,152.61
KUCHVALSKA Angelina,2015,WR,141.54
GJERSEM Anne Line,2015,WR,139.75
GRM Dasa,2015,WR,137.45
KIM Haejin,2015,WR,136.24
RODEGHIERO Roberta,2015,WR,134.74
DALEMAN Gabrielle,2015,WR,133.57
GEDEVANISHVILI Elene,2015,WR,132.25
SCHOTT Nicole,2015,WR,127.56
RUSSO Giada,2015,WR,120.11
MEDVEDEVA Evgenia,2016,US,206.01
GOLD Gracie,2016,US,202.8
MIYAHARA Satoko,2016,US,188.07
TURSYNBAEVA Elizabet,2016,US,178.56
CHEN Karen,2016,US,172.54
LIPNITSKAIA Julia,2016,US,170.63
RAJICOVA Nicole,2016,US,167.32
BELL Mariah,2016,US,160.94
PARK Soyoun,2016,US,159.66
IMAI Haruka,2016,US,158.65
NAKASHIO Miyu,2016,US,153.29
CHARTRAND Alaine,2016,US,148.2
WAGNER Ashley,2016,CA,202.52
TUKTAMISHEVA Elizaveta,2016,CA,188.99
NAGAI Yuka,2016,CA,172.92
MURAKAMI Kanako,2016,CA,171.59
DALEMAN Gabrielle,2016,CA,170.33
EDMUNDS Polina,2016,CA,168.69
TURSYNBAEVA Elizabet,2016,CA,165.16
LEONOVA Alena,2016,CA,160.37
HELGESSON Joshi,2016,CA,155.7
MALLET Veronik,2016,CA,151.85
OSMOND Kaetlyn,2016,CA,146.06
OLSSON Isabelle,2016,CA,141.58
RADIONOVA Elena,2016,RU,211.32
MEDVEDEVA Evgenia,2016,RU,206.76
SOTNIKOVA Adelina,2016,RU,185.11
EDMUNDS Polina,2016,RU,183.2
HONGO Rika,2016,RU,179.12
CHARTRAND Alaine,2016,RU,173.42
RODEGHIERO Roberta,2016,RU,162.72
NAGAI Yuka,2016,RU,159.62
HELGESSON Joshi,2016,RU,157.54
KATO Riona,2016,RU,155.56
MILLER Hannah,2016,RU,145.21
GRM Dasa,2016,RU,137.56
ASADA Mao,2016,CN,197.48
HONGO Rika,2016,CN,195.76
RADIONOVA Elena,2016,CN,184.28
POGORILAYA Anna,2016,CN,184.16
CHEN Karen,2016,CN,175.93
HICKS Courtney,2016,CN,166.0
RAJICOVA Nicole,2016,CN,165.26
PARK Soyoun,2016,CN,164.28
LI Zijun,2016,CN,159.13
MILLER Hannah,2016,CN,151.73
ZHAO Ziquan,2016,CN,139.77
ZHENG Lu,2016,CN,130.32
MIYAHARA Satoko,2016,JP,203.11
HICKS Courtney,2016,JP,183.12
ASADA Mao,2016,JP,182.99
WAGNER Ashley,2016,JP,179.33
NAGASU Mirai,2016,JP,175.64
OSMOND Kaetlyn,2016,JP,168.48
LI Zijun,2016,JP,166.4
LEONOVA Alena,2016,JP,165.75
POGORILAYA Anna,2016,JP,164.63
KIHARA Mariko,2016,JP,163.19
ARTEMIEVA Maria,2016,JP,158.33
MEDVEDEVA Evgenia,2016,FN,222.54
MIYAHARA Satoko,2016,FN,208.85
RADIONOVA Elena,2016,FN,201.13
WAGNER Ashley,2016,FN,199.81
GOLD Gracie,2016,FN,194.79
ASADA Mao,2016,FN,194.32
MEDVEDEVA Evgenia,2016,EU,215.45
RADIONOVA Elena,2016,EU,209.99
POGORILAYA Anna,2016,EU,187.05
KUCHVALSKA Angelina,2016,EU,176.99
RODEGHIERO Roberta,2016,EU,170.76
MEITE Mae Berenice,2016,EU,161.23
WEINZIERL Nathalie,2016,EU,160.64
LINDFORS Viveca,2016,EU,155.49
HELGESSON Joshi,2016,EU,153.29
LECAVELIER Laurine,2016,EU,152.34
TOTH Ivett,2016,EU,150.65
RAJICOVA Nicole,2016,EU,146.1
ALGOTSSON Matilda,2016,EU,145.32
RUSSO Giada,2016,EU,143.4
GALUSTYAN Anastasia,2016,EU,143.05
GOLOVKINA Aleksandra,2016,EU,139.83
GJERSEM Anne Line,2016,EU,139.48
MAXWELL Fleur,2016,EU,137.76
HÄLVIN Helery,2016,EU,135.02
WORIES Niki,2016,EU,131.87
KHNYCHENKOVA Anna,2016,EU,128.8
FRANK Kerstin,2016,EU,128.08
BREZINOVA Eliska,2016,EU,121.26
OLSSON Isabelle,2016,EU,117.5
MIYAHARA Satoko,2016,4C,214.91
NAGASU Mirai,2016,4C,193.86
HONGO Rika,2016,4C,181.78
PARK Soyoun,2016,4C,178.92
GOLD Gracie,2016,4C,178.39
OSMOND Kaetlyn,2016,4C,175.63
MURAKAMI Kanako,2016,4C,175.12
CHOI Dabin,2016,4C,173.71
KIM Nahyun,2016,4C,170.7
LI Zijun,2016,4C,167.88
CHARTRAND Alaine,2016,4C,165.73
CHEN Karen,2016,4C,161.52
CRAINE Kailani,2016,4C,157.82
MALLET Veronik,2016,4C,155.98
LIN Amy,2016,4C,155.61
ZHAO Ziquan,2016,4C,147.79
HAN Brooklee,2016,4C,135.75
DU TOIT Michaela,2016,4C,121.12
ZHENG Lu,2016,4C,118.73
MA Maisy Hiu Ching,2016,4C,115.1
PASFIELD Katie,2016,4C,95.78
LAMSAM Thita,2016,4C,89.56
MEDVEDEVA Evgenia,2016,WR,223.86
WAGNER Ashley,2016,WR,215.39
POGORILAYA Anna,2016,WR,213.69
GOLD Gracie,2016,WR,211.29
MIYAHARA Satoko,2016,WR,210.61
RADIONOVA Elena,2016,WR,209.81
ASADA Mao,2016,WR,200.3
HONGO Rika,2016,WR,199.15
DALEMAN Gabrielle,2016,WR,195.68
NAGASU Mirai,2016,WR,186.65
LI Zijun,2016,WR,184.52
TURSYNBAEVA Elizabet,2016,WR,183.62
RAJICOVA Nicole,2016,WR,173.05
CHOI Dabin,2016,WR,159.92
KUCHVALSKA Angelina,2016,WR,158.99
RODEGHIERO Roberta,2016,WR,158.41
CHARTRAND Alaine,2016,WR,157.82
PARK Soyoun,2016,WR,154.24
KHNYCHENKOVA Anna,2016,WR,154.02
LINDFORS Viveca,2016,WR,152.93
LIN Amy,2016,WR,146.55
WORIES Niki,2016,WR,140.87
ZHAO Ziquan,2016,WR,139.67
GALUSTYAN Anastasia,2016,WR,136.07
WAGNER Ashley,2017,US,196.44
BELL Mariah,2017,US,191.59
MIHARA Mai,2017,US,189.28
DALEMAN Gabrielle,2017,US,186.63
GOLD Gracie,2017,US,184.22
ASADA Mao,2017,US,176.78
SAKHANOVICH Serafima,2017,US,163.84
PARK Soyoun,2017,US,161.36
RODEGHIERO Roberta,2017,US,149.13
MURAKAMI Kanako,2017,US,145.03
KUCHVALSKA Angelina,2017,US,134.97
MEDVEDEVA Evgenia,2017,CA,220.65
OSMOND Kaetlyn,2017,CA,206.45
MIYAHARA Satoko,2017,CA,192.08
TUKTAMISHEVA Elizaveta,2017,CA,187.99
CHARTRAND Alaine,2017,CA,185.56
HONGO Rika,2017,CA,171.19
CHOI Dabin,2017,CA,165.78
KIM Nahyun,2017,CA,164.48
NAGASU Mirai,2017,CA,151.42
HELGESSON Joshi,2017,CA,149.77
NAGAI Yuka,2017,CA,147.56
MEDVEDEVA Evgenia,2017,FR,221.54
SOTSKOVA Maria,2017,FR,200.35
HIGUCHI Wakaba,2017,FR,194.48
DALEMAN Gabrielle,2017,FR,192.1
PARK Soyoun,2017,FR,185.19
LECAVELIER Laurine,2017,FR,184.65
MEITE Mae Berenice,2017,FR,172.65
GOLD Gracie,2017,FR,165.89
ASADA Mao,2017,FR,161.39
NAGAI Yuka,2017,FR,159.49
GALUSTYAN Anastasia,2017,FR,155.49
LEONOVA Alena,2017,FR,141.36
POGORILAYA Anna,2017,RU,215.21
RADIONOVA Elena,2017,RU,195.6
HICKS Courtney,2017,RU,182.98
LI Zijun,2017,RU,181.83
TURSYNBAEVA Elizabet,2017,RU,181.32
MATSUDA Yura,2017,RU,177.65
RAJICOVA Nicole,2017,RU,167.56
RODEGHIERO Roberta,2017,RU,159.8
GALUSTYAN Anastasia,2017,RU,159.26
KUCHVALSKA Angelina,2017,RU,151.09
MURAKAMI Kanako,2017,RU,151.03
LIPNITSKAIA Julia,2017,RU,148.13
RADIONOVA Elena,2017,CN,205.9
OSMOND Kaetlyn,2017,CN,196.0
TUKTAMISHEVA Elizaveta,2017,CN,192.57
MIHARA Mai,2017,CN,190.92
HONGO Rika,2017,CN,181.75
WAGNER Ashley,2017,CN,181.38
CHEN Karen,2017,CN,179.39
LI Zijun,2017,CN,172.4
HICKS Courtney,2017,CN,163.64
LI Xiangning,2017,CN,157.27
ZHAO Ziquan,2017,CN,149.12
HELGESSON Joshi,2017,CN,144.64
POGORILAYA Anna,2017,JP,210.86
MIYAHARA Satoko,2017,JP,198.0
SOTSKOVA Maria,2017,JP,195.88
HIGUCHI Wakaba,2017,JP,185.39
NAGASU Mirai,2017,JP,180.33
CHEN Karen,2017,JP,178.45
MATSUDA Yura,2017,JP,178.26
TURSYNBAEVA Elizabet,2017,JP,175.11
CHOI Dabin,2017,JP,165.63
CHARTRAND Alaine,2017,JP,160.22
RAJICOVA Nicole,2017,JP,159.7
MEDVEDEVA Evgenia,2017,FN,227.66
MIYAHARA Satoko,2017,FN,218.33
POGORILAYA Anna,2017,FN,216.47
OSMOND Kaetlyn,2017,FN,212.45
SOTSKOVA Maria,2017,FN,198.79
RADIONOVA Elena,2017,FN,188.81
MEDVEDEVA Evgenia,2017,EU,229.71
POGORILAYA Anna,2017,EU,211.39
KOSTNER Carolina,2017,EU,210.52
SOTSKOVA Maria,2017,EU,192.52
LECAVELIER Laurine,2017,EU,188.1
RAJICOVA Nicole,2017,EU,179.7
HENDRICKX Loena,2017,EU,172.71
TOTH Ivett,2017,EU,172.65
RODEGHIERO Roberta,2017,EU,161.0
SCHOTT Nicole,2017,EU,160.63
PELTONEN Emmi,2017,EU,160.57
GALUSTYAN Anastasia,2017,EU,155.14
ALGOTSSON Matilda,2017,EU,154.63
HELGESSON Joshi,2017,EU,152.86
HÄLVIN Helery,2017,EU,146.68
MEITE Mae Berenice,2017,EU,145.07
WEINZIERL Nathalie,2017,EU,143.4
MCKAY Natasha,2017,EU,140.85
KUCHVALSKA Angelina,2017,EU,139.63
HANZLIKOVA Michaela-Lucie,2017,EU,138.23
KHNYCHENKOVA Anna,2017,EU,136.57
FRANK Kerstin,2017,EU,132.08
LINDFORS Viveca,2017,EU,130.1
GJERSEM Anne Line,2017,EU,128.68
MIHARA Mai,2017,4C,200.85
DALEMAN Gabrielle,2017,4C,196.91
NAGASU Mirai,2017,4C,194.95
OSMOND Kaetlyn,2017,4C,184.17
CHOI Dabin,2017,4C,182.41
BELL Mariah,2017,4C,177.1
LI Zijun,2017,4C,177.05
TURSYNBAEVA Elizabet,2017,4C,176.65
HIGUCHI Wakaba,2017,4C,172.05
HONGO Rika,2017,4C,167.42
CHARTRAND Alaine,2017,4C,167.12
CHEN Karen,2017,4C,166.82
LI Xiangning,2017,4C,164.85
HAN Brooklee,2017,4C,152.05
ZHAO Ziquan,2017,4C,147.37
CRAINE Kailani,2017,4C,136.91
LIN Amy,2017,4C,125.02
MA Maisy Hiu Ching,2017,4C,124.65
SON Suh Hyun,2017,4C,122.35
ING Chloe,2017,4C,120.18
YU Shuran,2017,4C,118.4
MEDVEDEVA Evgenia,2017,WR,233.41
OSMOND Kaetlyn,2017,WR,218.13
DALEMAN Gabrielle,2017,WR,213.52
CHEN Karen,2017,WR,199.29
MIHARA Mai,2017,WR,197.88
KOSTNER Carolina,2017,WR,196.83
WAGNER Ashley,2017,WR,193.54
SOTSKOVA Maria,2017,WR,192.2
TURSYNBAEVA Elizabet,2017,WR,191.99
CHOI Dabin,2017,WR,191.11
HIGUCHI Wakaba,2017,WR,188.05
BELL Mariah,2017,WR,187.23
POGORILAYA Anna,2017,WR,183.37
LI Xiangning,2017,WR,175.37
HENDRICKX Loena,2017,WR,172.82
HONGO Rika,2017,WR,169.83
RAJICOVA Nicole,2017,WR,165.55
LECAVELIER Laurine,2017,WR,162.99
SCHOTT Nicole,2017,WR,161.41
TOTH Ivett,2017,WR,160.77
LI Zijun,2017,WR,159.8
KUCHVALSKA Angelina,2017,WR,155.02
GALUSTYAN Anastasia,2017,WR,153.47
CRAINE Kailani,2017,WR,152.94
MIYAHARA Satoko,2018,US,214.03
SAKAMOTO Kaori,2018,US,210.59
TENNELL Bradie,2018,US,204.1
TSURSKAYA Polina,2018,US,195.56
SAKHANOVICH Serafima,2018,US,189.75
DALEMAN Gabrielle,2018,US,189.14
LEONOVA Alena,2018,US,185.93
CHEN Karen,2018,US,182.8
RAJICOVA Nicole,2018,US,167.61
LI Xiangning,2018,US,164.32
OSMOND Kaetlyn,2018,CA,212.91
SOTSKOVA Maria,2018,CA,192.52
WAGNER Ashley,2018,CA,183.94
HICKS Courtney,2018,CA,182.57
HONDA Marin,2018,CA,178.24
HONGO Rika,2018,CA,176.34
CHEN Karen,2018,CA,170.4
LECAVELIER Laurine,2018,CA,166.43
POGORILAYA Anna,2018,CA,156.89
CRAINE Kailani,2018,CA,143.03
CHARTRAND Alaine,2018,CA,134.17
AUSTMAN Larkyn,2018,CA,123.56
ZAGITOVA Alina,2018,FR,213.8
SOTSKOVA Maria,2018,FR,208.78
OSMOND Kaetlyn,2018,FR,206.77
MIHARA Mai,2018,FR,202.12
TURSYNBAEVA Elizabet,2018,FR,200.98
SHIRAIWA Yuna,2018,FR,193.18
SCHOTT Nicole,2018,FR,172.39
MEITE Mae Berenice,2018,FR,171.4
TUKTAMISHEVA Elizaveta,2018,FR,167.65
EDMUNDS Polina,2018,FR,157.77
LECAVELIER Laurine,2018,FR,154.35
MEDVEDEVA Evgenia,2018,RU,231.21
KOSTNER Carolina,2018,RU,215.98
HIGUCHI Wakaba,2018,RU,207.17
RADIONOVA Elena,2018,RU,195.52
SAKAMOTO Kaori,2018,RU,194.0
BELL Mariah,2018,RU,188.56
MIKHAILOVA Valeriia,2018,RU,185.09
TURSYNBAEVA Elizabet,2018,RU,184.95
NAGASU Mirai,2018,RU,178.25
SCHOTT Nicole,2018,RU,168.72
MEITE Mae Berenice,2018,RU,160.96
GALUSTYAN Anastasia,2018,RU,154.9
ZAGITOVA Alina,2018,CN,213.88
HIGUCHI Wakaba,2018,CN,212.52
RADIONOVA Elena,2018,CN,206.82
MIHARA Mai,2018,CN,206.07
HONDA Marin,2018,CN,198.32
DALEMAN Gabrielle,2018,CN,196.83
TUKTAMISHEVA Elizaveta,2018,CN,196.68
LI Xiangning,2018,CN,174.82
CHOI Dabin,2018,CN,165.99
GLENN Amber,2018,CN,151.14
ZHAO Ziquan,2018,CN,144.71
MEDVEDEVA Evgenia,2018,JP,224.39
KOSTNER Carolina,2018,JP,212.24
TSURSKAYA Polina,2018,JP,210.19
NAGASU Mirai,2018,JP,194.46
MIYAHARA Satoko,2018,JP,191.8
LEONOVA Alena,2018,JP,190.95
HONGO Rika,2018,JP,187.83
SHIRAIWA Yuna,2018,JP,171.94
BELL Mariah,2018,JP,166.04
RAJICOVA Nicole,2018,JP,159.78
CHARTRAND Alaine,2018,JP,159.36
PARK Soyoun,2018,JP,135.79
ZAGITOVA Alina,2018,FN,223.3
SOTSKOVA Maria,2018,FN,216.28
OSMOND Kaetlyn,2018,FN,215.16
KOSTNER Carolina,2018,FN,214.65
MIYAHARA Satoko,2018,FN,213.49
HIGUCHI Wakaba,2018,FN,202.11
ZAGITOVA Alina,2018,EU,238.24
MEDVEDEVA Evgenia,2018,EU,232.86
KOSTNER Carolina,2018,EU,204.25
SOTSKOVA Maria,2018,EU,200.81
HENDRICKX Loena,2018,EU,176.91
RAJICOVA Nicole,2018,EU,171.9
PAGANINI Alexia,2018,EU,161.62
MEITE Mae Berenice,2018,EU,159.7
PELTONEN Emmi,2018,EU,159.48
SCHOTT Nicole,2018,EU,157.84
LECAVELIER Laurine,2018,EU,154.11
BREZINOVA Eliska,2018,EU,149.69
TOTH Ivett,2018,EU,148.98
LINDFORS Viveca,2018,EU,147.89
CRISTINI Micol,2018,EU,147.8
DASTICH Lea Johanna,2018,EU,146.82
ÖSTLUND Anita,2018,EU,145.14
GJERSEM Anne Line,2018,EU,142.68
RUSSO Giada,2018,EU,142.38
GRM Dasa,2018,EU,137.31
SORENSEN Pernille,2018,EU,133.94
KROPA Elzbieta,2018,EU,133.87
KHNYCHENKOVA Anna,2018,EU,132.7
HUGEC Silvia,2018,EU,123.45
SAKAMOTO Kaori,2018,4C,214.21
MIHARA Mai,2018,4C,210.57
MIYAHARA Satoko,2018,4C,207.02
CHOI Dabin,2018,4C,190.23
BELL Mariah,2018,4C,185.84
KIM Hanul,2018,4C,173.1
ANDREWS Starr,2018,4C,172.65
CHARTRAND Alaine,2018,4C,172.41
WANG Angela,2018,4C,161.04
LI Xiangning,2018,4C,160.4
PARK Soyoun,2018,4C,159.48
TURSYNBAEVA Elizabet,2018,4C,156.19
PINEAULT Alicia,2018,4C,152.81
HAN Brooklee,2018,4C,150.65
LONG Michele,2018,4C,147.5
CRAINE Kailani,2018,4C,141.04
ZHAO Ziquan,2018,4C,139.01
LIN Amy,2018,4C,137.4
ING Chloe,2018,4C,129.7
MAMBEKOVA Aiza,2018,4C,121.0
SO Joanna,2018,4C,107.69
SANGKAGALO Natalie,2018,4C,93.61
LAMSAM Thita,2018,4C,79.33
ZAGITOVA Alina,2018,OL,239.57
MEDVEDEVA Evgenia,2018,OL,238.26
OSMOND Kaetlyn,2018,OL,231.02
MIYAHARA Satoko,2018,OL,222.38
KOSTNER Carolina,2018,OL,212.44
SAKAMOTO Kaori,2018,OL,209.71
CHOI Dabin,2018,OL,199.26
SOTSKOVA Maria,2018,OL,198.1
TENNELL Bradie,2018,OL,192.35
NAGASU Mirai,2018,OL,186.54
CHEN Karen,2018,OL,185.65
TURSYNBAEVA Elizabet,2018,OL,177.12
KIM Hanul,2018,OL,175.71
RAJICOVA Nicole,2018,OL,175.19
DALEMAN Gabrielle,2018,OL,172.46
HENDRICKX Loena,2018,OL,171.88
