name,score,event,year,last_name,first_name,full_name
Anastasia GIMAZETDINOVA,149.43,WR,2006,GIMAZETDINOVA,Anastasia,"Anastasia, GIMAZETDINOVA"
Julia SEBESTYEN,142.3,WR,2006,SEBESTYEN,Julia,"Julia, SEBESTYEN"
Valentina MARCHEI,141.51,WR,2006,MARCHEI,Valentina,"Valentina, MARCHEI"
Annette DYTRT,137.31,WR,2006,DYTRT,Annette,"Annette, DYTRT"
Miki ANDO,192.59,US,2007,ANDO,Miki,"Miki, ANDO"
Kimmie MEISSNER,177.78,US,2007,MEISSNER,Kimmie,"Kimmie, MEISSNER"
Mao ASADA,171.23,US,2007,ASADA,Mao,"Mao, ASADA"
Sarah MEIER,169.01,US,2007,MEIER,Sarah,"Sarah, MEIER"
Emily HUGHES,147.34,US,2007,HUGHES,Emily,"Emily, HUGHES"
Mai ASADA,138.29,US,2007,ASADA,Mai,"Mai, ASADA"
Kiira KORPI,132.93,US,2007,KORPI,Kiira,"Kiira, KORPI"
Mira LEUNG,128.07,US,2007,LEUNG,Mira,"Mira, LEUNG"
Valentina MARCHEI,116.81,US,2007,MARCHEI,Valentina,"Valentina, MARCHEI"
Michelle CANTU,108.04,US,2007,CANTU,Michele,"Michele, CANTU"
Katy TAYLOR,106.07,US,2007,TAYLOR,Katy,"Katy, TAYLOR"
Joannie ROCHETTE,173.86,CA,2007,ROCHETTE,Joannie,"Joannie, ROCHETTE"
Fumie SUGURI,168.76,CA,2007,SUGURI,Fumie,"Fumie, SUGURI"
Yu-Na KIM,168.48,CA,2007,KIM,Yuna,"Yuna, KIM"
Alissa CZISNY,163.69,CA,2007,CZISNY,Alissa,"Alissa, CZISNY"
Susanna POYKIO,161.58,CA,2007,POYKIO,Susanna,"Susanna, POYKIO"
Mira LEUNG,150.92,CA,2007,LEUNG,Mira,"Mira, LEUNG"
Yoshie ONDA,146.95,CA,2007,ONDA,Yoshie,"Yoshie, ONDA"
Binshu XU,142.7,CA,2007,XU,Binshu,"Binshu, XU"
Lesley HAWKER,136.68,CA,2007,HAWKER,Lesley,"Lesley, HAWKER"
Alisa DREI,121.65,CA,2007,DREI,Alisa,"Alisa, DREI"
Tugba KARADEMIR,112.09,CA,2007,KARADEMIR,Tugba,"Tugba, KARADEMIR"
Katy TAYLOR,110.57,CA,2007,TAYLOR,Katy,"Katy, TAYLOR"
Yu-Na KIM,184.54,FR,2007,KIM,Yuna,"Yuna, KIM"
Miki ANDO,174.44,FR,2007,ANDO,Miki,"Miki, ANDO"
Kimmie MEISSNER,158.03,FR,2007,MEISSNER,Kimmie,"Kimmie, MEISSNER"
Joannie ROCHETTE,151.52,FR,2007,ROCHETTE,Joannie,"Joannie, ROCHETTE"
Susanna POYKIO,148.81,FR,2007,POYKIO,Susanna,"Susanna, POYKIO"
Valentina MARCHEI,129.73,FR,2007,MARCHEI,Valentina,"Valentina, MARCHEI"
Christine ZUKOWSKI,123.59,FR,2007,ZUKOWSKI,Christine,"Christine, ZUKOWSKI"
Anne Sophie CALVEZ,123.26,FR,2007,CALVEZ,Anne Sophie,"Anne Sophie, CALVEZ"
Nadege BOBILLIER,109.88,FR,2007,BOBILLIER,Nadege,"Nadege, BOBILLIER"
Sonia RADEVA,95.74,FR,2007,RADEVA,Sonia,"Sonia, RADEVA"
Candice DIDIER,91.68,FR,2007,DIDIER,Candice,"Candice, DIDIER"
Sarah MEIER,159.17,RU,2007,MEIER,Sarah,"Sarah, MEIER"
Julia SEBESTYEN,146.75,RU,2007,SEBESTYEN,Julia,"Julia, SEBESTYEN"
Yoshie ONDA,143.6,RU,2007,ONDA,Yoshie,"Yoshie, ONDA"
Elena SOKOLOVA,143.11,RU,2007,SOKOLOVA,Elena,"Elena, SOKOLOVA"
Aki SAWADA,142.04,RU,2007,SAWADA,Aki,"Aki, SAWADA"
Kiira KORPI,137.41,RU,2007,KORPI,Kiira,"Kiira, KORPI"
Arina MARTINOVA,134.91,RU,2007,MARTINOVA,Arina,"Arina, MARTINOVA"
Viktoria VOLCHKOVA,130.83,RU,2007,VOLCHKOVA,Viktoria,"Viktoria, VOLCHKOVA"
Alissa CZISNY,121.21,RU,2007,CZISNY,Alissa,"Alissa, CZISNY"
Yan LIU,114.65,RU,2007,LIU,Yan,"Yan, LIU"
Anastasia GIMAZETDINOVA,114.12,RU,2007,GIMAZETDINOVA,Anastasia,"Anastasia, GIMAZETDINOVA"
Viktoria PAVUK,111.74,RU,2007,PAVUK,Viktoria,"Viktoria, PAVUK"
Julia SEBESTYEN,153.8,CN,2007,SEBESTYEN,Julia,"Julia, SEBESTYEN"
Yukari NAKANO,151.27,CN,2007,NAKANO,Yukari,"Yukari, NAKANO"
Emily HUGHES,151.12,CN,2007,HUGHES,Emily,"Emily, HUGHES"
Binshu XU,136.31,CN,2007,XU,Binshu,"Binshu, XU"
Beatrisa LIANG,134.99,CN,2007,LIANG,Beatrisa,"Beatrisa, LIANG"
Mai ASADA,134.27,CN,2007,ASADA,Mai,"Mai, ASADA"
Elena SOKOLOVA,134.17,CN,2007,SOKOLOVA,Elena,"Elena, SOKOLOVA"
Aki SAWADA,133.33,CN,2007,SAWADA,Aki,"Aki, SAWADA"
Yan LIU,125.23,CN,2007,LIU,Yan,"Yan, LIU"
Chae-Hwa KIM,115.19,CN,2007,KIM,Chae-Hwa,"Chae-Hwa, KIM"
Dan FANG,113.38,CN,2007,FANG,Dan,"Dan, FANG"
Roxana LUCA,100.83,CN,2007,LUCA,Roxana,"Roxana, LUCA"
Mao ASADA,199.52,JP,2007,ASADA,Mao,"Mao, ASADA"
Fumie SUGURI,179.31,JP,2007,SUGURI,Fumie,"Fumie, SUGURI"
Yukari NAKANO,160.93,JP,2007,NAKANO,Yukari,"Yukari, NAKANO"
Beatrisa LIANG,129.32,JP,2007,LIANG,Beatrisa,"Beatrisa, LIANG"
Christine ZUKOWSKI,127.94,JP,2007,ZUKOWSKI,Christine,"Christine, ZUKOWSKI"
Dan FANG,127.85,JP,2007,FANG,Dan,"Dan, FANG"
Arina MARTINOVA,127.23,JP,2007,MARTINOVA,Arina,"Arina, MARTINOVA"
Lesley HAWKER,120.85,JP,2007,HAWKER,Lesley,"Lesley, HAWKER"
Chae-Hwa KIM,117.87,JP,2007,KIM,Chae-Hwa,"Chae-Hwa, KIM"
Tugba KARADEMIR,112.59,JP,2007,KARADEMIR,Tugba,"Tugba, KARADEMIR"
Jenna McCORKELL,97.95,JP,2007,MCCORKELL,Jenna,"Jenna, MCCORKELL"
Yu-Na KIM,184.2,FN,2007,KIM,Yuna,"Yuna, KIM"
Mao ASADA,172.52,FN,2007,ASADA,Mao,"Mao, ASADA"
Sarah MEIER,170.28,FN,2007,MEIER,Sarah,"Sarah, MEIER"
Fumie SUGURI,158.78,FN,2007,SUGURI,Fumie,"Fumie, SUGURI"
Miki ANDO,157.32,FN,2007,ANDO,Miki,"Miki, ANDO"
Julia SEBESTYEN,142.69,FN,2007,SEBESTYEN,Julia,"Julia, SEBESTYEN"
Carolina KOSTNER,174.79,EU,2007,KOSTNER,Carolina,"Carolina, KOSTNER"
Sarah MEIER,171.28,EU,2007,MEIER,Sarah,"Sarah, MEIER"
Kiira KORPI,151.19,EU,2007,KORPI,Kiira,"Kiira, KORPI"
Susanna POYKIO,146.02,EU,2007,POYKIO,Susanna,"Susanna, POYKIO"
Valentina MARCHEI,144.28,EU,2007,MARCHEI,Valentina,"Valentina, MARCHEI"
Alisa DREI,141.9,EU,2007,DREI,Alisa,"Alisa, DREI"
Elena SOKOLOVA,139.71,EU,2007,SOKOLOVA,Elena,"Elena, SOKOLOVA"
Elene GEDEVANISHVILI,137.32,EU,2007,GEDEVANISHVILI,Elene,"Elene, GEDEVANISHVILI"
Julia SEBESTYEN,136.05,EU,2007,SEBESTYEN,Julia,"Julia, SEBESTYEN"
Tugba KARADEMIR,131.0,EU,2007,KARADEMIR,Tugba,"Tugba, KARADEMIR"
Alexandra IEVLEVA,126.99,EU,2007,IEVLEVA,Alexandra,"Alexandra, IEVLEVA"
Elena GLEBOVA,126.8,EU,2007,GLEBOVA,Elena,"Elena, GLEBOVA"
Tamar KATZ,126.09,EU,2007,KATZ,Tamar,"Tamar, KATZ"
Lina JOHANSSON,120.64,EU,2007,JOHANSSON,Lina,"Lina, JOHANSSON"
Jenna McCORKELL,120.47,EU,2007,MCCORKELL,Jenna,"Jenna, MCCORKELL"
Idora HEGEL,119.96,EU,2007,HEGEL,Idora,"Idora, HEGEL"
Anne Sophie CALVEZ,116.96,EU,2007,CALVEZ,Anne Sophie,"Anne Sophie, CALVEZ"
Viktoria PAVUK,110.98,EU,2007,PAVUK,Viktoria,"Viktoria, PAVUK"
Kristin WIECZOREK,110.2,EU,2007,WIECZOREK,Kristin,"Kristin, WIECZOREK"
Christiane BERGER,109.17,EU,2007,BERGER,Christiane,"Christiane, BERGER"
Roxana LUCA,108.34,EU,2007,LUCA,Roxana,"Roxana, LUCA"
Anna JURKIEWICZ,107.31,EU,2007,JURKIEWICZ,Anna,"Anna, JURKIEWICZ"
Radka BARTOVA,105.12,EU,2007,BARTOVA,Radka,"Radka, BARTOVA"
Irina MOVCHAN,102.94,EU,2007,MOVCHAN,Irina,"Irina, MOVCHAN"
Kimmie MEISSNER,172.75,4C,2007,MEISSNER,Kimmie,"Kimmie, MEISSNER"
Emily HUGHES,166.6,4C,2007,HUGHES,Emily,"Emily, HUGHES"
Joannie ROCHETTE,165.9,4C,2007,ROCHETTE,Joannie,"Joannie, ROCHETTE"
Aki SAWADA,156.88,4C,2007,SAWADA,Aki,"Aki, SAWADA"
Alissa CZISNY,154.03,4C,2007,CZISNY,Alissa,"Alissa, CZISNY"
Yoshie ONDA,152.61,4C,2007,ONDA,Yoshie,"Yoshie, ONDA"
Lesley HAWKER,138.23,4C,2007,HAWKER,Lesley,"Lesley, HAWKER"
Binshu XU,133.09,4C,2007,XU,Binshu,"Binshu, XU"
Yan LIU,126.69,4C,2007,LIU,Yan,"Yan, LIU"
Dan FANG,125.2,4C,2007,FANG,Dan,"Dan, FANG"
Yea-Ji SHIN,123.44,4C,2007,SHIN,Yea-Ji,"Yea-Ji, SHIN"
Anastasia GIMAZETDINOVA,123.39,4C,2007,GIMAZETDINOVA,Anastasia,"Anastasia, GIMAZETDINOVA"
Na-Young KIM,122.28,4C,2007,KIM,Na-Young,"Na-Young, KIM"
Chae-Hwa KIM,121.11,4C,2007,KIM,Chae-Hwa,"Chae-Hwa, KIM"
Cynthia PHANEUF,120.01,4C,2007,PHANEUF,Cynthia,"Cynthia, PHANEUF"
Joanne CARTER,108.4,4C,2007,CARTER,Joanne,"Joanne, CARTER"
Ana Cecilia CANTU,100.64,4C,2007,CANTU,Ana Cecilia,"Ana Cecilia, CANTU"
Emily NAPHTAL,96.26,4C,2007,NAPHTAL,Emily,"Emily, NAPHTAL"
Jocelyn HO,95.56,4C,2007,HO,Jocelyn,"Jocelyn, HO"
Ami PAREKH,94.56,4C,2007,PAREKH,Ami,"Ami, PAREKH"
Phoebe DI TOMMASO,92.92,4C,2007,DI TOMMASO,Phoebe,"Phoebe, DI TOMMASO"
Michele CANTU,90.63,4C,2007,CANTU,Michele,"Michele, CANTU"
Abigail PIETERSEN,74.3,4C,2007,PIETERSEN,Abigail,"Abigail, PIETERSEN"
Miki ANDO,195.09,WR,2007,ANDO,Miki,"Miki, ANDO"
Mao ASADA,194.45,WR,2007,ASADA,Mao,"Mao, ASADA"
Yu-Na KIM,186.14,WR,2007,KIM,Yuna,"Yuna, KIM"
Kimmie MEISSNER,180.23,WR,2007,MEISSNER,Kimmie,"Kimmie, MEISSNER"
Yukari NAKANO,168.92,WR,2007,NAKANO,Yukari,"Yukari, NAKANO"
Carolina KOSTNER,168.92,WR,2007,KOSTNER,Carolina,"Carolina, KOSTNER"
Sarah MEIER,160.8,WR,2007,MEIER,Sarah,"Sarah, MEIER"
Susanna POYKIO,160.12,WR,2007,POYKIO,Susanna,"Susanna, POYKIO"
Emily HUGHES,159.06,WR,2007,HUGHES,Emily,"Emily, HUGHES"
Joannie ROCHETTE,158.98,WR,2007,ROCHETTE,Joannie,"Joannie, ROCHETTE"
Valentina MARCHEI,153.6,WR,2007,MARCHEI,Valentina,"Valentina, MARCHEI"
Julia SEBESTYEN,153.5,WR,2007,SEBESTYEN,Julia,"Julia, SEBESTYEN"
Elena SOKOLOVA,149.77,WR,2007,SOKOLOVA,Elena,"Elena, SOKOLOVA"
Kiira KORPI,149.47,WR,2007,KORPI,Kiira,"Kiira, KORPI"
Alissa CZISNY,147.74,WR,2007,CZISNY,Alissa,"Alissa, CZISNY"
Arina MARTINOVA,145.28,WR,2007,MARTINOVA,Arina,"Arina, MARTINOVA"
Elene GEDEVANISHVILI,144.4,WR,2007,GEDEVANISHVILI,Elene,"Elene, GEDEVANISHVILI"
Elena GLEBOVA,131.18,WR,2007,GLEBOVA,Elena,"Elena, GLEBOVA"
Anastasia GIMAZETDINOVA,130.44,WR,2007,GIMAZETDINOVA,Anastasia,"Anastasia, GIMAZETDINOVA"
Joanne CARTER,127.17,WR,2007,CARTER,Joanne,"Joanne, CARTER"
Idora HEGEL,125.66,WR,2007,HEGEL,Idora,"Idora, HEGEL"
Yan LIU,123.22,WR,2007,LIU,Yan,"Yan, LIU"
Tamar KATZ,122.51,WR,2007,KATZ,Tamar,"Tamar, KATZ"
Mira LEUNG,120.74,WR,2007,LEUNG,Mira,"Mira, LEUNG"
Kimmie MEISSNER,163.23,US,2008,MEISSNER,Kimmie,"Kimmie, MEISSNER"
Miki ANDO,161.89,US,2008,ANDO,Miki,"Miki, ANDO"
Caroline ZHANG,153.35,US,2008,ZHANG,Caroline,"Caroline, ZHANG"
Emily HUGHES,140.5,US,2008,HUGHES,Emily,"Emily, HUGHES"
Mira LEUNG,139.14,US,2008,LEUNG,Mira,"Mira, LEUNG"
Elene GEDEVANISHVILI,126.06,US,2008,GEDEVANISHVILI,Elene,"Elene, GEDEVANISHVILI"
Alexandra IEVLEVA,124.84,US,2008,IEVLEVA,Alexandra,"Alexandra, IEVLEVA"
Mai ASADA,120.49,US,2008,ASADA,Mai,"Mai, ASADA"
Tugba KARADEMIR,119.26,US,2008,KARADEMIR,Tugba,"Tugba, KARADEMIR"
Valentina MARCHEI,116.44,US,2008,MARCHEI,Valentina,"Valentina, MARCHEI"
Binshu XU,112.46,US,2008,XU,Binshu,"Binshu, XU"
Mao ASADA,177.66,CA,2008,ASADA,Mao,"Mao, ASADA"
Yukari NAKANO,169.43,CA,2008,NAKANO,Yukari,"Yukari, NAKANO"
Joannie ROCHETTE,168.18,CA,2008,ROCHETTE,Joannie,"Joannie, ROCHETTE"
Emily HUGHES,162.42,CA,2008,HUGHES,Emily,"Emily, HUGHES"
Ashley WAGNER,150.06,CA,2008,WAGNER,Ashley,"Ashley, WAGNER"
Nana TAKEDA,148.05,CA,2008,TAKEDA,Nana,"Nana, TAKEDA"
Laura LEPISTO,147.69,CA,2008,LEPISTO,Laura,"Laura, LEPISTO"
Elena GLEBOVA,145.69,CA,2008,GLEBOVA,Elena,"Elena, GLEBOVA"
Lesley HAWKER,136.55,CA,2008,HAWKER,Lesley,"Lesley, HAWKER"
Cynthia PHANEUF,129.17,CA,2008,PHANEUF,Cynthia,"Cynthia, PHANEUF"
Alisa DREI,123.9,CA,2008,DREI,Alisa,"Alisa, DREI"
Idora HEGEL,120.32,CA,2008,HEGEL,Idora,"Idora, HEGEL"
Mao ASADA,179.8,FR,2008,ASADA,Mao,"Mao, ASADA"
Kimmie MEISSNER,158.74,FR,2008,MEISSNER,Kimmie,"Kimmie, MEISSNER"
Ashley WAGNER,158.63,FR,2008,WAGNER,Ashley,"Ashley, WAGNER"
Sarah MEIER,147.15,FR,2008,MEIER,Sarah,"Sarah, MEIER"
Mira LEUNG,144.57,FR,2008,LEUNG,Mira,"Mira, LEUNG"
Elena GLEBOVA,141.71,FR,2008,GLEBOVA,Elena,"Elena, GLEBOVA"
Viktoria PAVUK,137.73,FR,2008,PAVUK,Viktoria,"Viktoria, PAVUK"
Gwendoline DIDIER,120.14,FR,2008,DIDIER,Gwendoline,"Gwendoline, DIDIER"
Valentina MARCHEI,118.99,FR,2008,MARCHEI,Valentina,"Valentina, MARCHEI"
Dan FANG,111.65,FR,2008,FANG,Dan,"Dan, FANG"
Aki SAWADA,99.18,FR,2008,SAWADA,Aki,"Aki, SAWADA"
Anastasia GIMAZETDINOVA,98.9,FR,2008,GIMAZETDINOVA,Anastasia,"Anastasia, GIMAZETDINOVA"
Yu-Na KIM,197.2,RU,2008,KIM,Yuna,"Yuna, KIM"
Yukari NAKANO,172.77,RU,2008,NAKANO,Yukari,"Yukari, NAKANO"
Joannie ROCHETTE,169.91,RU,2008,ROCHETTE,Joannie,"Joannie, ROCHETTE"
Kiira KORPI,154.26,RU,2008,KORPI,Kiira,"Kiira, KORPI"
Fumie SUGURI,148.15,RU,2008,SUGURI,Fumie,"Fumie, SUGURI"
Nina PETUSHKOVA,138.79,RU,2008,PETUSHKOVA,Nina,"Nina, PETUSHKOVA"
Julia SEBESTYEN,134.98,RU,2008,SEBESTYEN,Julia,"Julia, SEBESTYEN"
Beatrisa LIANG,134.6,RU,2008,LIANG,Beatrisa,"Beatrisa, LIANG"
Yan LIU,126.14,RU,2008,LIU,Yan,"Yan, LIU"
Katarina GERBOLDT,121.1,RU,2008,GERBOLDT,Katarina,"Katarina, GERBOLDT"
Kristin WIECZOREK,109.61,RU,2008,WIECZOREK,Kristin,"Kristin, WIECZOREK"
Arina MARTINOVA,101.43,RU,2008,MARTINOVA,Arina,"Arina, MARTINOVA"
Yu-Na KIM,180.68,CN,2008,KIM,Yuna,"Yuna, KIM"
Caroline ZHANG,156.34,CN,2008,ZHANG,Caroline,"Caroline, ZHANG"
Carolina KOSTNER,143.86,CN,2008,KOSTNER,Carolina,"Carolina, KOSTNER"
Fumie SUGURI,137.13,CN,2008,SUGURI,Fumie,"Fumie, SUGURI"
Julia SEBESTYEN,136.6,CN,2008,SEBESTYEN,Julia,"Julia, SEBESTYEN"
Beatrisa LIANG,127.42,CN,2008,LIANG,Beatrisa,"Beatrisa, LIANG"
Dan FANG,124.58,CN,2008,FANG,Dan,"Dan, FANG"
Susanna POYKIO,124.0,CN,2008,POYKIO,Susanna,"Susanna, POYKIO"
Alissa CZISNY,120.43,CN,2008,CZISNY,Alissa,"Alissa, CZISNY"
Binshu XU,119.63,CN,2008,XU,Binshu,"Binshu, XU"
Arina MARTINOVA,117.38,CN,2008,MARTINOVA,Arina,"Arina, MARTINOVA"
Yueren WANG,109.71,CN,2008,WANG,Yueren,"Yueren, WANG"
Carolina KOSTNER,164.69,JP,2008,KOSTNER,Carolina,"Carolina, KOSTNER"
Sarah MEIER,163.17,JP,2008,MEIER,Sarah,"Sarah, MEIER"
Nana TAKEDA,154.83,JP,2008,TAKEDA,Nana,"Nana, TAKEDA"
Miki ANDO,145.81,JP,2008,ANDO,Miki,"Miki, ANDO"
Laura LEPISTO,145.58,JP,2008,LEPISTO,Laura,"Laura, LEPISTO"
Alissa CZISNY,144.32,JP,2008,CZISNY,Alissa,"Alissa, CZISNY"
Lesley HAWKER,139.96,JP,2008,HAWKER,Lesley,"Lesley, HAWKER"
Elene GEDEVANISHVILI,136.54,JP,2008,GEDEVANISHVILI,Elene,"Elene, GEDEVANISHVILI"
Chae-Hwa KIM,122.76,JP,2008,KIM,Chae-Hwa,"Chae-Hwa, KIM"
Yan LIU,119.66,JP,2008,LIU,Yan,"Yan, LIU"
Yu-Na KIM,196.83,FN,2008,KIM,Yuna,"Yuna, KIM"
Mao ASADA,191.59,FN,2008,ASADA,Mao,"Mao, ASADA"
Carolina KOSTNER,178.93,FN,2008,KOSTNER,Carolina,"Carolina, KOSTNER"
Caroline ZHANG,176.48,FN,2008,ZHANG,Caroline,"Caroline, ZHANG"
Yukari NAKANO,172.96,FN,2008,NAKANO,Yukari,"Yukari, NAKANO"
Kimmie MEISSNER,154.22,FN,2008,MEISSNER,Kimmie,"Kimmie, MEISSNER"
Carolina KOSTNER,171.28,EU,2008,KOSTNER,Carolina,"Carolina, KOSTNER"
Sarah MEIER,169.44,EU,2008,MEIER,Sarah,"Sarah, MEIER"
Laura LEPISTO,165.65,EU,2008,LEPISTO,Laura,"Laura, LEPISTO"
Julia SEBESTYEN,162.89,EU,2008,SEBESTYEN,Julia,"Julia, SEBESTYEN"
Kiira KORPI,162.22,EU,2008,KORPI,Kiira,"Kiira, KORPI"
Valentina MARCHEI,153.34,EU,2008,MARCHEI,Valentina,"Valentina, MARCHEI"
Elene GEDEVANISHVILI,147.09,EU,2008,GEDEVANISHVILI,Elene,"Elene, GEDEVANISHVILI"
Jenna McCORKELL,145.57,EU,2008,MCCORKELL,Jenna,"Jenna, MCCORKELL"
Ksenia DORONINA,144.2,EU,2008,DORONINA,Ksenia,"Ksenia, DORONINA"
Jenni VAHAMAA,142.4,EU,2008,VAHAMAA,Jenni,"Jenni, VAHAMAA"
Tugba KARADEMIR,138.73,EU,2008,KARADEMIR,Tugba,"Tugba, KARADEMIR"
Annette DYTRT,132.95,EU,2008,DYTRT,Annette,"Annette, DYTRT"
Stefania BERTON,130.59,EU,2008,BERTON,Stefania,"Stefania, BERTON"
Karen VENHUIZEN,126.3,EU,2008,VENHUIZEN,Karen,"Karen, VENHUIZEN"
Nella SIMAOVA,124.39,EU,2008,SIMAOVA,Nella,"Nella, SIMAOVA"
Tamar KATZ,123.41,EU,2008,KATZ,Tamar,"Tamar, KATZ"
Nina PETUSHKOVA,122.97,EU,2008,PETUSHKOVA,Nina,"Nina, PETUSHKOVA"
Viktoria HELGESSON,121.42,EU,2008,HELGESSON,Viktoria,"Viktoria, HELGESSON"
Anna JURKIEWICZ,120.76,EU,2008,JURKIEWICZ,Anna,"Anna, JURKIEWICZ"
Sonia LAFUENTE,119.66,EU,2008,LAFUENTE,Sonia,"Sonia, LAFUENTE"
Katherine HADFORD,115.99,EU,2008,HADFORD,Katherine,"Katherine, HADFORD"
Roxana LUCA,104.72,EU,2008,LUCA,Roxana,"Roxana, LUCA"
Viviane KAESER,103.83,EU,2008,KAESER,Viviane,"Viviane, KAESER"
Olga IKONNIKOVA,101.2,EU,2008,IKONNIKOVA,Olga,"Olga, IKONNIKOVA"
Maria DIKANOVIC,76.24,EU,2008,DIKANOVIC,Maria,"Maria, DIKANOVIC"
Mao ASADA,193.25,4C,2008,ASADA,Mao,"Mao, ASADA"
Joannie ROCHETTE,179.54,4C,2008,ROCHETTE,Joannie,"Joannie, ROCHETTE"
Miki ANDO,177.66,4C,2008,ANDO,Miki,"Miki, ANDO"
Na-Young KIM,158.49,4C,2008,KIM,Na-Young,"Na-Young, KIM"
Mira LEUNG,157.36,4C,2008,LEUNG,Mira,"Mira, LEUNG"
Katrina HACKER,153.86,4C,2008,HACKER,Katrina,"Katrina, HACKER"
Cynthia PHANEUF,152.67,4C,2008,PHANEUF,Cynthia,"Cynthia, PHANEUF"
Ashley WAGNER,152.46,4C,2008,WAGNER,Ashley,"Ashley, WAGNER"
Anastasia GIMAZETDINOVA,150.07,4C,2008,GIMAZETDINOVA,Anastasia,"Anastasia, GIMAZETDINOVA"
Fumie SUGURI,145.06,4C,2008,SUGURI,Fumie,"Fumie, SUGURI"
Beatrisa LIANG,144.25,4C,2008,LIANG,Beatrisa,"Beatrisa, LIANG"
Yueren WANG,129.88,4C,2008,WANG,Yueren,"Yueren, WANG"
Binshu XU,128.39,4C,2008,XU,Binshu,"Binshu, XU"
Yan LIU,124.09,4C,2008,LIU,Yan,"Yan, LIU"
Melinda Sherilyn WANG,119.58,4C,2008,WANG,Melinda,"Melinda, WANG"
Chae-Hwa KIM,115.85,4C,2008,KIM,Chae-Hwa,"Chae-Hwa, KIM"
Loretta HAMUI,99.89,4C,2008,HAMUI,Loretta,"Loretta, HAMUI"
Ana Cecilia CANTU,94.76,4C,2008,CANTU,Ana Cecilia,"Ana Cecilia, CANTU"
Tina WANG,94.28,4C,2008,WANG,Tina,"Tina, WANG"
Lejeanne MARAIS,90.52,4C,2008,MARAIS,Lejeanne,"Lejeanne, MARAIS"
Tamami ONO,88.96,4C,2008,ONO,Tamami,"Tamami, ONO"
Gracielle Jeanne TAN,80.88,4C,2008,TAN,Gracielle Jeanne,"Gracielle Jeanne, TAN"
Charissa TANSOMBOON,79.28,4C,2008,TANSOMBOON,Charissa,"Charissa, TANSOMBOON"
Corenne BRUHNS,76.89,4C,2008,BRUHNS,Corenne,"Corenne, BRUHNS"
Mao ASADA,185.56,WR,2008,ASADA,Mao,"Mao, ASADA"
Carolina KOSTNER,184.68,WR,2008,KOSTNER,Carolina,"Carolina, KOSTNER"
Yu-Na KIM,183.23,WR,2008,KIM,Yuna,"Yuna, KIM"
Yukari NAKANO,177.4,WR,2008,NAKANO,Yukari,"Yukari, NAKANO"
Joannie ROCHETTE,174.12,WR,2008,ROCHETTE,Joannie,"Joannie, ROCHETTE"
Sarah MEIER,171.88,WR,2008,MEIER,Sarah,"Sarah, MEIER"
Kimmie MEISSNER,149.74,WR,2008,MEISSNER,Kimmie,"Kimmie, MEISSNER"
Laura LEPISTO,147.26,WR,2008,LEPISTO,Laura,"Laura, LEPISTO"
Kiira KORPI,145.73,WR,2008,KORPI,Kiira,"Kiira, KORPI"
Beatrisa LIANG,145.29,WR,2008,LIANG,Beatrisa,"Beatrisa, LIANG"
Julia SEBESTYEN,145.17,WR,2008,SEBESTYEN,Julia,"Julia, SEBESTYEN"
Annette DYTRT,144.31,WR,2008,DYTRT,Annette,"Annette, DYTRT"
Valentina MARCHEI,142.93,WR,2008,MARCHEI,Valentina,"Valentina, MARCHEI"
Mira LEUNG,140.59,WR,2008,LEUNG,Mira,"Mira, LEUNG"
Elena GLEBOVA,140.1,WR,2008,GLEBOVA,Elena,"Elena, GLEBOVA"
Ashley WAGNER,137.4,WR,2008,WAGNER,Ashley,"Ashley, WAGNER"
Ksenia DORONINA,135.25,WR,2008,DORONINA,Ksenia,"Ksenia, DORONINA"
Viktoria HELGESSON,127.96,WR,2008,HELGESSON,Viktoria,"Viktoria, HELGESSON"
Na-Young KIM,127.32,WR,2008,KIM,Na-Young,"Na-Young, KIM"
Elene GEDEVANISHVILI,125.99,WR,2008,GEDEVANISHVILI,Elene,"Elene, GEDEVANISHVILI"
Anastasia GIMAZETDINOVA,124.92,WR,2008,GIMAZETDINOVA,Anastasia,"Anastasia, GIMAZETDINOVA"
Tamar KATZ,116.86,WR,2008,KATZ,Tamar,"Tamar, KATZ"
Melinda Sherilyn WANG,116.12,WR,2008,WANG,Melinda,"Melinda, WANG"
Yu-Na KIM,193.45,US,2009,KIM,Yuna,"Yuna, KIM"
Yukari NAKANO,172.53,US,2009,NAKANO,Yukari,"Yukari, NAKANO"
Miki ANDO,168.42,US,2009,ANDO,Miki,"Miki, ANDO"
Rachael FLATT,155.73,US,2009,FLATT,Rachael,"Rachael, FLATT"
Mirai NAGASU,142.9,US,2009,NAGASU,Mirai,"Mirai, NAGASU"
Susanna POYKIO,142.14,US,2009,POYKIO,Susanna,"Susanna, POYKIO"
Mira LEUNG,136.16,US,2009,LEUNG,Mira,"Mira, LEUNG"
Kimmie MEISSNER,135.92,US,2009,MEISSNER,Kimmie,"Kimmie, MEISSNER"
Yan LIU,128.12,US,2009,LIU,Yan,"Yan, LIU"
Annette DYTRT,116.83,US,2009,DYTRT,Annette,"Annette, DYTRT"
Tugba KARADEMIR,113.91,US,2009,KARADEMIR,Tugba,"Tugba, KARADEMIR"
Joannie ROCHETTE,188.89,CA,2009,ROCHETTE,Joannie,"Joannie, ROCHETTE"
Fumie SUGURI,163.86,CA,2009,SUGURI,Fumie,"Fumie, SUGURI"
