name,score,event,year,last_name,first_name,full_name
Cynthia PHANEUF,156.24,CA,2011,PHANEUF,Cynthia,"Cynthia, PHANEUF"
Haruka IMAI,154.54,CA,2011,IMAI,Haruka,"Haruka, IMAI"
Agnes ZAWADZKI,154.35,CA,2011,ZAWADZKI,Agnes,"Agnes, ZAWADZKI"
Myriane SAMSON,152.05,CA,2011,SAMSON,Myriane,"Myriane, SAMSON"
Valentina MARCHEI,137.78,CA,2011,MARCHEI,Valentina,"Valentina, MARCHEI"
Fumie SUGURI,132.84,CA,2011,SUGURI,Fumie,"Fumie, SUGURI"
Sonia LAFUENTE,131.2,CA,2011,LAFUENTE,Sonia,"Sonia, LAFUENTE"
Alexe GILLES,125.64,CA,2011,GILLES,Alexe,"Alexe, GILLES"
Kiira KORPI,169.74,FR,2011,KORPI,Kiira,"Kiira, KORPI"
Mirai NAGASU,167.79,FR,2011,NAGASU,Mirai,"Mirai, NAGASU"
Alissa CZISNY,159.8,FR,2011,CZISNY,Alissa,"Alissa, CZISNY"
Cynthia PHANEUF,155.11,FR,2011,PHANEUF,Cynthia,"Cynthia, PHANEUF"
Mao ASADA,148.02,FR,2011,ASADA,Mao,"Mao, ASADA"
Haruka IMAI,145.47,FR,2011,IMAI,Haruka,"Haruka, IMAI"
Sonia LAFUENTE,143.6,FR,2011,LAFUENTE,Sonia,"Sonia, LAFUENTE"
Fumie SUGURI,138.18,FR,2011,SUGURI,Fumie,"Fumie, SUGURI"
Mae Berenice MEITE,137.08,FR,2011,MEITE,Mae Berenice,"Mae Berenice, MEITE"
Sarah HECKEN,130.17,FR,2011,HECKEN,Sarah,"Sarah, HECKEN"
Candice DIDIER,120.8,FR,2011,DIDIER,Candice,"Candice, DIDIER"
Lena MARROCCO,113.31,FR,2011,MARROCCO,Lena,"Lena, MARROCCO"
Miki ANDO,174.47,RU,2011,ANDO,Miki,"Miki, ANDO"
Akiko SUZUKI,172.74,RU,2011,SUZUKI,Akiko,"Akiko, SUZUKI"
Ashley WAGNER,167.02,RU,2011,WAGNER,Ashley,"Ashley, WAGNER"
Agnes ZAWADZKI,153.78,RU,2011,ZAWADZKI,Agnes,"Agnes, ZAWADZKI"
Valentina MARCHEI,153.71,RU,2011,MARCHEI,Valentina,"Valentina, MARCHEI"
Sofia BIRYUKOVA,153.05,RU,2011,BIRYUKOVA,Sofia,"Sofia, BIRYUKOVA"
Ksenia MAKAROVA,150.45,RU,2011,MAKAROVA,Ksenia,"Ksenia, MAKAROVA"
Myriane SAMSON,144.32,RU,2011,SAMSON,Myriane,"Myriane, SAMSON"
Alena LEONOVA,144.06,RU,2011,LEONOVA,Alena,"Alena, LEONOVA"
Elena GLEBOVA,131.2,RU,2011,GLEBOVA,Elena,"Elena, GLEBOVA"
Miki ANDO,172.21,CN,2011,ANDO,Miki,"Miki, ANDO"
Akiko SUZUKI,162.86,CN,2011,SUZUKI,Akiko,"Akiko, SUZUKI"
Alena LEONOVA,148.61,CN,2011,LEONOVA,Alena,"Alena, LEONOVA"
Mirai NAGASU,146.23,CN,2011,NAGASU,Mirai,"Mirai, NAGASU"
Bingwa GENG,142.48,CN,2011,GENG,Bingwa,"Bingwa, GENG"
Amanda DOBBS,132.45,CN,2011,DOBBS,Amanda,"Amanda, DOBBS"
Joshi HELGESSON,131.4,CN,2011,HELGESSON,Joshi,"Joshi, HELGESSON"
Kristine MUSADEMBA,119.45,CN,2011,MUSADEMBA,Kristine,"Kristine, MUSADEMBA"
Min-Jeong KWAK,113.98,CN,2011,KWAK,Min-Jung,"Min-Jung, KWAK"
Diane SZMIETT,95.43,CN,2011,SZMIETT,Diane,"Diane, SZMIETT"
Carolina KOSTNER,164.61,JP,2011,KOSTNER,Carolina,"Carolina, KOSTNER"
Rachael FLATT,161.04,JP,2011,FLATT,Rachael,"Rachael, FLATT"
Kanako MURAKAMI,150.16,JP,2011,MURAKAMI,Kanako,"Kanako, MURAKAMI"
Kiira KORPI,148.44,JP,2011,KORPI,Kiira,"Kiira, KORPI"
Ashley WAGNER,143.73,JP,2011,WAGNER,Ashley,"Ashley, WAGNER"
Elene GEDEVANISHVILI,141.52,JP,2011,GEDEVANISHVILI,Elene,"Elene, GEDEVANISHVILI"
Caroline ZHANG,133.86,JP,2011,ZHANG,Caroline,"Caroline, ZHANG"
Mao ASADA,133.4,JP,2011,ASADA,Mao,"Mao, ASADA"
Viktoria HELGESSON,130.11,JP,2011,HELGESSON,Viktoria,"Viktoria, HELGESSON"
Lena MARROCCO,122.03,JP,2011,MARROCCO,Lena,"Lena, MARROCCO"
Jenna MCCORKELL,121.52,JP,2011,MCCORKELL,Jenna,"Jenna, MCCORKELL"
Diane SZMIETT,88.33,JP,2011,SZMIETT,Diane,"Diane, SZMIETT"
Alissa CZISNY,180.75,FN,2011,CZISNY,Alissa,"Alissa, CZISNY"
Carolina KOSTNER,178.6,FN,2011,KOSTNER,Carolina,"Carolina, KOSTNER"
Kanako MURAKAMI,178.59,FN,2011,MURAKAMI,Kanako,"Kanako, MURAKAMI"
Akiko SUZUKI,173.72,FN,2011,SUZUKI,Akiko,"Akiko, SUZUKI"
Miki ANDO,173.15,FN,2011,ANDO,Miki,"Miki, ANDO"
Rachael FLATT,127.57,FN,2011,FLATT,Rachael,"Rachael, FLATT"
Sarah MEIER,170.6,EU,2011,MEIER,Sarah,"Sarah, MEIER"
Carolina KOSTNER,168.54,EU,2011,KOSTNER,Carolina,"Carolina, KOSTNER"
Kiira KORPI,166.4,EU,2011,KORPI,Kiira,"Kiira, KORPI"
Ksenia MAKAROVA,162.04,EU,2011,MAKAROVA,Ksenia,"Ksenia, MAKAROVA"
Alena LEONOVA,154.31,EU,2011,LEONOVA,Alena,"Alena, LEONOVA"
Viktoria HELGESSON,151.66,EU,2011,HELGESSON,Viktoria,"Viktoria, HELGESSON"
Ira VANNUT,150.66,EU,2011,VANNUT,Ira,"Ira, VANNUT"
Elene GEDEVANISHVILI,147.96,EU,2011,GEDEVANISHVILI,Elene,"Elene, GEDEVANISHVILI"
Mae Berenice MEITE,138.74,EU,2011,MEITE,Mae Berenice,"Mae Berenice, MEITE"
Valentina MARCHEI,137.44,EU,2011,MARCHEI,Valentina,"Valentina, MARCHEI"
Sarah HECKEN,137.43,EU,2011,HECKEN,Sarah,"Sarah, HECKEN"
Sonia LAFUENTE,135.82,EU,2011,LAFUENTE,Sonia,"Sonia, LAFUENTE"
Gerli LIINAMÄE,133.73,EU,2011,LIINAMÄE,Gerli,"Gerli, LIINAMÄE"
Jenna MCCORKELL,132.15,EU,2011,MCCORKELL,Jenna,"Jenna, MCCORKELL"
Juulia TURKKILA,131.38,EU,2011,TURKKILA,Juulia,"Juulia, TURKKILA"
Romy BÜHLER,122.33,EU,2011,BÜHLER,Romy,"Romy, BÜHLER"
Karina JOHNSON,121.63,EU,2011,JOHNSON,Karina,"Karina, JOHNSON"
Svetlana ISSAKOVA,118.44,EU,2011,ISSAKOVA,Svetlana,"Svetlana, ISSAKOVA"
Viktoria PAVUK,112.7,EU,2011,PAVUK,Viktoria,"Viktoria, PAVUK"
Dasa GRM,112.54,EU,2011,GRM,Dasa,"Dasa, GRM"
Alice GARLISI,112.36,EU,2011,GARLISI,Alice,"Alice, GARLISI"
Fleur MAXWELL,110.59,EU,2011,MAXWELL,Fleur,"Fleur, MAXWELL"
Hristina VASSILEVA,106.79,EU,2011,VASSILEVA,Hristina,"Hristina, VASSILEVA"
Alexandra KUNOVA,105.86,EU,2011,KUNOVA,Alexandra,"Alexandra, KUNOVA"
Miki ANDO,201.34,4C,2011,ANDO,Miki,"Miki, ANDO"
Mao ASADA,196.3,4C,2011,ASADA,Mao,"Mao, ASADA"
Mirai NAGASU,189.46,4C,2011,NAGASU,Mirai,"Mirai, NAGASU"
Rachael FLATT,180.31,4C,2011,FLATT,Rachael,"Rachael, FLATT"
Alissa CZISNY,168.81,4C,2011,CZISNY,Alissa,"Alissa, CZISNY"
Cynthia PHANEUF,163.14,4C,2011,PHANEUF,Cynthia,"Cynthia, PHANEUF"
Akiko SUZUKI,162.59,4C,2011,SUZUKI,Akiko,"Akiko, SUZUKI"
Min-Jeong KWAK,147.15,4C,2011,KWAK,Min-Jung,"Min-Jung, KWAK"
Amelie LACOSTE,137.48,4C,2011,LACOSTE,Amelie,"Amelie, LACOSTE"
Cheltzie LEE,127.9,4C,2011,LEE,Cheltzie,"Cheltzie, LEE"
Myriane SAMSON,121.2,4C,2011,SAMSON,Myriane,"Myriane, SAMSON"
Yea-Ji YUN,111.86,4C,2011,YUN,Yea-Ji,"Yea-Ji, YUN"
Bingwa GENG,104.58,4C,2011,GENG,Bingwa,"Bingwa, GENG"
Qiuying ZHU,102.38,4C,2011,ZHU,Qiuying,"Qiuying, ZHU"
Lejeanne MARAIS,101.9,4C,2011,MARAIS,Lejeanne,"Lejeanne, MARAIS"
Chae-Hwa KIM,101.79,4C,2011,KIM,Chae-Hwa,"Chae-Hwa, KIM"
Victoria MUNIZ,99.4,4C,2011,MUNIZ,Victoria,"Victoria, MUNIZ"
Melinda WANG,96.15,4C,2011,WANG,Melinda,"Melinda, WANG"
Mimi Tanasorn CHINDASOOK,91.54,4C,2011,CHINDASOOK,Mimi Tanasorn,"Mimi Tanasorn, CHINDASOOK"
Jaimee NOBBS,89.93,4C,2011,NOBBS,Jaimee,"Jaimee, NOBBS"
Crystal KIANG,86.6,4C,2011,KIANG,Crystal,"Crystal, KIANG"
Mericien VENZON,84.17,4C,2011,VENZON,Mericien,"Mericien, VENZON"
Melanie SWANG,82.08,4C,2011,SWANG,Melanie,"Melanie, SWANG"
Chaochih LIU,78.28,4C,2011,LIU,Chaochih,"Chaochih, LIU"
Miki ANDO,195.79,WR,2011,ANDO,Miki,"Miki, ANDO"
Yuna KIM,194.5,WR,2011,KIM,Yuna,"Yuna, KIM"
Carolina KOSTNER,184.68,WR,2011,KOSTNER,Carolina,"Carolina, KOSTNER"
Alena LEONOVA,183.92,WR,2011,LEONOVA,Alena,"Alena, LEONOVA"
Alissa CZISNY,182.25,WR,2011,CZISNY,Alissa,"Alissa, CZISNY"
Mao ASADA,172.79,WR,2011,ASADA,Mao,"Mao, ASADA"
Ksenia MAKAROVA,167.22,WR,2011,MAKAROVA,Ksenia,"Ksenia, MAKAROVA"
Kanako MURAKAMI,167.1,WR,2011,MURAKAMI,Kanako,"Kanako, MURAKAMI"
Kiira KORPI,164.8,WR,2011,KORPI,Kiira,"Kiira, KORPI"
Elene GEDEVANISHVILI,156.24,WR,2011,GEDEVANISHVILI,Elene,"Elene, GEDEVANISHVILI"
Sarah HECKEN,155.83,WR,2011,HECKEN,Sarah,"Sarah, HECKEN"
Rachael FLATT,154.61,WR,2011,FLATT,Rachael,"Rachael, FLATT"
Cynthia PHANEUF,152.78,WR,2011,PHANEUF,Cynthia,"Cynthia, PHANEUF"
Mae Berenice MEITE,150.44,WR,2011,MEITE,Mae Berenice,"Mae Berenice, MEITE"
Joshi HELGESSON,149.08,WR,2011,HELGESSON,Joshi,"Joshi, HELGESSON"
Amelie LACOSTE,144.76,WR,2011,LACOSTE,Amelie,"Amelie, LACOSTE"
Viktoria HELGESSON,142.52,WR,2011,HELGESSON,Viktoria,"Viktoria, HELGESSON"
Bingwa GENG,140.78,WR,2011,GENG,Bingwa,"Bingwa, GENG"
Ira VANNUT,138.28,WR,2011,VANNUT,Ira,"Ira, VANNUT"
Juulia TURKKILA,136.68,WR,2011,TURKKILA,Juulia,"Juulia, TURKKILA"
Cheltzie LEE,133.65,WR,2011,LEE,Cheltzie,"Cheltzie, LEE"
Elena GLEBOVA,124.78,WR,2011,GLEBOVA,Elena,"Elena, GLEBOVA"
Irina MOVCHAN,123.15,WR,2011,MOVCHAN,Irina,"Irina, MOVCHAN"
Jenna MCCORKELL,121.76,WR,2011,MCCORKELL,Jenna,"Jenna, MCCORKELL"
Alissa CZISNY,177.48,US,2012,CZISNY,Alissa,"Alissa, CZISNY"
Carolina KOSTNER,177.35,US,2012,KOSTNER,Carolina,"Carolina, KOSTNER"
Viktoria HELGESSON,145.75,US,2012,HELGESSON,Viktoria,"Viktoria, HELGESSON"
Haruka IMAI,142.94,US,2012,IMAI,Haruka,"Haruka, IMAI"
Ksenia MAKAROVA,142.67,US,2012,MAKAROVA,Ksenia,"Ksenia, MAKAROVA"
Caroline ZHANG,140.7,US,2012,ZHANG,Caroline,"Caroline, ZHANG"
Elene GEDEVANISHVILI,140.12,US,2012,GEDEVANISHVILI,Elene,"Elene, GEDEVANISHVILI"
Joelle FORTE,139.7,US,2012,FORTE,Joelle,"Joelle, FORTE"
Valentina MARCHEI,135.17,US,2012,MARCHEI,Valentina,"Valentina, MARCHEI"
Joshi HELGESSON,133.98,US,2012,HELGESSON,Joshi,"Joshi, HELGESSON"
Elizaveta TUKTAMISHEVA,177.38,CA,2012,TUKTAMISHEVA,Elizaveta,"Elizaveta, TUKTAMISHEVA"
Akiko SUZUKI,172.26,CA,2012,SUZUKI,Akiko,"Akiko, SUZUKI"
Ashley WAGNER,165.48,CA,2012,WAGNER,Ashley,"Ashley, WAGNER"
Alena LEONOVA,152.22,CA,2012,LEONOVA,Alena,"Alena, LEONOVA"
Mirai NAGASU,151.72,CA,2012,NAGASU,Mirai,"Mirai, NAGASU"
Amelie LACOSTE,146.4,CA,2012,LACOSTE,Amelie,"Amelie, LACOSTE"
Cynthia PHANEUF,140.7,CA,2012,PHANEUF,Cynthia,"Cynthia, PHANEUF"
Sarah HECKEN,130.71,CA,2012,HECKEN,Sarah,"Sarah, HECKEN"
Adriana DESANCTIS,129.48,CA,2012,DESANCTIS,Adriana,"Adriana, DESANCTIS"
Rachael FLATT,128.22,CA,2012,FLATT,Rachael,"Rachael, FLATT"
Elizaveta TUKTAMISHEVA,182.89,FR,2012,TUKTAMISHEVA,Elizaveta,"Elizaveta, TUKTAMISHEVA"
Carolina KOSTNER,179.32,FR,2012,KOSTNER,Carolina,"Carolina, KOSTNER"
Alissa CZISNY,179.15,FR,2012,CZISNY,Alissa,"Alissa, CZISNY"
Kanako MURAKAMI,161.31,FR,2012,MURAKAMI,Kanako,"Kanako, MURAKAMI"
Viktoria HELGESSON,154.9,FR,2012,HELGESSON,Viktoria,"Viktoria, HELGESSON"
Mae Berenice MEITE,145.44,FR,2012,MEITE,Mae Berenice,"Mae Berenice, MEITE"
Sonia LAFUENTE,136.32,FR,2012,LAFUENTE,Sonia,"Sonia, LAFUENTE"
Yretha SILETE,135.9,FR,2012,SILETE,Yretha,"Yretha, SILETE"
Lena MARROCCO,126.97,FR,2012,MARROCCO,Lena,"Lena, MARROCCO"
Mao ASADA,183.25,RU,2012,ASADA,Mao,"Mao, ASADA"
Alena LEONOVA,180.45,RU,2012,LEONOVA,Alena,"Alena, LEONOVA"
Adelina SOTNIKOVA,169.75,RU,2012,SOTNIKOVA,Adelina,"Adelina, SOTNIKOVA"
Sofia BIRYUKOVA,166.07,RU,2012,BIRYUKOVA,Sofia,"Sofia, BIRYUKOVA"
Kiira KORPI,160.92,RU,2012,KORPI,Kiira,"Kiira, KORPI"
Haruka IMAI,154.76,RU,2012,IMAI,Haruka,"Haruka, IMAI"
Agnes ZAWADZKI,149.38,RU,2012,ZAWADZKI,Agnes,"Agnes, ZAWADZKI"
Amelie LACOSTE,148.48,RU,2012,LACOSTE,Amelie,"Amelie, LACOSTE"
Rachael FLATT,147.63,RU,2012,FLATT,Rachael,"Rachael, FLATT"
Christina GAO,117.77,RU,2012,GAO,Christina,"Christina, GAO"
Carolina KOSTNER,182.14,CN,2012,KOSTNER,Carolina,"Carolina, KOSTNER"
Mirai NAGASU,173.22,CN,2012,NAGASU,Mirai,"Mirai, NAGASU"
Adelina SOTNIKOVA,159.95,CN,2012,SOTNIKOVA,Adelina,"Adelina, SOTNIKOVA"
Kexin ZHANG,153.32,CN,2012,ZHANG,Kexin,"Kexin, ZHANG"
Christina GAO,152.48,CN,2012,GAO,Christina,"Christina, GAO"
Kanako MURAKAMI,150.2,CN,2012,MURAKAMI,Kanako,"Kanako, MURAKAMI"
Ksenia MAKAROVA,143.47,CN,2012,MAKAROVA,Ksenia,"Ksenia, MAKAROVA"
Bingwa GENG,142.09,CN,2012,GENG,Bingwa,"Bingwa, GENG"
Valentina MARCHEI,133.86,CN,2012,MARCHEI,Valentina,"Valentina, MARCHEI"
Qiuying ZHU,108.57,CN,2012,ZHU,Qiuying,"Qiuying, ZHU"
Akiko SUZUKI,185.98,JP,2012,SUZUKI,Akiko,"Akiko, SUZUKI"
Mao ASADA,184.19,JP,2012,ASADA,Mao,"Mao, ASADA"
Alena LEONOVA,170.68,JP,2012,LEONOVA,Alena,"Alena, LEONOVA"
Ashley WAGNER,165.65,JP,2012,WAGNER,Ashley,"Ashley, WAGNER"
Elene GEDEVANISHVILI,160.44,JP,2012,GEDEVANISHVILI,Elene,"Elene, GEDEVANISHVILI"
Kiira KORPI,157.53,JP,2012,KORPI,Kiira,"Kiira, KORPI"
Mae Berenice MEITE,143.69,JP,2012,MEITE,Mae Berenice,"Mae Berenice, MEITE"
Agnes ZAWADZKI,138.19,JP,2012,ZAWADZKI,Agnes,"Agnes, ZAWADZKI"
Cynthia PHANEUF,131.82,JP,2012,PHANEUF,Cynthia,"Cynthia, PHANEUF"
Shoko ISHIKAWA,122.14,JP,2012,ISHIKAWA,Shoko,"Shoko, ISHIKAWA"
Carolina KOSTNER,187.48,FN,2012,KOSTNER,Carolina,"Carolina, KOSTNER"
Akiko SUZUKI,179.76,FN,2012,SUZUKI,Akiko,"Akiko, SUZUKI"
Alena LEONOVA,176.42,FN,2012,LEONOVA,Alena,"Alena, LEONOVA"
Elizaveta TUKTAMISHEVA,174.51,FN,2012,TUKTAMISHEVA,Elizaveta,"Elizaveta, TUKTAMISHEVA"
Alissa CZISNY,156.97,FN,2012,CZISNY,Alissa,"Alissa, CZISNY"
Carolina KOSTNER,183.55,EU,2012,KOSTNER,Carolina,"Carolina, KOSTNER"
Kiira KORPI,166.94,EU,2012,KORPI,Kiira,"Kiira, KORPI"
Elene GEDEVANISHVILI,165.93,EU,2012,GEDEVANISHVILI,Elene,"Elene, GEDEVANISHVILI"
Polina KOROBEYNIKOVA,164.13,EU,2012,KOROBEYNIKOVA,Polina,"Polina, KOROBEYNIKOVA"
Viktoria HELGESSON,160.82,EU,2012,HELGESSON,Viktoria,"Viktoria, HELGESSON"
Ksenia MAKAROVA,159.59,EU,2012,MAKAROVA,Ksenia,"Ksenia, MAKAROVA"
Alena LEONOVA,158.78,EU,2012,LEONOVA,Alena,"Alena, LEONOVA"
Valentina MARCHEI,146.84,EU,2012,MARCHEI,Valentina,"Valentina, MARCHEI"
Yretha SILETE,145.5,EU,2012,SILETE,Yretha,"Yretha, SILETE"
Joshi HELGESSON,145.11,EU,2012,HELGESSON,Joshi,"Joshi, HELGESSON"
Elena GLEBOVA,141.92,EU,2012,GLEBOVA,Elena,"Elena, GLEBOVA"
Natalia POPOVA,138.6,EU,2012,POPOVA,Natalia,"Natalia, POPOVA"
Mae Berenice MEITE,137.33,EU,2012,MEITE,Mae Berenice,"Mae Berenice, MEITE"
Monika SIMANCIKOVA,136.79,EU,2012,SIMANCIKOVA,Monika,"Monika, SIMANCIKOVA"
Sonia LAFUENTE,133.64,EU,2012,LAFUENTE,Sonia,"Sonia, LAFUENTE"
Alina FJODOROVA,133.48,EU,2012,FJODOROVA,Alina,"Alina, FJODOROVA"
Juulia TURKKILA,130.33,EU,2012,TURKKILA,Juulia,"Juulia, TURKKILA"
Jenna MCCORKELL,125.41,EU,2012,MCCORKELL,Jenna,"Jenna, MCCORKELL"
Isabelle PIEMAN,122.13,EU,2012,PIEMAN,Isabelle,"Isabelle, PIEMAN"
Romy BÜHLER,121.25,EU,2012,BÜHLER,Romy,"Romy, BÜHLER"
Myriam LEUENBERGER,117.73,EU,2012,LEUENBERGER,Myriam,"Myriam, LEUENBERGER"
Nathalie WEINZIERL,115.89,EU,2012,WEINZIERL,Nathalie,"Nathalie, WEINZIERL"
Francesca RIO,108.66,EU,2012,RIO,Francesca,"Francesca, RIO"
Karina JOHNSON,92.12,EU,2012,JOHNSON,Karina,"Karina, JOHNSON"
Ashley WAGNER,192.41,4C,2012,WAGNER,Ashley,"Ashley, WAGNER"
Mao ASADA,188.62,4C,2012,ASADA,Mao,"Mao, ASADA"
Caroline ZHANG,176.18,4C,2012,ZHANG,Caroline,"Caroline, ZHANG"
Kanako MURAKAMI,169.32,4C,2012,MURAKAMI,Kanako,"Kanako, MURAKAMI"
Kexin ZHANG,162.59,4C,2012,ZHANG,Kexin,"Kexin, ZHANG"
Agnes ZAWADZKI,157.23,4C,2012,ZAWADZKI,Agnes,"Agnes, ZAWADZKI"
Amelie LACOSTE,147.65,4C,2012,LACOSTE,Amelie,"Amelie, LACOSTE"
Cynthia PHANEUF,147.47,4C,2012,PHANEUF,Cynthia,"Cynthia, PHANEUF"
Haruka IMAI,134.49,4C,2012,IMAI,Haruka,"Haruka, IMAI"
Min-Jeong KWAK,130.52,4C,2012,KWAK,Min-Jung,"Min-Jung, KWAK"
Bingwa GENG,127.89,4C,2012,GENG,Bingwa,"Bingwa, GENG"
Victoria MUNIZ,117.83,4C,2012,MUNIZ,Victoria,"Victoria, MUNIZ"
Alexandra NAJARRO,117.11,4C,2012,NAJARRO,Alexandra,"Alexandra, NAJARRO"
Melinda WANG,103.69,4C,2012,WANG,Melinda,"Melinda, WANG"
Sandra KHOPON,103.15,4C,2012,KHOPON,Sandra,"Sandra, KHOPON"
Qiuying ZHU,102.77,4C,2012,ZHU,Qiuying,"Qiuying, ZHU"
Chantelle KERRY,102.49,4C,2012,KERRY,Chantelle,"Chantelle, KERRY"
Mimi Tanasorn CHINDASOOK,97.19,4C,2012,CHINDASOOK,Mimi Tanasorn,"Mimi Tanasorn, CHINDASOOK"
Yea-Ji YUN,96.85,4C,2012,YUN,Yea-Ji,"Yea-Ji, YUN"
Melanie SWANG,96.16,4C,2012,SWANG,Melanie,"Melanie, SWANG"
Chae-Yeon SUHR,94.95,4C,2012,SUHR,Chae-Yeon,"Chae-Yeon, SUHR"
Lejeanne MARAIS,94.34,4C,2012,MARAIS,Lejeanne,"Lejeanne, MARAIS"
Crystal KIANG,93.79,4C,2012,KIANG,Crystal,"Crystal, KIANG"
Zhaira COSTINIANO,87.26,4C,2012,COSTINIANO,Zhaira,"Zhaira, COSTINIANO"
Carolina KOSTNER,189.94,WR,2012,KOSTNER,Carolina,"Carolina, KOSTNER"
Alena LEONOVA,184.28,WR,2012,LEONOVA,Alena,"Alena, LEONOVA"
Akiko SUZUKI,180.68,WR,2012,SUZUKI,Akiko,"Akiko, SUZUKI"
Ashley WAGNER,176.77,WR,2012,WAGNER,Ashley,"Ashley, WAGNER"
Kanako MURAKAMI,175.41,WR,2012,MURAKAMI,Kanako,"Kanako, MURAKAMI"
Mao ASADA,164.52,WR,2012,ASADA,Mao,"Mao, ASADA"
Kexin ZHANG,157.57,WR,2012,ZHANG,Kexin,"Kexin, ZHANG"
Valentina MARCHEI,150.1,WR,2012,MARCHEI,Valentina,"Valentina, MARCHEI"
Ksenia MAKAROVA,149.48,WR,2012,MAKAROVA,Ksenia,"Ksenia, MAKAROVA"
Elene GEDEVANISHVILI,149.2,WR,2012,GEDEVANISHVILI,Elene,"Elene, GEDEVANISHVILI"
Viktoria HELGESSON,148.54,WR,2012,HELGESSON,Viktoria,"Viktoria, HELGESSON"
Yretha SILETE,148.18,WR,2012,SILETE,Yretha,"Yretha, SILETE"
Elena GLEBOVA,144.28,WR,2012,GLEBOVA,Elena,"Elena, GLEBOVA"
Jenna MCCORKELL,143.84,WR,2012,MCCORKELL,Jenna,"Jenna, MCCORKELL"
Sonia LAFUENTE,140.24,WR,2012,LAFUENTE,Sonia,"Sonia, LAFUENTE"
Amelie LACOSTE,138.6,WR,2012,LACOSTE,Amelie,"Amelie, LACOSTE"
Natalia POPOVA,136.36,WR,2012,POPOVA,Natalia,"Natalia, POPOVA"
Juulia TURKKILA,135.56,WR,2012,TURKKILA,Juulia,"Juulia, TURKKILA"
Polina KOROBEYNIKOVA,129.98,WR,2012,KOROBEYNIKOVA,Polina,"Polina, KOROBEYNIKOVA"
Sarah HECKEN,129.2,WR,2012,HECKEN,Sarah,"Sarah, HECKEN"
Kerstin FRANK,126.17,WR,2012,FRANK,Kerstin,"Kerstin, FRANK"
Alissa CZISNY,124.11,WR,2012,CZISNY,Alissa,"Alissa, CZISNY"
Romy BÜHLER,116.21,WR,2012,BÜHLER,Romy,"Romy, BÜHLER"
Alisa MIKONSAARI,110.4,WR,2012,MIKONSAARI,Alisa,"Alisa, MIKONSAARI"
Ashley WAGNER,188.37,US,2013,WAGNER,Ashley,"Ashley, WAGNER"
Christina GAO,174.25,US,2013,GAO,Christina,"Christina, GAO"
Adelina SOTNIKOVA,168.96,US,2013,SOTNIKOVA,Adelina,"Adelina, SOTNIKOVA"
Valentina MARCHEI,158.79,US,2013,MARCHEI,Valentina,"Valentina, MARCHEI"
Haruka IMAI,157.72,US,2013,IMAI,Haruka,"Haruka, IMAI"
Mae Berenice MEITE,155.95,US,2013,MEITE,Mae Berenice,"Mae Berenice, MEITE"
Alena LEONOVA,153.49,US,2013,LEONOVA,Alena,"Alena, LEONOVA"
Viktoria HELGESSON,144.85,US,2013,HELGESSON,Viktoria,"Viktoria, HELGESSON"
Rachael FLATT,136.09,US,2013,FLATT,Rachael,"Rachael, FLATT"
Sarah HECKEN,134.09,US,2013,HECKEN,Sarah,"Sarah, HECKEN"
Kaetlyn OSMOND,176.45,CA,2013,OSMOND,Kaetlyn,"Kaetlyn, OSMOND"
Akiko SUZUKI,175.16,CA,2013,SUZUKI,Akiko,"Akiko, SUZUKI"
Kanako MURAKAMI,168.04,CA,2013,MURAKAMI,Kanako,"Kanako, MURAKAMI"
Elizaveta TUKTAMYSHEVA,168.0,CA,2013,TUKTAMISHEVA,Elizaveta,"Elizaveta, TUKTAMISHEVA"
Elene GEDEVANISHVILI,160.52,CA,2013,GEDEVANISHVILI,Elene,"Elene, GEDEVANISHVILI"
Ksenia MAKAROVA,154.11,CA,2013,MAKAROVA,Ksenia,"Ksenia, MAKAROVA"
Gracie GOLD,151.57,CA,2013,GOLD,Gracie,"Gracie, GOLD"
Amelie LACOSTE,151.44,CA,2013,LACOSTE,Amelie,"Amelie, LACOSTE"
Caroline ZHANG,149.87,CA,2013,ZHANG,Caroline,"Caroline, ZHANG"
Polina SHELEPEN,124.29,CA,2013,SHELEPEN,Polina,"Polina, SHELEPEN"
Ashley WAGNER,190.63,FR,2013,WAGNER,Ashley,"Ashley, WAGNER"
Elizaveta TUKTAMYSHEVA,179.62,FR,2013,TUKTAMISHEVA,Elizaveta,"Elizaveta, TUKTAMISHEVA"
Julia LIPNITSKAIA,179.31,FR,2013,LIPNITSKAIA,Julia,"Julia, LIPNITSKAIA"
Christina GAO,164.71,FR,2013,GAO,Christina,"Christina, GAO"
Mae Berenice MEITE,157.58,FR,2013,MEITE,Mae Berenice,"Mae Berenice, MEITE"
Polina KOROBEYNIKOVA,144.82,FR,2013,KOROBEYNIKOVA,Polina,"Polina, KOROBEYNIKOVA"
Elena GLEBOVA,140.86,FR,2013,GLEBOVA,Elena,"Elena, GLEBOVA"
Jenna MCCORKELL,135.4,FR,2013,MCCORKELL,Jenna,"Jenna, MCCORKELL"
Joshi HELGESSON,133.77,FR,2013,HELGESSON,Joshi,"Joshi, HELGESSON"
Lena MARROCCO,132.44,FR,2013,MARROCCO,Lena,"Lena, MARROCCO"
Kiira KORPI,177.19,RU,2013,KORPI,Kiira,"Kiira, KORPI"
Gracie GOLD,175.03,RU,2013,GOLD,Gracie,"Gracie, GOLD"
