name,score,event,year,last_name,first_name,full_name
LYSACEK Evan,237.15,4C,2009,LYSACEK,Evan,LYSACEK Evan
KOZUKA Takahiko,221.76,4C,2009,KOZUKA,Takahiko,KOZUKA Takahiko
ODA Nobunari,220.26,4C,2009,ODA,Nobunari,ODA Nobunari
ABBOTT Jeremy,216.94,4C,2009,ABBOTT,Jeremy,ABBOTT Jeremy
CHIPEUR Vaughn,212.81,4C,2009,CHIPEUR,Vaughn,CHIPEUR Vaughn
TEN Jeremy,207.27,4C,2009,TEN,Jeremy,TEN Jeremy
MROZ Brandon,196.78,4C,2009,MROZ,Brandon,MROZ Brandon
TEN Denis,184.82,4C,2009,TEN,Denis,TEN Denis
WU Jialiang,182.92,4C,2009,WU,Jialiang,WU Jialiang
LI Chengjiang,178.94,4C,2009,LI,Chengjiang,LI Chengjiang
NANRI Yasuharu,157.91,4C,2009,NANRI,Yasuharu,NANRI Yasuharu
GAO Song,155.45,4C,2009,GAO,Song,GAO Song
RAKIMGALIEV Abzal,152.67,4C,2009,RAKIMGALIEV,Abzal,RAKIMGALIEV Abzal
WEBSTER Mark,123.08,4C,2009,WEBSTER,Mark,WEBSTER Mark
ALVES Kevin,121.97,4C,2009,ALVES,Kevin,ALVES Kevin
HERNANDEZ Luis,118.7,4C,2009,HERNANDEZ,Luis,HERNANDEZ Luis
McNAMARA Robert,116.47,4C,2009,MCNAMARA,Robert,MCNAMARA Robert
KIM Min-Seok,108.75,4C,2009,KIM,Min-Seok,KIM Min-Seok
PIETERSEN Justin,106.26,4C,2009,PIETERSEN,Justin,PIETERSEN Justin
FERNANDEZ Nicholas,105.54,4C,2009,FERNANDEZ,Nicholas,FERNANDEZ Nicholas
PAO Charles Shou-San,96.37,4C,2009,PAO,Charles Shou-San,PAO Charles Shou-San
CONTRERAS Humberto,96.1,4C,2009,CONTRERAS,Humberto,CONTRERAS Humberto
SHIH Wun-Chang,96.04,4C,2009,SHIH,Wun-Chang,SHIH Wun-Chang
Evan LYSACEK,242.23,WR,2009,LYSACEK,Evan,LYSACEK Evan
Patrick CHAN,237.58,WR,2009,CHAN,Patrick,CHAN Patrick
Brian JOUBERT,235.97,WR,2009,JOUBERT,Brian,JOUBERT Brian
Tomas VERNER,231.71,WR,2009,VERNER,Tomas,VERNER Tomas
Samuel CONTESTI,226.97,WR,2009,CONTESTI,Samuel,CONTESTI Samuel
Takahiko KOZUKA,222.18,WR,2009,KOZUKA,Takahiko,KOZUKA Takahiko
Nobunari ODA,218.16,WR,2009,ODA,Nobunari,ODA Nobunari
Denis TEN,211.43,WR,2009,TEN,Denis,TEN Denis
Brandon MROZ,207.19,WR,2009,MROZ,Brandon,MROZ Brandon
Andrei LUTAI,204.99,WR,2009,LUTAI,Andrei,LUTAI Andrei
Jeremy ABBOTT,204.67,WR,2009,ABBOTT,Jeremy,ABBOTT Jeremy
Vaughn CHIPEUR,202.08,WR,2009,CHIPEUR,Vaughn,CHIPEUR Vaughn
Sergei VORONOV,202.04,WR,2009,VORONOV,Sergei,VORONOV Sergei
Kevin VAN DER PERREN,198.35,WR,2009,VAN DER PERREN,Kevin,VAN DER PERREN Kevin
Takahito MURA,194.97,WR,2009,MURA,Takahito,MURA Takahito
Yannick PONSERO,193.84,WR,2009,PONSERO,Yannick,PONSERO Yannick
Jeremy TEN,193.16,WR,2009,TEN,Jeremy,TEN Jeremy
Adrian SCHULTHEISS,186.43,WR,2009,SCHULTHEISS,Adrian,SCHULTHEISS Adrian
Javier FERNANDEZ,183.55,WR,2009,FERNANDEZ,Javier,FERNANDEZ Javier
Kristoffer BERNTSSON,182.31,WR,2009,BERNTSSON,Kristoffer,BERNTSSON Kristoffer
Gregor URBAS,167.71,WR,2009,URBAS,Gregor,URBAS Gregor
Anton KOVALEVSKI,165.73,WR,2009,KOVALEVSKI,Anton,KOVALEVSKI Anton
Przemyslaw DOMANSKI,161.66,WR,2009,DOMANSKI,Przemyslaw,DOMANSKI Przemyslaw
Igor MACYPURA,158.86,WR,2009,MACYPURA,Igor,MACYPURA Igor
Evan LYSACEK,237.72,US,2010,LYSACEK,Evan,LYSACEK Evan
Shawn SAWYER,203.91,US,2010,SAWYER,Shawn,SAWYER Shawn
Ryan BRADLEY,198.12,US,2010,BRADLEY,Ryan,BRADLEY Ryan
Florent AMODIO,197.58,US,2010,AMODIO,Florent,AMODIO Florent
Tomas VERNER,194.06,US,2010,VERNER,Tomas,VERNER Tomas
Kevin REYNOLDS,190.23,US,2010,REYNOLDS,Kevin,REYNOLDS Kevin
Adrian SCHULTHEISS,185.07,US,2010,SCHULTHEISS,Adrian,SCHULTHEISS Adrian
Brandon MROZ,174.0,US,2010,MROZ,Brandon,MROZ Brandon
Yasuharu NANRI,168.84,US,2010,NANRI,Yasuharu,NANRI Yasuharu
Andrei LUTAI,167.79,US,2010,LUTAI,Andrei,LUTAI Andrei
Jialiang WU,164.26,US,2010,WU,Jialiang,WU Jialiang
Igor MACYPURA,144.02,US,2010,MACYPURA,Igor,MACYPURA Igor
Jeremy ABBOTT,232.99,CA,2010,ABBOTT,Jeremy,ABBOTT Jeremy
Daisuke TAKAHASHI,231.31,CA,2010,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Alban PREAUBERT,212.28,CA,2010,PREAUBERT,Alban,PREAUBERT Alban
Michal BREZINA,202.32,CA,2010,BREZINA,Michal,BREZINA Michal
Samuel CONTESTI,202.25,CA,2010,CONTESTI,Samuel,CONTESTI Samuel
Patrick CHAN,198.77,CA,2010,CHAN,Patrick,CHAN Patrick
Denis TEN,193.33,CA,2010,TEN,Denis,TEN Denis
Stephen CARRIERE,188.31,CA,2010,CARRIERE,Stephen,CARRIERE Stephen
Armin MAHBANOOZADEH,186.48,CA,2010,MAHBANOOZADEH,Armin,MAHBANOOZADEH Armin
Joey RUSSELL,168.71,CA,2010,RUSSELL,Joey,RUSSELL Joey
Kevin VAN DER PERREN,168.54,CA,2010,VAN DER PERREN,Kevin,VAN DER PERREN Kevin
Jeremy TEN,148.96,CA,2010,TEN,Jeremy,TEN Jeremy
Nobunari ODA,242.53,FR,2010,ODA,Nobunari,ODA Nobunari
Tomas VERNER,229.96,FR,2010,VERNER,Tomas,VERNER Tomas
Adam RIPPON,219.96,FR,2010,RIPPON,Adam,RIPPON Adam
Brian JOUBERT,207.39,FR,2010,JOUBERT,Brian,JOUBERT Brian
Yannick PONSERO,205.74,FR,2010,PONSERO,Yannick,PONSERO Yannick
Sergei VORONOV,204.45,FR,2010,VORONOV,Sergei,VORONOV Sergei
Alban PREAUBERT,189.63,FR,2010,PREAUBERT,Alban,PREAUBERT Alban
Chao YANG,178.63,FR,2010,YANG,Chao,YANG Chao
Ryan BRADLEY,177.65,FR,2010,BRADLEY,Ryan,BRADLEY Ryan
Peter LIEBERS,176.52,FR,2010,LIEBERS,Peter,LIEBERS Peter
Javier FERNANDEZ,170.16,FR,2010,FERNANDEZ,Javier,FERNANDEZ Javier
Vaughn CHIPEUR,155.43,FR,2010,CHIPEUR,Vaughn,CHIPEUR Vaughn
Evgeni PLUSHENKO,240.65,RU,2010,PLUSHENKO,Evgeni,PLUSHENKO Evgeni
Takahiko KOZUKA,215.13,RU,2010,KOZUKA,Takahiko,KOZUKA Takahiko
Artem BORODULIN,201.55,RU,2010,BORODULIN,Artem,BORODULIN Artem
Johnny WEIR,198.55,RU,2010,WEIR,Johnny,WEIR Johnny
Kevin VAN DER PERREN,189.33,RU,2010,VAN DER PERREN,Kevin,VAN DER PERREN Kevin
Adrian SCHULTHEISS,185.02,RU,2010,SCHULTHEISS,Adrian,SCHULTHEISS Adrian
Brandon MROZ,181.8,RU,2010,MROZ,Brandon,MROZ Brandon
Shawn SAWYER,179.58,RU,2010,SAWYER,Shawn,SAWYER Shawn
Florent AMODIO,171.65,RU,2010,AMODIO,Florent,AMODIO Florent
Ivan TRETIAKOV,164.3,RU,2010,TRETIAKOV,Ivan,TRETIAKOV Ivan
Ari-Pekka NURMENKARI,149.91,RU,2010,NURMENKARI,Ari-Pekka,NURMENKARI Ari-Pekka
Nobunari ODA,239.58,CN,2010,ODA,Nobunari,ODA Nobunari
Evan LYSACEK,232.17,CN,2010,LYSACEK,Evan,LYSACEK Evan
Sergei VORONOV,220.39,CN,2010,VORONOV,Sergei,VORONOV Sergei
Samuel CONTESTI,207.85,CN,2010,CONTESTI,Samuel,CONTESTI Samuel
Yannick PONSERO,195.12,CN,2010,PONSERO,Yannick,PONSERO Yannick
Stephen CARRIERE,195.08,CN,2010,CARRIERE,Stephen,CARRIERE Stephen
Chao YANG,189.99,CN,2010,YANG,Chao,YANG Chao
Kevin REYNOLDS,188.47,CN,2010,REYNOLDS,Kevin,REYNOLDS Kevin
Jinlin GUAN,187.95,CN,2010,GUAN,Jinlin,GUAN Jinlin
Denis TEN,182.63,CN,2010,TEN,Denis,TEN Denis
Armin MAHBANOOZADEH,176.53,CN,2010,MAHBANOOZADEH,Armin,MAHBANOOZADEH Armin
Ming XU,163.57,CN,2010,XU,Ming,XU Ming
Brian JOUBERT,232.7,JP,2010,JOUBERT,Brian,JOUBERT Brian
Johnny WEIR,217.7,JP,2010,WEIR,Johnny,WEIR Johnny
Michal BREZINA,217.48,JP,2010,BREZINA,Michal,BREZINA Michal
Daisuke TAKAHASHI,214.29,JP,2010,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Jeremy ABBOTT,208.45,JP,2010,ABBOTT,Jeremy,ABBOTT Jeremy
Adam RIPPON,197.61,JP,2010,RIPPON,Adam,RIPPON Adam
Takahiko KOZUKA,186.0,JP,2010,KOZUKA,Takahiko,KOZUKA Takahiko
Artem BORODULIN,181.62,JP,2010,BORODULIN,Artem,BORODULIN Artem
Daisuke MURAKAMI,181.04,JP,2010,MURAKAMI,Daisuke,MURAKAMI Daisuke
Jeremy TEN,178.87,JP,2010,TEN,Jeremy,TEN Jeremy
Vaughn CHIPEUR,176.36,JP,2010,CHIPEUR,Vaughn,CHIPEUR Vaughn
Kristoffer BERNTSSON,176.01,JP,2010,BERNTSSON,Kristoffer,BERNTSSON Kristoffer
Evan LYSACEK,249.45,FN,2010,LYSACEK,Evan,LYSACEK Evan
Nobunari ODA,243.36,FN,2010,ODA,Nobunari,ODA Nobunari
Johnny WEIR,237.35,FN,2010,WEIR,Johnny,WEIR Johnny
Jeremy ABBOTT,235.38,FN,2010,ABBOTT,Jeremy,ABBOTT Jeremy
Daisuke TAKAHASHI,224.6,FN,2010,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Tomas VERNER,192.32,FN,2010,VERNER,Tomas,VERNER Tomas
Evgeni PLUSHENKO,255.39,EU,2010,PLUSHENKO,Evgeni,PLUSHENKO Evgeni
Stephane LAMBIEL,238.54,EU,2010,LAMBIEL,Stephane,LAMBIEL Stephane
Brian JOUBERT,236.45,EU,2010,JOUBERT,Brian,JOUBERT Brian
Michal BREZINA,224.74,EU,2010,BREZINA,Michal,BREZINA Michal
Samuel CONTESTI,221.33,EU,2010,CONTESTI,Samuel,CONTESTI Samuel
Yannick PONSERO,219.52,EU,2010,PONSERO,Yannick,PONSERO Yannick
Alban PREAUBERT,207.61,EU,2010,PREAUBERT,Alban,PREAUBERT Alban
Javier FERNANDEZ,204.83,EU,2010,FERNANDEZ,Javier,FERNANDEZ Javier
Stefan LINDEMANN,203.95,EU,2010,LINDEMANN,Stefan,LINDEMANN Stefan
Tomas VERNER,203.18,EU,2010,VERNER,Tomas,VERNER Tomas
Kevin VAN DER PERREN,195.48,EU,2010,VAN DER PERREN,Kevin,VAN DER PERREN Kevin
Adrian SCHULTHEISS,188.79,EU,2010,SCHULTHEISS,Adrian,SCHULTHEISS Adrian
Anton KOVALEVSKI,186.84,EU,2010,KOVALEVSKI,Anton,KOVALEVSKI Anton
Sergei VORONOV,185.38,EU,2010,VORONOV,Sergei,VORONOV Sergei
Kristoffer BERNTSSON,183.1,EU,2010,BERNTSSON,Kristoffer,BERNTSSON Kristoffer
Paolo BACCHINI,181.42,EU,2010,BACCHINI,Paolo,BACCHINI Paolo
Viktor PFEIFER,178.41,EU,2010,PFEIFER,Viktor,PFEIFER Viktor
Gregor URBAS,163.84,EU,2010,URBAS,Gregor,URBAS Gregor
Zoltan KELEMEN,161.1,EU,2010,KELEMEN,Zoltan,KELEMEN Zoltan
Jorik HENDRICKX,161.06,EU,2010,HENDRICKX,Jorik,HENDRICKX Jorik
Adam RIPPON,225.78,4C,2010,RIPPON,Adam,RIPPON Adam
Tatsuki MACHIDA,217.48,4C,2010,MACHIDA,Tatsuki,MACHIDA Tatsuki
Kevin REYNOLDS,212.99,4C,2010,REYNOLDS,Kevin,REYNOLDS Kevin
Brandon MROZ,212.68,4C,2010,MROZ,Brandon,MROZ Brandon
Ryan BRADLEY,212.19,4C,2010,BRADLEY,Ryan,BRADLEY Ryan
Nan SONG,209.68,4C,2010,SONG,Nan,SONG Nan
Shawn SAWYER,206.34,4C,2010,SAWYER,Shawn,SAWYER Shawn
Jialiang WU,203.6,4C,2010,WU,Jialiang,WU Jialiang
Jinlin GUAN,195.66,4C,2010,GUAN,Jinlin,GUAN Jinlin
Denis TEN,172.65,4C,2010,TEN,Denis,TEN Denis
Joey RUSSELL,171.44,4C,2010,RUSSELL,Joey,RUSSELL Joey
Yasuharu NANRI,171.36,4C,2010,NANRI,Yasuharu,NANRI Yasuharu
Abzal RAKIMGALIEV,156.91,4C,2010,RAKIMGALIEV,Abzal,RAKIMGALIEV Abzal
Min-Seok KIM,153.09,4C,2010,KIM,Min-Seok,KIM Min-Seok
Kento NAKAMURA,152.69,4C,2010,NAKAMURA,Kento,NAKAMURA Kento
Stephen Li-Chung KUO,148.96,4C,2010,KUO,Stephen Li-Chung,KUO Stephen Li-Chung
Kevin ALVES,130.76,4C,2010,ALVES,Kevin,ALVES Kevin
Mark WEBSTER,129.73,4C,2010,WEBSTER,Mark,WEBSTER Mark
Matthew PRECIOUS,127.09,4C,2010,PRECIOUS,Matthew,PRECIOUS Matthew
Wun-Chang SHIH,101.87,4C,2010,SHIH,Wun-Chang,SHIH Wun-Chang
LYSACEK Evan,257.67,OL,2010,LYSACEK,Evan,LYSACEK Evan
PLUSHENKO Evgeni,256.36,OL,2010,PLUSHENKO,Evgeni,PLUSHENKO Evgeni
TAKAHASHI Daisuke,247.23,OL,2010,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
LAMBIEL Stephane,246.72,OL,2010,LAMBIEL,Stephane,LAMBIEL Stephane
CHAN Patrick,241.42,OL,2010,CHAN,Patrick,CHAN Patrick
WEIR Johnny,238.87,OL,2010,WEIR,Johnny,WEIR Johnny
ODA Nobunari,238.54,OL,2010,ODA,Nobunari,ODA Nobunari
KOZUKA Takahiko,231.19,OL,2010,KOZUKA,Takahiko,KOZUKA Takahiko
ABBOTT Jeremy,218.96,OL,2010,ABBOTT,Jeremy,ABBOTT Jeremy
BREZINA Michal,216.73,OL,2010,BREZINA,Michal,BREZINA Michal
TEN Denis,211.25,OL,2010,TEN,Denis,TEN Denis
AMODIO Florent,210.3,OL,2010,AMODIO,Florent,AMODIO Florent
BORODULIN Artem,210.16,OL,2010,BORODULIN,Artem,BORODULIN Artem
FERNANDEZ Javier,206.68,OL,2010,FERNANDEZ,Javier,FERNANDEZ Javier
SCHULTHEISS Adrian,200.44,OL,2010,SCHULTHEISS,Adrian,SCHULTHEISS Adrian
JOUBERT Brian,200.22,OL,2010,JOUBERT,Brian,JOUBERT Brian
van der PERREN Kevin,189.84,OL,2010,PERREN K,van derevin,PERREN K van derevin
CONTESTI Samuel,187.5,OL,2010,CONTESTI,Samuel,CONTESTI Samuel
VERNER Tomas,184.74,OL,2010,VERNER,Tomas,VERNER Tomas
BACCHINI Paolo,177.21,OL,2010,BACCHINI,Paolo,BACCHINI Paolo
PFEIFER Viktor,175.93,OL,2010,PFEIFER,Viktor,PFEIFER Viktor
LINDEMANN Stefan,171.98,OL,2010,LINDEMANN,Stefan,LINDEMANN Stefan
CHIPEUR Vaughn,170.92,OL,2010,CHIPEUR,Vaughn,CHIPEUR Vaughn
KOVALEVSKI Anton,165.9,OL,2010,KOVALEVSKI,Anton,KOVALEVSKI Anton
Daisuke TAKAHASHI,257.7,WR,2010,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Patrick CHAN,247.22,WR,2010,CHAN,Patrick,CHAN Patrick
Brian JOUBERT,241.74,WR,2010,JOUBERT,Brian,JOUBERT Brian
Michal BREZINA,236.06,WR,2010,BREZINA,Michal,BREZINA Michal
Jeremy ABBOTT,232.1,WR,2010,ABBOTT,Jeremy,ABBOTT Jeremy
Adam RIPPON,231.47,WR,2010,RIPPON,Adam,RIPPON Adam
Samuel CONTESTI,218.66,WR,2010,CONTESTI,Samuel,CONTESTI Samuel
Kevin VAN DER PERREN,218.43,WR,2010,VAN DER PERREN,Kevin,VAN DER PERREN Kevin
Adrian SCHULTHEISS,218.26,WR,2010,SCHULTHEISS,Adrian,SCHULTHEISS Adrian
Takahiko KOZUKA,216.73,WR,2010,KOZUKA,Takahiko,KOZUKA Takahiko
Kevin REYNOLDS,216.58,WR,2010,REYNOLDS,Kevin,REYNOLDS Kevin
Javier FERNANDEZ,215.66,WR,2010,FERNANDEZ,Javier,FERNANDEZ Javier
Denis TEN,202.46,WR,2010,TEN,Denis,TEN Denis
Sergei VORONOV,200.6,WR,2010,VORONOV,Sergei,VORONOV Sergei
Florent AMODIO,197.25,WR,2010,AMODIO,Florent,AMODIO Florent
Anton KOVALEVSKI,186.03,WR,2010,KOVALEVSKI,Anton,KOVALEVSKI Anton
Jinlin GUAN,182.68,WR,2010,GUAN,Jinlin,GUAN Jinlin
Ryan BRADLEY,179.24,WR,2010,BRADLEY,Ryan,BRADLEY Ryan
Alexandr KAZAKOV,175.57,WR,2010,KAZAKOV,Alexandr,KAZAKOV Alexandr
Viktor PFEIFER,170.79,WR,2010,PFEIFER,Viktor,PFEIFER Viktor
Abzal RAKIMGALIEV,166.2,WR,2010,RAKIMGALIEV,Abzal,RAKIMGALIEV Abzal
Jamal OTHMAN,156.41,WR,2010,OTHMAN,Jamal,OTHMAN Jamal
Min-Seok KIM,149.31,WR,2010,KIM,Min-Seok,KIM Min-Seok
Ari-Pekka NURMENKARI,148.34,WR,2010,NURMENKARI,Ari-Pekka,NURMENKARI Ari-Pekka
Daisuke TAKAHASHI,227.07,US,2011,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Nobunari ODA,226.09,US,2011,ODA,Nobunari,ODA Nobunari
Armin MAHBANOOZADEH,211.17,US,2011,MAHBANOOZADEH,Armin,MAHBANOOZADEH Armin
Adam RIPPON,203.12,US,2011,RIPPON,Adam,RIPPON Adam
Daisuke MURAKAMI,203.0,US,2011,MURAKAMI,Daisuke,MURAKAMI Daisuke
Kevin VAN DER PERREN,194.63,US,2011,VAN DER PERREN,Kevin,VAN DER PERREN Kevin
Adrian SCHULTHEISS,188.2,US,2011,SCHULTHEISS,Adrian,SCHULTHEISS Adrian
Shawn SAWYER,186.62,US,2011,SAWYER,Shawn,SAWYER Shawn
Stephen CARRIERE,184.2,US,2011,CARRIERE,Stephen,CARRIERE Stephen
Nan SONG,180.1,US,2011,SONG,Nan,SONG Nan
Denis TEN,176.11,US,2011,TEN,Denis,TEN Denis
Viktor PFEIFER,162.47,US,2011,PFEIFER,Viktor,PFEIFER Viktor
Patrick CHAN,239.52,CA,2011,CHAN,Patrick,CHAN Patrick
Nobunari ODA,236.52,CA,2011,ODA,Nobunari,ODA Nobunari
Adam RIPPON,233.04,CA,2011,RIPPON,Adam,RIPPON Adam
Kevin REYNOLDS,218.65,CA,2011,REYNOLDS,Kevin,REYNOLDS Kevin
Javier FERNANDEZ,210.85,CA,2011,FERNANDEZ,Javier,FERNANDEZ Javier
Alban PREAUBERT,209.05,CA,2011,PREAUBERT,Alban,PREAUBERT Alban
Artur GACHINSKI,204.08,CA,2011,GACHINSKI,Artur,GACHINSKI Artur
Jeremy TEN,191.86,CA,2011,TEN,Jeremy,TEN Jeremy
Yasuharu NANRI,188.96,CA,2011,NANRI,Yasuharu,NANRI Yasuharu
Grant HOCHSTEIN,181.65,CA,2011,HOCHSTEIN,Grant,HOCHSTEIN Grant
Kristoffer BERNTSSON,175.84,CA,2011,BERNTSSON,Kristoffer,BERNTSSON Kristoffer
Paolo BACCHINI,167.6,CA,2011,BACCHINI,Paolo,BACCHINI Paolo
Takahiko KOZUKA,248.07,FR,2011,KOZUKA,Takahiko,KOZUKA Takahiko
Florent AMODIO,229.38,FR,2011,AMODIO,Florent,AMODIO Florent
Brandon MROZ,214.31,FR,2011,MROZ,Brandon,MROZ Brandon
Kevin REYNOLDS,200.13,FR,2011,REYNOLDS,Kevin,REYNOLDS Kevin
Chafik BESSEGHIER,185.69,FR,2011,BESSEGHIER,Chafik,BESSEGHIER Chafik
Nan SONG,181.53,FR,2011,SONG,Nan,SONG Nan
Peter LIEBERS,177.54,FR,2011,LIEBERS,Peter,LIEBERS Peter
Anton KOVALEVSKI,173.92,FR,2011,KOVALEVSKI,Anton,KOVALEVSKI Anton
Zoltan KELEMEN,161.7,FR,2011,KELEMEN,Zoltan,KELEMEN Zoltan
Tomas VERNER,230.31,RU,2011,VERNER,Tomas,VERNER Tomas
Patrick CHAN,227.21,RU,2011,CHAN,Patrick,CHAN Patrick
Jeremy ABBOTT,217.21,RU,2011,ABBOTT,Jeremy,ABBOTT Jeremy
Samuel CONTESTI,207.3,RU,2011,CONTESTI,Samuel,CONTESTI Samuel
Alban PREAUBERT,204.68,RU,2011,PREAUBERT,Alban,PREAUBERT Alban
Artur GACHINSKI,202.94,RU,2011,GACHINSKI,Artur,GACHINSKI Artur
Yuzuru HANYU,202.66,RU,2011,HANYU,Yuzuru,HANYU Yuzuru
Ivan TRETIAKOV,189.85,RU,2011,TRETIAKOV,Ivan,TRETIAKOV Ivan
Javier FERNANDEZ,184.06,RU,2011,FERNANDEZ,Javier,FERNANDEZ Javier
Konstantin MENSHOV,181.15,RU,2011,MENSHOV,Konstantin,MENSHOV Konstantin
Tatsuki MACHIDA,177.01,RU,2011,MACHIDA,Tatsuki,MACHIDA Tatsuki
Anton KOVALEVSKI,175.54,RU,2011,KOVALEVSKI,Anton,KOVALEVSKI Anton
Takahiko KOZUKA,233.51,CN,2011,KOZUKA,Takahiko,KOZUKA Takahiko
Brandon MROZ,216.8,CN,2011,MROZ,Brandon,MROZ Brandon
Tomas VERNER,214.81,CN,2011,VERNER,Tomas,VERNER Tomas
Brian JOUBERT,210.29,CN,2011,JOUBERT,Brian,JOUBERT Brian
Tatsuki MACHIDA,200.95,CN,2011,MACHIDA,Tatsuki,MACHIDA Tatsuki
Samuel CONTESTI,198.84,CN,2011,CONTESTI,Samuel,CONTESTI Samuel
Ross MINER,197.13,CN,2011,MINER,Ross,MINER Ross
Jinlin GUAN,196.92,CN,2011,GUAN,Jinlin,GUAN Jinlin
Peter LIEBERS,175.94,CN,2011,LIEBERS,Peter,LIEBERS Peter
Jialiang WU,172.56,CN,2011,WU,Jialiang,WU Jialiang
Peitong CHEN,150.69,CN,2011,CHEN,Peitong,CHEN Peitong
Daisuke TAKAHASHI,234.79,JP,2011,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Jeremy ABBOTT,218.19,JP,2011,ABBOTT,Jeremy,ABBOTT Jeremy
Florent AMODIO,213.77,JP,2011,AMODIO,Florent,AMODIO Florent
Yuzuru HANYU,207.72,JP,2011,HANYU,Yuzuru,HANYU Yuzuru
Shawn SAWYER,193.8,JP,2011,SAWYER,Shawn,SAWYER Shawn
Takahito MURA,191.85,JP,2011,MURA,Takahito,MURA Takahito
Jialiang WU,189.58,JP,2011,WU,Jialiang,WU Jialiang
Kevin VAN DER PERREN,189.41,JP,2011,VAN DER PERREN,Kevin,VAN DER PERREN Kevin
Ross MINER,186.62,JP,2011,MINER,Ross,MINER Ross
Adrian SCHULTHEISS,181.47,JP,2011,SCHULTHEISS,Adrian,SCHULTHEISS Adrian
Jeremy TEN,176.48,JP,2011,TEN,Jeremy,TEN Jeremy
Denis TEN,171.68,JP,2011,TEN,Denis,TEN Denis
Patrick CHAN,259.75,FN,2011,CHAN,Patrick,CHAN Patrick
Nobunari ODA,242.81,FN,2011,ODA,Nobunari,ODA Nobunari
Takahiko KOZUKA,237.79,FN,2011,KOZUKA,Takahiko,KOZUKA Takahiko
Daisuke TAKAHASHI,219.77,FN,2011,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Tomas VERNER,213.64,FN,2011,VERNER,Tomas,VERNER Tomas
Florent AMODIO,201.9,FN,2011,AMODIO,Florent,AMODIO Florent
Florent AMODIO,226.86,EU,2011,AMODIO,Florent,AMODIO Florent
Brian JOUBERT,223.01,EU,2011,JOUBERT,Brian,JOUBERT Brian
Tomas VERNER,222.6,EU,2011,VERNER,Tomas,VERNER Tomas
Kevin VAN DER PERREN,216.59,EU,2011,VAN DER PERREN,Kevin,VAN DER PERREN Kevin
Artur GACHINSKI,216.07,EU,2011,GACHINSKI,Artur,GACHINSKI Artur
Samuel CONTESTI,204.88,EU,2011,CONTESTI,Samuel,CONTESTI Samuel
Konstantin MENSHOV,202.62,EU,2011,MENSHOV,Konstantin,MENSHOV Konstantin
Michal BREZINA,201.39,EU,2011,BREZINA,Michal,BREZINA Michal
Javier FERNANDEZ,199.65,EU,2011,FERNANDEZ,Javier,FERNANDEZ Javier
Alban PREAUBERT,196.15,EU,2011,PREAUBERT,Alban,PREAUBERT Alban
Peter LIEBERS,189.0,EU,2011,LIEBERS,Peter,LIEBERS Peter
Paolo BACCHINI,178.34,EU,2011,BACCHINI,Paolo,BACCHINI Paolo
Adrian SCHULTHEISS,178.19,EU,2011,SCHULTHEISS,Adrian,SCHULTHEISS Adrian
Kristoffer BERNTSSON,172.58,EU,2011,BERNTSSON,Kristoffer,BERNTSSON Kristoffer
Anton KOVALEVSKI,169.33,EU,2011,KOVALEVSKI,Anton,KOVALEVSKI Anton
Jorik HENDRICKX,168.39,EU,2011,HENDRICKX,Jorik,HENDRICKX Jorik
Kim LUCINE,167.97,EU,2011,LUCINE,Kim,LUCINE Kim
Viktor PFEIFER,164.83,EU,2011,PFEIFER,Viktor,PFEIFER Viktor
Javier RAYA,164.68,EU,2011,RAYA,Javier,RAYA Javier
Denis WIECZOREK,163.6,EU,2011,WIECZOREK,Denis,WIECZOREK Denis
Zoltan KELEMEN,160.5,EU,2011,KELEMEN,Zoltan,KELEMEN Zoltan
Laurent ALVAREZ,159.45,EU,2011,ALVAREZ,Laurent,ALVAREZ Laurent
Maxim SHIPOV,158.28,EU,2011,SHIPOV,Maxim,SHIPOV Maxim
Stephane WALKER,137.64,EU,2011,WALKER,Stephane,WALKER Stephane
Daisuke TAKAHASHI,244.0,4C,2011,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Yuzuru HANYU,228.01,4C,2011,HANYU,Yuzuru,HANYU Yuzuru
Jeremy ABBOTT,225.71,4C,2011,ABBOTT,Jeremy,ABBOTT Jeremy
Takahiko KOZUKA,223.52,4C,2011,KOZUKA,Takahiko,KOZUKA Takahiko
Adam RIPPON,210.01,4C,2011,RIPPON,Adam,RIPPON Adam
Jinlin GUAN,201.98,4C,2011,GUAN,Jinlin,GUAN Jinlin
Armin MAHBANOOZADEH,200.67,4C,2011,MAHBANOOZADEH,Armin,MAHBANOOZADEH Armin
Jialiang WU,199.78,4C,2011,WU,Jialiang,WU Jialiang
Nan SONG,195.13,4C,2011,SONG,Nan,SONG Nan
Shawn SAWYER,192.94,4C,2011,SAWYER,Shawn,SAWYER Shawn
Kevin REYNOLDS,191.55,4C,2011,REYNOLDS,Kevin,REYNOLDS Kevin
Misha GE,182.06,4C,2011,GE,Misha,GE Misha
