name,score,event,year,last_name,first_name,full_name
Kristoffer BERNTSSON,169.0,JP,2007,BERNTSSON,Kristoffer,BERNTSSON Kristoffer
Geoffry VARNER,150.79,JP,2007,VARNER,Geoffry,VARNER Geoffry
Marc Andre CRAIG,144.67,JP,2007,CRAIG,Marc Andre,CRAIG Marc Andre
Brian JOUBERT,233.46,FN,2007,JOUBERT,Brian,JOUBERT Brian
Daisuke TAKAHASHI,224.83,FN,2007,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Nobunari ODA,216.86,FN,2007,ODA,Nobunari,ODA Nobunari
Alban PREAUBERT,201.32,FN,2007,PREAUBERT,Alban,PREAUBERT Alban
Brian JOUBERT,227.12,EU,2007,JOUBERT,Brian,JOUBERT Brian
Tomas VERNER,212.69,EU,2007,VERNER,Tomas,VERNER Tomas
Kevin VAN DER PERREN,204.85,EU,2007,VAN DER PERREN,Kevin,VAN DER PERREN Kevin
Sergei DAVYDOV,204.78,EU,2007,DAVYDOV,Sergei,DAVYDOV Sergei
Andrei LUTAI,200.54,EU,2007,LUTAI,Andrei,LUTAI Andrei
Alban PREAUBERT,199.95,EU,2007,PREAUBERT,Alban,PREAUBERT Alban
Karel ZELENKA,191.73,EU,2007,ZELENKA,Karel,ZELENKA Karel
Jamal OTHMAN,182.14,EU,2007,OTHMAN,Jamal,OTHMAN Jamal
Gregor URBAS,181.07,EU,2007,URBAS,Gregor,URBAS Gregor
Kristoffer BERNTSSON,177.54,EU,2007,BERNTSSON,Kristoffer,BERNTSSON Kristoffer
Stefan LINDEMANN,176.17,EU,2007,LINDEMANN,Stefan,LINDEMANN Stefan
Yannick PONSERO,172.27,EU,2007,PONSERO,Yannick,PONSERO Yannick
Anton KOVALEVSKI,172.01,EU,2007,KOVALEVSKI,Anton,KOVALEVSKI Anton
Moris PFEIFHOFER,163.08,EU,2007,PFEIFHOFER,Moris,PFEIFHOFER Moris
Philipp TISCHENDORF,162.94,EU,2007,TISCHENDORF,Philipp,TISCHENDORF Philipp
Andrei GRIAZEV,162.23,EU,2007,GRIAZEV,Andrei,GRIAZEV Andrei
Igor MACYPURA,159.61,EU,2007,MACYPURA,Igor,MACYPURA Igor
Sergei DOBRIN,153.7,EU,2007,DOBRIN,Sergei,DOBRIN Sergei
Pavel KASKA,145.89,EU,2007,KASKA,Pavel,KASKA Pavel
Przemyslaw DOMANSKI,138.67,EU,2007,DOMANSKI,Przemyslaw,DOMANSKI Przemyslaw
John HAMER,136.47,EU,2007,HAMER,John,HAMER John
Boris MARTINEC,134.0,EU,2007,MARTINEC,Boris,MARTINEC Boris
Ari-Pekka NURMENKARI,128.08,EU,2007,NURMENKARI,Ari-Pekka,NURMENKARI Ari-Pekka
Sergei KOTOV,124.9,EU,2007,KOTOV,Sergei,KOTOV Sergei
Evan LYSACEK,226.27,4C,2007,LYSACEK,Evan,LYSACEK Evan
Jeffrey BUTTLE,223.96,4C,2007,BUTTLE,Jeffrey,BUTTLE Jeffrey
Jeremy ABBOTT,203.22,4C,2007,ABBOTT,Jeremy,ABBOTT Jeremy
Ryan BRADLEY,196.29,4C,2007,BRADLEY,Ryan,BRADLEY Ryan
Christopher MABEE,188.41,4C,2007,MABEE,Christopher,MABEE Christopher
Jialiang WU,184.69,4C,2007,WU,Jialiang,WU Jialiang
Noriyuki KANZAKI,181.58,4C,2007,KANZAKI,Noriyuki,KANZAKI Noriyuki
Kensuke NAKANIWA,177.03,4C,2007,NAKANIWA,Kensuke,NAKANIWA Kensuke
Emanuel SANDHU,173.67,4C,2007,SANDHU,Emanuel,SANDHU Emanuel
Ming XU,167.71,4C,2007,XU,Ming,XU Ming
Zhixue YANG,154.57,4C,2007,YANG,Zhixue,YANG Zhixue
Yasuharu NANRI,153.11,4C,2007,NANRI,Yasuharu,NANRI Yasuharu
Sean CARLOW,127.08,4C,2007,CARLOW,Sean,CARLOW Sean
Joel WATSON,112.04,4C,2007,WATSON,Joel,WATSON Joel
Tristan THODE,106.61,4C,2007,THODE,Tristan,THODE Tristan
Nicholas FERNANDEZ,103.43,4C,2007,FERNANDEZ,Nicholas,FERNANDEZ Nicholas
Luis HERNANDEZ,101.35,4C,2007,HERNANDEZ,Luis,HERNANDEZ Luis
Mathieu WILSON,94.59,4C,2007,WILSON,Mathieu,WILSON Mathieu
Justin PIETERSEN,94.12,4C,2007,PIETERSEN,Justin,PIETERSEN Justin
Dean TIMMINS,93.74,4C,2007,TIMMINS,Dean,TIMMINS Dean
Adrian ALVARADO,91.26,4C,2007,ALVARADO,Adrian,ALVARADO Adrian
Brian JOUBERT,240.85,WR,2007,JOUBERT,Brian,JOUBERT Brian
Daisuke TAKAHASHI,237.95,WR,2007,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Stephane LAMBIEL,233.35,WR,2007,LAMBIEL,Stephane,LAMBIEL Stephane
Tomas VERNER,226.25,WR,2007,VERNER,Tomas,VERNER Tomas
Evan LYSACEK,222.18,WR,2007,LYSACEK,Evan,LYSACEK Evan
Jeffrey BUTTLE,214.96,WR,2007,BUTTLE,Jeffrey,BUTTLE Jeffrey
Nobunari ODA,209.94,WR,2007,ODA,Nobunari,ODA Nobunari
Johnny WEIR,206.97,WR,2007,WEIR,Johnny,WEIR Johnny
Kristoffer BERNTSSON,206.29,WR,2007,BERNTSSON,Kristoffer,BERNTSSON Kristoffer
Sergei DAVYDOV,203.05,WR,2007,DAVYDOV,Sergei,DAVYDOV Sergei
Alban PREAUBERT,202.6,WR,2007,PREAUBERT,Alban,PREAUBERT Alban
Stefan LINDEMANN,198.78,WR,2007,LINDEMANN,Stefan,LINDEMANN Stefan
Christopher MABEE,195.38,WR,2007,MABEE,Christopher,MABEE Christopher
Yannick PONSERO,192.63,WR,2007,PONSERO,Yannick,PONSERO Yannick
Ryan BRADLEY,188.9,WR,2007,BRADLEY,Ryan,BRADLEY Ryan
Emanuel SANDHU,188.59,WR,2007,SANDHU,Emanuel,SANDHU Emanuel
Karel ZELENKA,180.1,WR,2007,ZELENKA,Karel,ZELENKA Karel
Jamal OTHMAN,178.39,WR,2007,OTHMAN,Jamal,OTHMAN Jamal
Sergei VORONOV,176.57,WR,2007,VORONOV,Sergei,VORONOV Sergei
Andrei LUTAI,175.46,WR,2007,LUTAI,Andrei,LUTAI Andrei
Igor MACYPURA,174.94,WR,2007,MACYPURA,Igor,MACYPURA Igor
Gregor URBAS,174.39,WR,2007,URBAS,Gregor,URBAS Gregor
Jialiang WU,170.1,WR,2007,WU,Jialiang,WU Jialiang
Anton KOVALEVSKI,169.27,WR,2007,KOVALEVSKI,Anton,KOVALEVSKI Anton
Daisuke TAKAHASHI,228.97,US,2008,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Evan LYSACEK,220.08,US,2008,LYSACEK,Evan,LYSACEK Evan
Patrick CHAN,213.33,US,2008,CHAN,Patrick,CHAN Patrick
Stephen CARRIERE,196.33,US,2008,CARRIERE,Stephen,CARRIERE Stephen
Alban PREAUBERT,194.4,US,2008,PREAUBERT,Alban,PREAUBERT Alban
Ryan BRADLEY,181.66,US,2008,BRADLEY,Ryan,BRADLEY Ryan
Andrei LUTAI,180.88,US,2008,LUTAI,Andrei,LUTAI Andrei
Takahiko KOZUKA,177.47,US,2008,KOZUKA,Takahiko,KOZUKA Takahiko
Kevin REYNOLDS,169.12,US,2008,REYNOLDS,Kevin,REYNOLDS Kevin
Yasuharu NANRI,153.99,US,2008,NANRI,Yasuharu,NANRI Yasuharu
Kristoffer BERNTSSON,152.52,US,2008,BERNTSSON,Kristoffer,BERNTSSON Kristoffer
Karel ZELENKA,144.51,US,2008,ZELENKA,Karel,ZELENKA Karel
Brian JOUBERT,213.62,CA,2008,JOUBERT,Brian,JOUBERT Brian
Kevin VAN DER PERREN,202.55,CA,2008,VAN DER PERREN,Kevin,VAN DER PERREN Kevin
Jeffrey BUTTLE,198.77,CA,2008,BUTTLE,Jeffrey,BUTTLE Jeffrey
Christopher MABEE,192.2,CA,2008,MABEE,Christopher,MABEE Christopher
Vaughn CHIPEUR,187.41,CA,2008,CHIPEUR,Vaughn,CHIPEUR Vaughn
Yannick PONSERO,178.18,CA,2008,PONSERO,Yannick,PONSERO Yannick
Pavel KASKA,172.9,CA,2008,KASKA,Pavel,KASKA Pavel
Jeremy ABBOTT,171.06,CA,2008,ABBOTT,Jeremy,ABBOTT Jeremy
Scott SMITH,169.97,CA,2008,SMITH,Scott,SMITH Scott
Jamal OTHMAN,166.96,CA,2008,OTHMAN,Jamal,OTHMAN Jamal
Jialiang WU,153.45,CA,2008,WU,Jialiang,WU Jialiang
Geoffry VARNER,134.54,CA,2008,VARNER,Geoffry,VARNER Geoffry
Patrick CHAN,214.94,FR,2008,CHAN,Patrick,CHAN Patrick
Sergei VORONOV,208.91,FR,2008,VORONOV,Sergei,VORONOV Sergei
Alban PREAUBERT,207.1,FR,2008,PREAUBERT,Alban,PREAUBERT Alban
Kevin VAN DER PERREN,204.75,FR,2008,VAN DER PERREN,Kevin,VAN DER PERREN Kevin
Ryan BRADLEY,191.32,FR,2008,BRADLEY,Ryan,BRADLEY Ryan
Tomas VERNER,189.37,FR,2008,VERNER,Tomas,VERNER Tomas
Kensuke NAKANIWA,177.61,FR,2008,NAKANIWA,Kensuke,NAKANIWA Kensuke
Christopher MABEE,175.17,FR,2008,MABEE,Christopher,MABEE Christopher
Scott SMITH,151.25,FR,2008,SMITH,Scott,SMITH Scott
Jeremie COLOT,149.47,FR,2008,COLOT,Jeremie,COLOT Jeremie
Song GAO,146.19,FR,2008,GAO,Song,GAO Song
Johnny WEIR,229.96,RU,2008,WEIR,Johnny,WEIR Johnny
Stephane LAMBIEL,218.84,RU,2008,LAMBIEL,Stephane,LAMBIEL Stephane
Andrei GRIAZEV,206.13,RU,2008,GRIAZEV,Andrei,GRIAZEV Andrei
Jeffrey BUTTLE,201.77,RU,2008,BUTTLE,Jeffrey,BUTTLE Jeffrey
Takahiko KOZUKA,199.98,RU,2008,KOZUKA,Takahiko,KOZUKA Takahiko
Yannick PONSERO,189.76,RU,2008,PONSERO,Yannick,PONSERO Yannick
Alexander USPENSKI,189.17,RU,2008,USPENSKI,Alexander,USPENSKI Alexander
Kevin REYNOLDS,186.69,RU,2008,REYNOLDS,Kevin,REYNOLDS Kevin
Andrei LUTAI,185.35,RU,2008,LUTAI,Andrei,LUTAI Andrei
Kristoffer BERNTSSON,182.46,RU,2008,BERNTSSON,Kristoffer,BERNTSSON Kristoffer
Ming XU,159.01,RU,2008,XU,Ming,XU Ming
Gregor URBAS,155.62,RU,2008,URBAS,Gregor,URBAS Gregor
Johnny WEIR,231.78,CN,2008,WEIR,Johnny,WEIR Johnny
Evan LYSACEK,229.36,CN,2008,LYSACEK,Evan,LYSACEK Evan
Stephane LAMBIEL,192.22,CN,2008,LAMBIEL,Stephane,LAMBIEL Stephane
Sergei DAVYDOV,181.75,CN,2008,DAVYDOV,Sergei,DAVYDOV Sergei
Alexander USPENSKI,179.94,CN,2008,USPENSKI,Alexander,USPENSKI Alexander
Karel ZELENKA,171.03,CN,2008,ZELENKA,Karel,ZELENKA Karel
Shawn SAWYER,170.94,CN,2008,SAWYER,Shawn,SAWYER Shawn
Jamal OTHMAN,170.27,CN,2008,OTHMAN,Jamal,OTHMAN Jamal
Jialiang WU,168.95,CN,2008,WU,Jialiang,WU Jialiang
Ming XU,167.51,CN,2008,XU,Ming,XU Ming
Chengjiang LI,159.52,CN,2008,LI,Chengjiang,LI Chengjiang
Ryo SHIBATA,134.19,CN,2008,SHIBATA,Ryo,SHIBATA Ryo
Daisuke TAKAHASHI,234.22,JP,2008,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Tomas VERNER,229.45,JP,2008,VERNER,Tomas,VERNER Tomas
Stephen CARRIERE,204.98,JP,2008,CARRIERE,Stephen,CARRIERE Stephen
Jeremy ABBOTT,187.56,JP,2008,ABBOTT,Jeremy,ABBOTT Jeremy
Sergei DOBRIN,186.53,JP,2008,DOBRIN,Sergei,DOBRIN Sergei
Sergei DAVYDOV,184.7,JP,2008,DAVYDOV,Sergei,DAVYDOV Sergei
Andrei GRIAZEV,182.83,JP,2008,GRIAZEV,Andrei,GRIAZEV Andrei
Kensuke NAKANIWA,180.7,JP,2008,NAKANIWA,Kensuke,NAKANIWA Kensuke
Shawn SAWYER,180.35,JP,2008,SAWYER,Shawn,SAWYER Shawn
Yasuharu NANRI,176.25,JP,2008,NANRI,Yasuharu,NANRI Yasuharu
Vaughn CHIPEUR,173.65,JP,2008,CHIPEUR,Vaughn,CHIPEUR Vaughn
Chengjiang LI,162.77,JP,2008,LI,Chengjiang,LI Chengjiang
Stephane LAMBIEL,239.1,FN,2008,LAMBIEL,Stephane,LAMBIEL Stephane
Daisuke TAKAHASHI,238.94,FN,2008,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Evan LYSACEK,229.78,FN,2008,LYSACEK,Evan,LYSACEK Evan
Johnny WEIR,216.16,FN,2008,WEIR,Johnny,WEIR Johnny
Patrick CHAN,208.13,FN,2008,CHAN,Patrick,CHAN Patrick
Kevin VAN DER PERREN,189.52,FN,2008,VAN DER PERREN,Kevin,VAN DER PERREN Kevin
Tomas VERNER,232.67,EU,2008,VERNER,Tomas,VERNER Tomas
Stephane LAMBIEL,225.24,EU,2008,LAMBIEL,Stephane,LAMBIEL Stephane
Brian JOUBERT,219.45,EU,2008,JOUBERT,Brian,JOUBERT Brian
Sergei VORONOV,210.13,EU,2008,VORONOV,Sergei,VORONOV Sergei
Kevin VAN DER PERREN,199.57,EU,2008,VAN DER PERREN,Kevin,VAN DER PERREN Kevin
Adrian SCHULTHEISS,184.94,EU,2008,SCHULTHEISS,Adrian,SCHULTHEISS Adrian
Kristoffer BERNTSSON,182.45,EU,2008,BERNTSSON,Kristoffer,BERNTSSON Kristoffer
Andrei LUTAI,180.46,EU,2008,LUTAI,Andrei,LUTAI Andrei
Sergei DAVYDOV,179.9,EU,2008,DAVYDOV,Sergei,DAVYDOV Sergei
Alban PREAUBERT,178.63,EU,2008,PREAUBERT,Alban,PREAUBERT Alban
Gregor URBAS,176.57,EU,2008,URBAS,Gregor,URBAS Gregor
Yannick PONSERO,172.43,EU,2008,PONSERO,Yannick,PONSERO Yannick
Peter LIEBERS,165.14,EU,2008,LIEBERS,Peter,LIEBERS Peter
Clemens BRUMMER,163.81,EU,2008,BRUMMER,Clemens,BRUMMER Clemens
Karel ZELENKA,161.47,EU,2008,ZELENKA,Karel,ZELENKA Karel
Michal BREZINA,160.37,EU,2008,BREZINA,Michal,BREZINA Michal
Javier FERNANDEZ,154.1,EU,2008,FERNANDEZ,Javier,FERNANDEZ Javier
Alexandr KAZAKOV,151.98,EU,2008,KAZAKOV,Alexandr,KAZAKOV Alexandr
Paolo BACCHINI,151.39,EU,2008,BACCHINI,Paolo,BACCHINI Paolo
Vitali SAZONETS,150.78,EU,2008,SAZONETS,Vitali,SAZONETS Vitali
Konstantin TUPIKOV,149.8,EU,2008,TUPIKOV,Konstantin,TUPIKOV Konstantin
Moris PFEIFHOFER,144.32,EU,2008,PFEIFHOFER,Moris,PFEIFHOFER Moris
Manuel KOLL,132.02,EU,2008,KOLL,Manuel,KOLL Manuel
Josip GLUHAK,118.37,EU,2008,GLUHAK,Josip,GLUHAK Josip
Ruben BLOMMAERT,111.34,EU,2008,BLOMMAERT,Ruben,BLOMMAERT Ruben
Daisuke TAKAHASHI,264.41,4C,2008,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Jeffrey BUTTLE,234.02,4C,2008,BUTTLE,Jeffrey,BUTTLE Jeffrey
Evan LYSACEK,233.11,4C,2008,LYSACEK,Evan,LYSACEK Evan
Stephen CARRIERE,218.3,4C,2008,CARRIERE,Stephen,CARRIERE Stephen
Jeremy ABBOTT,206.4,4C,2008,ABBOTT,Jeremy,ABBOTT Jeremy
Chengjiang LI,197.98,4C,2008,LI,Chengjiang,LI Chengjiang
Vaughn CHIPEUR,196.57,4C,2008,CHIPEUR,Vaughn,CHIPEUR Vaughn
Takahiko KOZUKA,196.38,4C,2008,KOZUKA,Takahiko,KOZUKA Takahiko
Shawn SAWYER,187.18,4C,2008,SAWYER,Shawn,SAWYER Shawn
Jialiang WU,182.94,4C,2008,WU,Jialiang,WU Jialiang
Ming XU,169.17,4C,2008,XU,Ming,XU Ming
Kensuke NAKANIWA,167.37,4C,2008,NAKANIWA,Kensuke,NAKANIWA Kensuke
Abzal RAKIMGALIEV,138.88,4C,2008,RAKIMGALIEV,Abzal,RAKIMGALIEV Abzal
Tristan THODE,115.99,4C,2008,THODE,Tristan,THODE Tristan
Luis HERNANDEZ,112.05,4C,2008,HERNANDEZ,Luis,HERNANDEZ Luis
Justin PIETERSEN,111.16,4C,2008,PIETERSEN,Justin,PIETERSEN Justin
Nicholas FERNANDEZ,109.77,4C,2008,FERNANDEZ,Nicholas,FERNANDEZ Nicholas
Joel WATSON,109.03,4C,2008,WATSON,Joel,WATSON Joel
Kevin ALVES,108.12,4C,2008,ALVES,Kevin,ALVES Kevin
Robert MCNAMARA,102.23,4C,2008,MCNAMARA,Robert,MCNAMARA Robert
Humberto CONTRERAS,95.5,4C,2008,CONTRERAS,Humberto,CONTRERAS Humberto
Jeffrey BUTTLE,245.17,WR,2008,BUTTLE,Jeffrey,BUTTLE Jeffrey
Brian JOUBERT,231.22,WR,2008,JOUBERT,Brian,JOUBERT Brian
Johnny WEIR,221.84,WR,2008,WEIR,Johnny,WEIR Johnny
Daisuke TAKAHASHI,220.11,WR,2008,TAKAHASHI,Daisuke,TAKAHASHI Daisuke
Stephane LAMBIEL,217.88,WR,2008,LAMBIEL,Stephane,LAMBIEL Stephane
Kevin VAN DER PERREN,216.02,WR,2008,VAN DER PERREN,Kevin,VAN DER PERREN Kevin
Sergei VORONOV,209.93,WR,2008,VORONOV,Sergei,VORONOV Sergei
Takahiko KOZUKA,205.15,WR,2008,KOZUKA,Takahiko,KOZUKA Takahiko
Patrick CHAN,203.55,WR,2008,CHAN,Patrick,CHAN Patrick
Stephen CARRIERE,201.69,WR,2008,CARRIERE,Stephen,CARRIERE Stephen
Jeremy ABBOTT,197.26,WR,2008,ABBOTT,Jeremy,ABBOTT Jeremy
Sergei DAVYDOV,196.79,WR,2008,DAVYDOV,Sergei,DAVYDOV Sergei
Adrian SCHULTHEISS,194.39,WR,2008,SCHULTHEISS,Adrian,SCHULTHEISS Adrian
Kristoffer BERNTSSON,193.72,WR,2008,BERNTSSON,Kristoffer,BERNTSSON Kristoffer
Tomas VERNER,191.94,WR,2008,VERNER,Tomas,VERNER Tomas
Karel ZELENKA,187.65,WR,2008,ZELENKA,Karel,ZELENKA Karel
Gregor URBAS,187.48,WR,2008,URBAS,Gregor,URBAS Gregor
Yannick PONSERO,182.06,WR,2008,PONSERO,Yannick,PONSERO Yannick
Yasuharu NANRI,179.88,WR,2008,NANRI,Yasuharu,NANRI Yasuharu
Anton KOVALEVSKI,178.13,WR,2008,KOVALEVSKI,Anton,KOVALEVSKI Anton
Igor MACYPURA,169.93,WR,2008,MACYPURA,Igor,MACYPURA Igor
Jamal OTHMAN,164.02,WR,2008,OTHMAN,Jamal,OTHMAN Jamal
Chengjiang LI,155.75,WR,2008,LI,Chengjiang,LI Chengjiang
Abzal RAKIMGALIEV,149.92,WR,2008,RAKIMGALIEV,Abzal,RAKIMGALIEV Abzal
Takahiko KOZUKA,226.18,US,2009,KOZUKA,Takahiko,KOZUKA Takahiko
Johnny WEIR,225.2,US,2009,WEIR,Johnny,WEIR Johnny
Evan LYSACEK,223.21,US,2009,LYSACEK,Evan,LYSACEK Evan
Kevin REYNOLDS,204.89,US,2009,REYNOLDS,Kevin,REYNOLDS Kevin
Shawn SAWYER,199.98,US,2009,SAWYER,Shawn,SAWYER Shawn
Alexander USPENSKI,177.81,US,2009,USPENSKI,Alexander,USPENSKI Alexander
Adrian SCHULTHEISS,177.26,US,2009,SCHULTHEISS,Adrian,SCHULTHEISS Adrian
Adam RIPPON,174.82,US,2009,RIPPON,Adam,RIPPON Adam
Igor MACYPURA,169.61,US,2009,MACYPURA,Igor,MACYPURA Igor
Ian MARTINEZ,155.18,US,2009,MARTINEZ,Ian,MARTINEZ Ian
Patrick CHAN,215.45,CA,2009,CHAN,Patrick,CHAN Patrick
Ryan BRADLEY,212.75,CA,2009,BRADLEY,Ryan,BRADLEY Ryan
Evan LYSACEK,209.27,CA,2009,LYSACEK,Evan,LYSACEK Evan
Yannick PONSERO,208.97,CA,2009,PONSERO,Yannick,PONSERO Yannick
Shawn SAWYER,206.56,CA,2009,SAWYER,Shawn,SAWYER Shawn
Sergei VORONOV,201.59,CA,2009,VORONOV,Sergei,VORONOV Sergei
Brandon MROZ,192.23,CA,2009,MROZ,Brandon,MROZ Brandon
Yasuharu NANRI,177.84,CA,2009,NANRI,Yasuharu,NANRI Yasuharu
Anton KOVALEVSKI,170.61,CA,2009,KOVALEVSKI,Anton,KOVALEVSKI Anton
Jeremy TEN,169.79,CA,2009,TEN,Jeremy,TEN Jeremy
Vladimir USPENSKI,150.5,CA,2009,USPENSKI,Vladimir,USPENSKI Vladimir
Patrick CHAN,238.09,FR,2009,CHAN,Patrick,CHAN Patrick
Takahiko KOZUKA,230.78,FR,2009,KOZUKA,Takahiko,KOZUKA Takahiko
Alban PREAUBERT,222.44,FR,2009,PREAUBERT,Alban,PREAUBERT Alban
Brian JOUBERT,221.13,FR,2009,JOUBERT,Brian,JOUBERT Brian
Brandon MROZ,189.46,FR,2009,MROZ,Brandon,MROZ Brandon
Peter LIEBERS,176.88,FR,2009,LIEBERS,Peter,LIEBERS Peter
Ryan BRADLEY,175.62,FR,2009,BRADLEY,Ryan,BRADLEY Ryan
Jialiang WU,169.36,FR,2009,WU,Jialiang,WU Jialiang
Gregor URBAS,167.87,FR,2009,URBAS,Gregor,URBAS Gregor
Igor MACYPURA,165.2,FR,2009,MACYPURA,Igor,MACYPURA Igor
Andrei LUTAI,160.1,FR,2009,LUTAI,Andrei,LUTAI Andrei
Yoann DESLOT,156.68,FR,2009,DESLOT,Yoann,DESLOT Yoann
Brian JOUBERT,230.78,RU,2009,JOUBERT,Brian,JOUBERT Brian
Tomas VERNER,222.94,RU,2009,VERNER,Tomas,VERNER Tomas
Alban PREAUBERT,219.08,RU,2009,PREAUBERT,Alban,PREAUBERT Alban
Jeremy ABBOTT,217.48,RU,2009,ABBOTT,Jeremy,ABBOTT Jeremy
Adam RIPPON,207.93,RU,2009,RIPPON,Adam,RIPPON Adam
Kevin VAN DER PERREN,199.13,RU,2009,VAN DER PERREN,Kevin,VAN DER PERREN Kevin
Sergei VORONOV,190.31,RU,2009,VORONOV,Sergei,VORONOV Sergei
Kristoffer BERNTSSON,185.07,RU,2009,BERNTSSON,Kristoffer,BERNTSSON Kristoffer
Artem BORODULIN,180.04,RU,2009,BORODULIN,Artem,BORODULIN Artem
Alexander USPENSKI,174.24,RU,2009,USPENSKI,Alexander,USPENSKI Alexander
Chengjiang LI,163.6,RU,2009,LI,Chengjiang,LI Chengjiang
Vaughn CHIPEUR,161.49,RU,2009,CHIPEUR,Vaughn,CHIPEUR Vaughn
Jeremy ABBOTT,233.44,CN,2009,ABBOTT,Jeremy,ABBOTT Jeremy
Stephen CARRIERE,217.25,CN,2009,CARRIERE,Stephen,CARRIERE Stephen
Tomas VERNER,205.48,CN,2009,VERNER,Tomas,VERNER Tomas
Artem BORODULIN,191.38,CN,2009,BORODULIN,Artem,BORODULIN Artem
Vaughn CHIPEUR,187.5,CN,2009,CHIPEUR,Vaughn,CHIPEUR Vaughn
Jialiang WU,177.75,CN,2009,WU,Jialiang,WU Jialiang
Jeremy TEN,175.12,CN,2009,TEN,Jeremy,TEN Jeremy
Kristoffer BERNTSSON,173.93,CN,2009,BERNTSSON,Kristoffer,BERNTSSON Kristoffer
Song GAO,166.93,CN,2009,GAO,Song,GAO Song
Kensuke NAKANIWA,164.94,CN,2009,NAKANIWA,Kensuke,NAKANIWA Kensuke
Ming XU,157.28,CN,2009,XU,Ming,XU Ming
Nobunari ODA,236.18,JP,2009,ODA,Nobunari,ODA Nobunari
Johnny WEIR,224.42,JP,2009,WEIR,Johnny,WEIR Johnny
Yannick PONSERO,217.24,JP,2009,PONSERO,Yannick,PONSERO Yannick
Kevin REYNOLDS,199.74,JP,2009,REYNOLDS,Kevin,REYNOLDS Kevin
Takahito MURA,198.07,JP,2009,MURA,Takahito,MURA Takahito
Stephen CARRIERE,192.3,JP,2009,CARRIERE,Stephen,CARRIERE Stephen
Adrian SCHULTHEISS,177.75,JP,2009,SCHULTHEISS,Adrian,SCHULTHEISS Adrian
Yasuharu NANRI,167.73,JP,2009,NANRI,Yasuharu,NANRI Yasuharu
Andrei LUTAI,166.36,JP,2009,LUTAI,Andrei,LUTAI Andrei
Peter LIEBERS,165.9,JP,2009,LIEBERS,Peter,LIEBERS Peter
Anton KOVALEVSKI,157.94,JP,2009,KOVALEVSKI,Anton,KOVALEVSKI Anton
Jamal OTHMAN,157.9,JP,2009,OTHMAN,Jamal,OTHMAN Jamal
Jeremy ABBOTT,237.72,FN,2009,ABBOTT,Jeremy,ABBOTT Jeremy
Takahiko KOZUKA,224.63,FN,2009,KOZUKA,Takahiko,KOZUKA Takahiko
Johnny WEIR,215.5,FN,2009,WEIR,Johnny,WEIR Johnny
Tomas VERNER,206.65,FN,2009,VERNER,Tomas,VERNER Tomas
Patrick CHAN,205.16,FN,2009,CHAN,Patrick,CHAN Patrick
Brian JOUBERT,232.01,EU,2009,JOUBERT,Brian,JOUBERT Brian
Samuel CONTESTI,220.92,EU,2009,CONTESTI,Samuel,CONTESTI Samuel
Kevin VAN DER PERREN,219.36,EU,2009,VAN DER PERREN,Kevin,VAN DER PERREN Kevin
Yannick PONSERO,219.3,EU,2009,PONSERO,Yannick,PONSERO Yannick
Alban PREAUBERT,212.22,EU,2009,PREAUBERT,Alban,PREAUBERT Alban
Tomas VERNER,207.98,EU,2009,VERNER,Tomas,VERNER Tomas
Andrei LUTAI,200.57,EU,2009,LUTAI,Andrei,LUTAI Andrei
Kristoffer BERNTSSON,186.15,EU,2009,BERNTSSON,Kristoffer,BERNTSSON Kristoffer
Sergei VORONOV,184.96,EU,2009,VORONOV,Sergei,VORONOV Sergei
Michal BREZINA,183.19,EU,2009,BREZINA,Michal,BREZINA Michal
Javier FERNANDEZ,182.91,EU,2009,FERNANDEZ,Javier,FERNANDEZ Javier
Jamal OTHMAN,178.79,EU,2009,OTHMAN,Jamal,OTHMAN Jamal
Artem BORODULIN,175.99,EU,2009,BORODULIN,Artem,BORODULIN Artem
Ari-Pekka NURMENKARI,170.88,EU,2009,NURMENKARI,Ari-Pekka,NURMENKARI Ari-Pekka
Peter LIEBERS,170.85,EU,2009,LIEBERS,Peter,LIEBERS Peter
Igor MACYPURA,169.76,EU,2009,MACYPURA,Igor,MACYPURA Igor
Przemyslaw DOMANSKI,165.24,EU,2009,DOMANSKI,Przemyslaw,DOMANSKI Przemyslaw
Adrian SCHULTHEISS,164.27,EU,2009,SCHULTHEISS,Adrian,SCHULTHEISS Adrian
Anton KOVALEVSKI,164.03,EU,2009,KOVALEVSKI,Anton,KOVALEVSKI Anton
Clemens BRUMMER,159.58,EU,2009,BRUMMER,Clemens,BRUMMER Clemens
Gregor URBAS,157.98,EU,2009,URBAS,Gregor,URBAS Gregor
Alexander MAJOROV,152.03,EU,2009,MAJOROV,Alexander,MAJOROV Alexander
Boris MARTINEC,150.8,EU,2009,MARTINEC,Boris,MARTINEC Boris
Elliot HILTON,139.69,EU,2009,HILTON,Elliot,HILTON Elliot
CHAN Patrick,249.19,4C,2009,CHAN,Patrick,CHAN Patrick
