name,year,event,score
JOUBERT Brian,2009,EU,232.01
CONTESTI Samuel,2009,EU,220.92
VAN DER PERREN Kevin,2009,EU,219.36
PONSERO Yannick,2009,EU,219.3
PREAUBERT Alban,2009,EU,212.22
VERNER Tomas,2009,EU,207.98
LUTAI Andrei,2009,EU,200.57
BERNTSSON Kristoffer,2009,EU,186.15
VORONOV Sergei,2009,EU,184.96
BREZINA Michal,2009,EU,183.19
FERNANDEZ Javier,2009,EU,182.91
OTHMAN Jamal,2009,EU,178.79
BORODULIN Artem,2009,EU,175.99
NURMENKARI Ari-Pekka,2009,EU,170.88
LIEBERS Peter,2009,EU,170.85
MACYPURA Igor,2009,EU,169.76
DOMANSKI Przemyslaw,2009,EU,165.24
SCHULTHEISS Adrian,2009,EU,164.27
KOVALEVSKI Anton,2009,EU,164.03
BRUMMER Clemens,2009,EU,159.58
URBAS Gregor,2009,EU,157.98
MAJOROV Alexander,2009,EU,152.03
MARTINEC Boris,2009,EU,150.8
HILTON Elliot,2009,EU,139.69
CHAN Patrick,2009,4C,249.19
LYSACEK Evan,2009,4C,237.15
KOZUKA Takahiko,2009,4C,221.76
ODA Nobunari,2009,4C,220.26
ABBOTT Jeremy,2009,4C,216.94
CHIPEUR Vaughn,2009,4C,212.81
TEN Jeremy,2009,4C,207.27
MROZ Brandon,2009,4C,196.78
TEN Denis,2009,4C,184.82
WU Jialiang,2009,4C,182.92
LI Chengjiang,2009,4C,178.94
NANRI Yasuharu,2009,4C,157.91
GAO Song,2009,4C,155.45
RAKIMGALIEV Abzal,2009,4C,152.67
WEBSTER Mark,2009,4C,123.08
ALVES Kevin,2009,4C,121.97
HERNANDEZ Luis,2009,4C,118.7
MCNAMARA Robert,2009,4C,116.47
KIM Min-Seok,2009,4C,108.75
PIETERSEN Justin,2009,4C,106.26
FERNANDEZ Nicholas,2009,4C,105.54
PAO Charles Shou-San,2009,4C,96.37
CONTRERAS Humberto,2009,4C,96.1
SHIH Wun-Chang,2009,4C,96.04
LYSACEK Evan,2009,WR,242.23
CHAN Patrick,2009,WR,237.58
JOUBERT Brian,2009,WR,235.97
VERNER Tomas,2009,WR,231.71
CONTESTI Samuel,2009,WR,226.97
KOZUKA Takahiko,2009,WR,222.18
ODA Nobunari,2009,WR,218.16
TEN Denis,2009,WR,211.43
MROZ Brandon,2009,WR,207.19
LUTAI Andrei,2009,WR,204.99
ABBOTT Jeremy,2009,WR,204.67
CHIPEUR Vaughn,2009,WR,202.08
VORONOV Sergei,2009,WR,202.04
VAN DER PERREN Kevin,2009,WR,198.35
MURA Takahito,2009,WR,194.97
PONSERO Yannick,2009,WR,193.84
TEN Jeremy,2009,WR,193.16
SCHULTHEISS Adrian,2009,WR,186.43
FERNANDEZ Javier,2009,WR,183.55
BERNTSSON Kristoffer,2009,WR,182.31
URBAS Gregor,2009,WR,167.71
KOVALEVSKI Anton,2009,WR,165.73
DOMANSKI Przemyslaw,2009,WR,161.66
MACYPURA Igor,2009,WR,158.86
LYSACEK Evan,2010,US,237.72
SAWYER Shawn,2010,US,203.91
BRADLEY Ryan,2010,US,198.12
AMODIO Florent,2010,US,197.58
VERNER Tomas,2010,US,194.06
REYNOLDS Kevin,2010,US,190.23
SCHULTHEISS Adrian,2010,US,185.07
MROZ Brandon,2010,US,174.0
NANRI Yasuharu,2010,US,168.84
LUTAI Andrei,2010,US,167.79
WU Jialiang,2010,US,164.26
MACYPURA Igor,2010,US,144.02
ABBOTT Jeremy,2010,CA,232.99
TAKAHASHI Daisuke,2010,CA,231.31
PREAUBERT Alban,2010,CA,212.28
BREZINA Michal,2010,CA,202.32
CONTESTI Samuel,2010,CA,202.25
CHAN Patrick,2010,CA,198.77
TEN Denis,2010,CA,193.33
CARRIERE Stephen,2010,CA,188.31
MAHBANOOZADEH Armin,2010,CA,186.48
RUSSELL Joey,2010,CA,168.71
VAN DER PERREN Kevin,2010,CA,168.54
TEN Jeremy,2010,CA,148.96
ODA Nobunari,2010,FR,242.53
VERNER Tomas,2010,FR,229.96
RIPPON Adam,2010,FR,219.96
JOUBERT Brian,2010,FR,207.39
PONSERO Yannick,2010,FR,205.74
VORONOV Sergei,2010,FR,204.45
PREAUBERT Alban,2010,FR,189.63
YANG Chao,2010,FR,178.63
BRADLEY Ryan,2010,FR,177.65
LIEBERS Peter,2010,FR,176.52
FERNANDEZ Javier,2010,FR,170.16
CHIPEUR Vaughn,2010,FR,155.43
PLUSHENKO Evgeni,2010,RU,240.65
KOZUKA Takahiko,2010,RU,215.13
BORODULIN Artem,2010,RU,201.55
WEIR Johnny,2010,RU,198.55
VAN DER PERREN Kevin,2010,RU,189.33
SCHULTHEISS Adrian,2010,RU,185.02
MROZ Brandon,2010,RU,181.8
SAWYER Shawn,2010,RU,179.58
AMODIO Florent,2010,RU,171.65
TRETIAKOV Ivan,2010,RU,164.3
NURMENKARI Ari-Pekka,2010,RU,149.91
ODA Nobunari,2010,CN,239.58
LYSACEK Evan,2010,CN,232.17
VORONOV Sergei,2010,CN,220.39
CONTESTI Samuel,2010,CN,207.85
PONSERO Yannick,2010,CN,195.12
CARRIERE Stephen,2010,CN,195.08
YANG Chao,2010,CN,189.99
REYNOLDS Kevin,2010,CN,188.47
GUAN Jinlin,2010,CN,187.95
TEN Denis,2010,CN,182.63
MAHBANOOZADEH Armin,2010,CN,176.53
XU Ming,2010,CN,163.57
JOUBERT Brian,2010,JP,232.7
WEIR Johnny,2010,JP,217.7
BREZINA Michal,2010,JP,217.48
TAKAHASHI Daisuke,2010,JP,214.29
ABBOTT Jeremy,2010,JP,208.45
RIPPON Adam,2010,JP,197.61
KOZUKA Takahiko,2010,JP,186.0
BORODULIN Artem,2010,JP,181.62
MURAKAMI Daisuke,2010,JP,181.04
TEN Jeremy,2010,JP,178.87
CHIPEUR Vaughn,2010,JP,176.36
BERNTSSON Kristoffer,2010,JP,176.01
LYSACEK Evan,2010,FN,249.45
ODA Nobunari,2010,FN,243.36
WEIR Johnny,2010,FN,237.35
ABBOTT Jeremy,2010,FN,235.38
TAKAHASHI Daisuke,2010,FN,224.6
VERNER Tomas,2010,FN,192.32
PLUSHENKO Evgeni,2010,EU,255.39
LAMBIEL Stephane,2010,EU,238.54
JOUBERT Brian,2010,EU,236.45
BREZINA Michal,2010,EU,224.74
CONTESTI Samuel,2010,EU,221.33
PONSERO Yannick,2010,EU,219.52
PREAUBERT Alban,2010,EU,207.61
FERNANDEZ Javier,2010,EU,204.83
LINDEMANN Stefan,2010,EU,203.95
VERNER Tomas,2010,EU,203.18
VAN DER PERREN Kevin,2010,EU,195.48
SCHULTHEISS Adrian,2010,EU,188.79
KOVALEVSKI Anton,2010,EU,186.84
VORONOV Sergei,2010,EU,185.38
BERNTSSON Kristoffer,2010,EU,183.1
BACCHINI Paolo,2010,EU,181.42
PFEIFER Viktor,2010,EU,178.41
URBAS Gregor,2010,EU,163.84
KELEMEN Zoltan,2010,EU,161.1
HENDRICKX Jorik,2010,EU,161.06
RIPPON Adam,2010,4C,225.78
MACHIDA Tatsuki,2010,4C,217.48
REYNOLDS Kevin,2010,4C,212.99
MROZ Brandon,2010,4C,212.68
BRADLEY Ryan,2010,4C,212.19
SONG Nan,2010,4C,209.68
SAWYER Shawn,2010,4C,206.34
WU Jialiang,2010,4C,203.6
GUAN Jinlin,2010,4C,195.66
TEN Denis,2010,4C,172.65
RUSSELL Joey,2010,4C,171.44
NANRI Yasuharu,2010,4C,171.36
RAKIMGALIEV Abzal,2010,4C,156.91
KIM Min-Seok,2010,4C,153.09
NAKAMURA Kento,2010,4C,152.69
KUO Stephen Li-Chung,2010,4C,148.96
ALVES Kevin,2010,4C,130.76
WEBSTER Mark,2010,4C,129.73
PRECIOUS Matthew,2010,4C,127.09
SHIH Wun-Chang,2010,4C,101.87
LYSACEK Evan,2010,OL,257.67
PLUSHENKO Evgeni,2010,OL,256.36
TAKAHASHI Daisuke,2010,OL,247.23
LAMBIEL Stephane,2010,OL,246.72
CHAN Patrick,2010,OL,241.42
WEIR Johnny,2010,OL,238.87
ODA Nobunari,2010,OL,238.54
KOZUKA Takahiko,2010,OL,231.19
ABBOTT Jeremy,2010,OL,218.96
BREZINA Michal,2010,OL,216.73
TEN Denis,2010,OL,211.25
AMODIO Florent,2010,OL,210.3
BORODULIN Artem,2010,OL,210.16
FERNANDEZ Javier,2010,OL,206.68
SCHULTHEISS Adrian,2010,OL,200.44
JOUBERT Brian,2010,OL,200.22
PERREN K van derevin,2010,OL,189.84
CONTESTI Samuel,2010,OL,187.5
VERNER Tomas,2010,OL,184.74
BACCHINI Paolo,2010,OL,177.21
PFEIFER Viktor,2010,OL,175.93
LINDEMANN Stefan,2010,OL,171.98
CHIPEUR Vaughn,2010,OL,170.92
KOVALEVSKI Anton,2010,OL,165.9
TAKAHASHI Daisuke,2010,WR,257.7
CHAN Patrick,2010,WR,247.22
JOUBERT Brian,2010,WR,241.74
BREZINA Michal,2010,WR,236.06
ABBOTT Jeremy,2010,WR,232.1
RIPPON Adam,2010,WR,231.47
CONTESTI Samuel,2010,WR,218.66
VAN DER PERREN Kevin,2010,WR,218.43
SCHULTHEISS Adrian,2010,WR,218.26
KOZUKA Takahiko,2010,WR,216.73
REYNOLDS Kevin,2010,WR,216.58
FERNANDEZ Javier,2010,WR,215.66
TEN Denis,2010,WR,202.46
VORONOV Sergei,2010,WR,200.6
AMODIO Florent,2010,WR,197.25
KOVALEVSKI Anton,2010,WR,186.03
GUAN Jinlin,2010,WR,182.68
BRADLEY Ryan,2010,WR,179.24
KAZAKOV Alexandr,2010,WR,175.57
PFEIFER Viktor,2010,WR,170.79
RAKIMGALIEV Abzal,2010,WR,166.2
OTHMAN Jamal,2010,WR,156.41
KIM Min-Seok,2010,WR,149.31
NURMENKARI Ari-Pekka,2010,WR,148.34
TAKAHASHI Daisuke,2011,US,227.07
ODA Nobunari,2011,US,226.09
MAHBANOOZADEH Armin,2011,US,211.17
RIPPON Adam,2011,US,203.12
MURAKAMI Daisuke,2011,US,203.0
VAN DER PERREN Kevin,2011,US,194.63
SCHULTHEISS Adrian,2011,US,188.2
SAWYER Shawn,2011,US,186.62
CARRIERE Stephen,2011,US,184.2
SONG Nan,2011,US,180.1
TEN Denis,2011,US,176.11
PFEIFER Viktor,2011,US,162.47
CHAN Patrick,2011,CA,239.52
ODA Nobunari,2011,CA,236.52
RIPPON Adam,2011,CA,233.04
REYNOLDS Kevin,2011,CA,218.65
FERNANDEZ Javier,2011,CA,210.85
PREAUBERT Alban,2011,CA,209.05
GACHINSKI Artur,2011,CA,204.08
TEN Jeremy,2011,CA,191.86
NANRI Yasuharu,2011,CA,188.96
HOCHSTEIN Grant,2011,CA,181.65
BERNTSSON Kristoffer,2011,CA,175.84
BACCHINI Paolo,2011,CA,167.6
KOZUKA Takahiko,2011,FR,248.07
AMODIO Florent,2011,FR,229.38
MROZ Brandon,2011,FR,214.31
REYNOLDS Kevin,2011,FR,200.13
BESSEGHIER Chafik,2011,FR,185.69
SONG Nan,2011,FR,181.53
LIEBERS Peter,2011,FR,177.54
KOVALEVSKI Anton,2011,FR,173.92
KELEMEN Zoltan,2011,FR,161.7
VERNER Tomas,2011,RU,230.31
CHAN Patrick,2011,RU,227.21
ABBOTT Jeremy,2011,RU,217.21
CONTESTI Samuel,2011,RU,207.3
PREAUBERT Alban,2011,RU,204.68
GACHINSKI Artur,2011,RU,202.94
HANYU Yuzuru,2011,RU,202.66
TRETIAKOV Ivan,2011,RU,189.85
FERNANDEZ Javier,2011,RU,184.06
MENSHOV Konstantin,2011,RU,181.15
MACHIDA Tatsuki,2011,RU,177.01
KOVALEVSKI Anton,2011,RU,175.54
KOZUKA Takahiko,2011,CN,233.51
MROZ Brandon,2011,CN,216.8
VERNER Tomas,2011,CN,214.81
JOUBERT Brian,2011,CN,210.29
MACHIDA Tatsuki,2011,CN,200.95
CONTESTI Samuel,2011,CN,198.84
MINER Ross,2011,CN,197.13
GUAN Jinlin,2011,CN,196.92
LIEBERS Peter,2011,CN,175.94
WU Jialiang,2011,CN,172.56
CHEN Peitong,2011,CN,150.69
TAKAHASHI Daisuke,2011,JP,234.79
ABBOTT Jeremy,2011,JP,218.19
AMODIO Florent,2011,JP,213.77
HANYU Yuzuru,2011,JP,207.72
SAWYER Shawn,2011,JP,193.8
MURA Takahito,2011,JP,191.85
WU Jialiang,2011,JP,189.58
VAN DER PERREN Kevin,2011,JP,189.41
MINER Ross,2011,JP,186.62
SCHULTHEISS Adrian,2011,JP,181.47
TEN Jeremy,2011,JP,176.48
TEN Denis,2011,JP,171.68
CHAN Patrick,2011,FN,259.75
ODA Nobunari,2011,FN,242.81
KOZUKA Takahiko,2011,FN,237.79
TAKAHASHI Daisuke,2011,FN,219.77
VERNER Tomas,2011,FN,213.64
AMODIO Florent,2011,FN,201.9
AMODIO Florent,2011,EU,226.86
JOUBERT Brian,2011,EU,223.01
VERNER Tomas,2011,EU,222.6
VAN DER PERREN Kevin,2011,EU,216.59
GACHINSKI Artur,2011,EU,216.07
CONTESTI Samuel,2011,EU,204.88
MENSHOV Konstantin,2011,EU,202.62
BREZINA Michal,2011,EU,201.39
FERNANDEZ Javier,2011,EU,199.65
PREAUBERT Alban,2011,EU,196.15
LIEBERS Peter,2011,EU,189.0
BACCHINI Paolo,2011,EU,178.34
SCHULTHEISS Adrian,2011,EU,178.19
BERNTSSON Kristoffer,2011,EU,172.58
KOVALEVSKI Anton,2011,EU,169.33
HENDRICKX Jorik,2011,EU,168.39
LUCINE Kim,2011,EU,167.97
PFEIFER Viktor,2011,EU,164.83
RAYA Javier,2011,EU,164.68
WIECZOREK Denis,2011,EU,163.6
KELEMEN Zoltan,2011,EU,160.5
ALVAREZ Laurent,2011,EU,159.45
SHIPOV Maxim,2011,EU,158.28
WALKER Stephane,2011,EU,137.64
TAKAHASHI Daisuke,2011,4C,244.0
HANYU Yuzuru,2011,4C,228.01
ABBOTT Jeremy,2011,4C,225.71
KOZUKA Takahiko,2011,4C,223.52
RIPPON Adam,2011,4C,210.01
GUAN Jinlin,2011,4C,201.98
MAHBANOOZADEH Armin,2011,4C,200.67
WU Jialiang,2011,4C,199.78
SONG Nan,2011,4C,195.13
SAWYER Shawn,2011,4C,192.94
REYNOLDS Kevin,2011,4C,191.55
GE Misha,2011,4C,182.06
RAKIMGALIEV Abzal,2011,4C,180.75
RUSSELL Joey,2011,4C,171.18
KIM Min-Seok,2011,4C,168.59
WEBSTER Mark,2011,4C,143.54
JU Jordan,2011,4C,134.33
KERRY Brendan,2011,4C,125.64
SHIH Wun-Chang,2011,4C,120.96
KUO Stephen Li-Chung,2011,4C,117.96
CHAN Patrick,2011,WR,280.98
KOZUKA Takahiko,2011,WR,258.41
GACHINSKI Artur,2011,WR,241.86
BREZINA Michal,2011,WR,233.61
TAKAHASHI Daisuke,2011,WR,232.97
ODA Nobunari,2011,WR,232.5
AMODIO Florent,2011,WR,229.68
JOUBERT Brian,2011,WR,227.67
DORNBUSH Richard,2011,WR,222.42
FERNANDEZ Javier,2011,WR,218.26
MINER Ross,2011,WR,217.93
VERNER Tomas,2011,WR,216.87
BRADLEY Ryan,2011,WR,212.71
TEN Denis,2011,WR,209.99
LIEBERS Peter,2011,WR,205.59
KOVALEVSKI Anton,2011,WR,201.64
VAN DER PERREN Kevin,2011,WR,197.1
CONTESTI Samuel,2011,WR,196.4
HENDRICKX Jorik,2011,WR,188.24
REYNOLDS Kevin,2011,WR,187.23
BACCHINI Paolo,2011,WR,183.13
SONG Nan,2011,WR,176.09
LUCINE Kim,2011,WR,171.93
RUSSELL Joey,2011,WR,168.73
BREZINA Michal,2012,US,216.0
VAN DER PERREN Kevin,2012,US,212.48
KOZUKA Takahiko,2012,US,212.09
DORNBUSH Richard,2012,US,202.27
TEN Denis,2012,US,197.98
MURAKAMI Daisuke,2012,US,193.32
RAZZANO Douglas,2012,US,192.95
CONTESTI Samuel,2012,US,190.2
AMODIO Florent,2012,US,187.6
MAHBANOOZADEH Armin,2012,US,179.07
CHAN Patrick,2012,CA,253.74
FERNANDEZ Javier,2012,CA,250.33
TAKAHASHI Daisuke,2012,CA,237.87
RIPPON Adam,2012,CA,217.97
TEN Denis,2012,CA,212.39
MINER Ross,2012,CA,202.36
ROGOZINE Andrei,2012,CA,193.4
VAN DER PERREN Kevin,2012,CA,179.21
MAJOROV Alexander,2012,CA,177.84
BALDE Elladj,2012,CA,151.57
CHAN Patrick,2012,FR,240.6
SONG Nan,2012,FR,224.1
BREZINA Michal,2012,FR,218.6
RIPPON Adam,2012,FR,217.89
AMODIO Florent,2012,FR,201.34
MAJOROV Alexander,2012,FR,190.6
ODA Nobunari,2012,FR,167.2
PONSART Romain,2012,FR,160.45
BESSEGHIER Chafik,2012,FR,160.39
HANYU Yuzuru,2012,RU,241.66
FERNANDEZ Javier,2012,RU,241.63
ABBOTT Jeremy,2012,RU,229.08
BREZINA Michal,2012,RU,226.35
GACHINSKI Artur,2012,RU,221.43
ROGOZINE Andrei,2012,RU,197.85
VORONOV Sergei,2012,RU,197.19
MENSHOV Konstantin,2012,RU,192.68
MROZ Brandon,2012,RU,185.49
ABBOTT Jeremy,2012,CN,228.49
ODA Nobunari,2012,CN,227.11
SONG Nan,2012,CN,226.75
HANYU Yuzuru,2012,CN,226.53
GACHINSKI Artur,2012,CN,222.54
DORNBUSH Richard,2012,CN,205.27
REYNOLDS Kevin,2012,CN,204.41
WU Jialiang,2012,CN,182.49
TAKAHASHI Daisuke,2012,JP,259.75
KOZUKA Takahiko,2012,JP,235.02
MINER Ross,2012,JP,212.36
CONTESTI Samuel,2012,JP,209.69
VERNER Tomas,2012,JP,196.63
MENSHOV Konstantin,2012,JP,195.88
MACHIDA Tatsuki,2012,JP,195.45
MAHBANOOZADEH Armin,2012,JP,185.58
MROZ Brandon,2012,JP,184.83
CHAN Patrick,2012,FN,260.3
TAKAHASHI Daisuke,2012,FN,249.12
FERNANDEZ Javier,2012,FN,247.55
HANYU Yuzuru,2012,FN,245.82
ABBOTT Jeremy,2012,FN,238.82
BREZINA Michal,2012,FN,218.98
PLUSHENKO Evgeni,2012,EU,261.23
GACHINSKI Artur,2012,EU,246.27
AMODIO Florent,2012,EU,234.18
BREZINA Michal,2012,EU,229.3
VERNER Tomas,2012,EU,225.36
FERNANDEZ Javier,2012,EU,222.26
CONTESTI Samuel,2012,EU,212.32
JOUBERT Brian,2012,EU,207.83
HENDRICKX Jorik,2012,EU,204.63
VORONOV Sergei,2012,EU,195.89
MAJOROV Alexander,2012,EU,193.18
BESSEGHIER Chafik,2012,EU,181.85
LUCINE Kim,2012,EU,179.33
KELEMEN Zoltan,2012,EU,178.02
LIEBERS Peter,2012,EU,176.75
BACCHINI Paolo,2012,EU,170.11
FENTZ Paul,2012,EU,169.4
PFEIFER Viktor,2012,EU,168.92
CIEPLUCHA Maciej,2012,EU,166.86
STRID Justus,2012,EU,156.33
IGNATENKO Dmitri,2012,EU,154.88
BYCHENKO Alexei,2012,EU,141.19
ROMANENKOV Viktor,2012,EU,135.09
CHAN Patrick,2012,4C,273.94
TAKAHASHI Daisuke,2012,4C,244.33
MINER Ross,2012,4C,223.23
RIPPON Adam,2012,4C,221.55
MURA Takahito,2012,4C,217.16
TEN Denis,2012,4C,210.03
MACHIDA Tatsuki,2012,4C,208.04
REYNOLDS Kevin,2012,4C,203.26
GE Misha,2012,4C,196.53
GUAN Jinlin,2012,4C,196.53
SONG Nan,2012,4C,190.51
CALUZA Christopher,2012,4C,172.6
DORNBUSH Richard,2012,4C,164.29
TEN Jeremy,2012,4C,159.22
KIM Min-Seok,2012,4C,157.14
WU Jialiang,2012,4C,156.62
KAM Alex Kang Chan,2012,4C,154.07
RAKIMGALIEV Abzal,2012,4C,153.63
KERRY Brendan,2012,4C,144.26
WEBSTER Mark,2012,4C,138.87
JU Jordan,2012,4C,134.97
MANELLA Luiz,2012,4C,133.07
ALVES Kevin,2012,4C,132.94
FERNANDEZ Nicholas,2012,4C,131.76
CHAN Patrick,2012,WR,266.11
TAKAHASHI Daisuke,2012,WR,259.66
HANYU Yuzuru,2012,WR,251.06
JOUBERT Brian,2012,WR,244.58
AMODIO Florent,2012,WR,243.03
BREZINA Michal,2012,WR,239.55
TEN Denis,2012,WR,229.7
ABBOTT Jeremy,2012,WR,226.19
FERNANDEZ Javier,2012,WR,225.87
CONTESTI Samuel,2012,WR,224.89
KOZUKA Takahiko,2012,WR,218.63
REYNOLDS Kevin,2012,WR,217.2
RIPPON Adam,2012,WR,216.63
SONG Nan,2012,WR,216.33
VAN DER PERREN Kevin,2012,WR,214.04
VERNER Tomas,2012,WR,210.66
VORONOV Sergei,2012,WR,210.04
GACHINSKI Artur,2012,WR,205.06
GE Misha,2012,WR,186.41
LIEBERS Peter,2012,WR,184.13
CALUZA Christopher,2012,WR,184.1
PFEIFER Viktor,2012,WR,182.54
LUCINE Kim,2012,WR,181.37
RAYA Javier,2012,WR,167.48
KOZUKA Takahiko,2013,US,251.44
HANYU Yuzuru,2013,US,243.74
MACHIDA Tatsuki,2013,US,229.95
MENSHOV Konstantin,2013,US,212.53
ABBOTT Jeremy,2013,US,211.35
BREZINA Michal,2013,US,209.67
MAHBANOOZADEH Armin,2013,US,203.65
VERNER Tomas,2013,US,197.36
RAZZANO Douglas,2013,US,187.73
MAJOROV Alexander,2013,US,182.42
FERNANDEZ Javier,2013,CA,253.94
CHAN Patrick,2013,CA,243.43
ODA Nobunari,2013,CA,238.34
AMODIO Florent,2013,CA,218.72
MINER Ross,2013,CA,213.6
TEN Denis,2013,CA,203.7
BALDE Elladj,2013,CA,199.94
MURA Takahito,2013,CA,199.74
GACHINSKI Artur,2013,CA,199.58
FIRUS Liam,2013,CA,169.67
MURA Takahito,2013,FR,230.68
ABBOTT Jeremy,2013,FR,227.63
AMODIO Florent,2013,FR,214.25
JOUBERT Brian,2013,FR,210.16
SONG Nan,2013,FR,205.48
GUAN Jinlin,2013,FR,191.99
BESSEGHIER Chafik,2013,FR,183.32
VERNER Tomas,2013,FR,181.72
CHAN Patrick,2013,RU,262.35
KOZUKA Takahiko,2013,RU,229.99
BREZINA Michal,2013,RU,224.56
MENSHOV Konstantin,2013,RU,223.72
ODA Nobunari,2013,RU,217.92
DORNBUSH Richard,2013,RU,210.89
GACHINSKI Artur,2013,RU,209.84
BUSH Zhan,2013,RU,199.37
TEN Denis,2013,RU,177.77
MACHIDA Tatsuki,2013,CN,236.92
TAKAHASHI Daisuke,2013,CN,231.75
VORONOV Sergei,2013,CN,217.61
RIPPON Adam,2013,CN,205.48
REYNOLDS Kevin,2013,CN,202.07
WANG Yi,2013,CN,188.27
GUAN Jinlin,2013,CN,171.04
HANYU Yuzuru,2013,JP,261.03
TAKAHASHI Daisuke,2013,JP,251.51
MINER Ross,2013,JP,235.37
FERNANDEZ Javier,2013,JP,232.78
DORNBUSH Richard,2013,JP,217.56
REYNOLDS Kevin,2013,JP,216.26
VORONOV Sergei,2013,JP,214.88
RIPPON Adam,2013,JP,210.47
ROGOZINE Andrei,2013,JP,182.39
TAKAHASHI Daisuke,2013,FN,269.4
HANYU Yuzuru,2013,FN,264.29
CHAN Patrick,2013,FN,258.66
FERNANDEZ Javier,2013,FN,258.62
KOZUKA Takahiko,2013,FN,253.27
MACHIDA Tatsuki,2013,FN,198.63
FERNANDEZ Javier,2013,EU,274.87
AMODIO Florent,2013,EU,250.53
BREZINA Michal,2013,EU,243.52
JOUBERT Brian,2013,EU,232.47
KOVTUN Maxim,2013,EU,226.57
MAJOROV Alexander,2013,EU,211.88
VORONOV Sergei,2013,EU,210.18
PFEIFER Viktor,2013,EU,194.77
BESSEGHIER Chafik,2013,EU,189.67
LIEBERS Peter,2013,EU,187.96
VERNER Tomas,2013,EU,177.41
LUCINE Kim,2013,EU,175.61
IGNATENKO Pavel,2013,EU,171.18
BYCHENKO Alexei,2013,EU,171.12
GODOROZHA Yakov,2013,EU,170.29
RAYA Javier,2013,EU,169.58
ROMANENKOV Viktor,2013,EU,167.98
KELEMEN Zoltan,2013,EU,167.33
CIEPLUCHA Maciej,2013,EU,167.29
WALKER Stephane,2013,EU,163.11
STRID Justus,2013,EU,160.08
ATANASSOV Manol,2013,EU,133.21
REYNOLDS Kevin,2013,4C,250.55
HANYU Yuzuru,2013,4C,246.38
YAN Han,2013,4C,235.22
AARON Max,2013,4C,234.65
DORNBUSH Richard,2013,4C,234.04
SONG Nan,2013,4C,228.46
TAKAHASHI Daisuke,2013,4C,222.77
MURA Takahito,2013,4C,218.08
MINER Ross,2013,4C,214.36
ROGOZINE Andrei,2013,4C,201.99
GE Misha,2013,4C,201.71
TEN Denis,2013,4C,197.26
WANG Yi,2013,4C,195.01
CALUZA Christopher,2013,4C,186.79
RAKIMGALIEV Abzal,2013,4C,185.81
MARTINEZ Michael Christian,2013,4C,178.08
LEE June Hyoung,2013,4C,176.39
BALDE Elladj,2013,4C,176.33
KIM Jinseo,2013,4C,171.01
KIM Min-Seok,2013,4C,137.63
KERRY Brendan,2013,4C,134.26
JU Jordan,2013,4C,121.11
KRANJEC David,2013,4C,115.82
CHAN Patrick,2013,WR,267.78
TEN Denis,2013,WR,266.48
FERNANDEZ Javier,2013,WR,249.06
HANYU Yuzuru,2013,WR,244.99
REYNOLDS Kevin,2013,WR,239.98
TAKAHASHI Daisuke,2013,WR,239.03
AARON Max,2013,WR,238.36
MURA Takahito,2013,WR,234.18
JOUBERT Brian,2013,WR,232.26
BREZINA Michal,2013,WR,229.0
LIEBERS Peter,2013,WR,216.84
AMODIO Florent,2013,WR,216.83
ROGOZINE Andrei,2013,WR,216.6
MINER Ross,2013,WR,211.9
SONG Nan,2013,WR,207.68
GE Misha,2013,WR,207.5
KOVTUN Maxim,2013,WR,207.4
MAJOROV Alexander,2013,WR,204.29
HENDRICKX Jorik,2013,WR,192.19
PFEIFER Viktor,2013,WR,189.44
VERNER Tomas,2013,WR,180.5
ROMANENKOV Viktor,2013,WR,177.09
GODOROZHA Yakov,2013,WR,174.98
STRID Justus,2013,WR,165.23
MACHIDA Tatsuki,2014,US,265.38
RIPPON Adam,2014,US,241.24
AARON Max,2014,US,238.36
TAKAHASHI Daisuke,2014,US,236.21
BROWN Jason,2014,US,231.03
KOZUKA Takahiko,2014,US,230.95
MAJOROV Alexander,2014,US,208.72
GACHINSKI Artur,2014,US,208.16
CHAN Patrick,2014,CA,262.03
HANYU Yuzuru,2014,CA,234.8
ODA Nobunari,2014,CA,233.0
BREZINA Michal,2014,CA,218.32
FARRIS Joshua,2014,CA,216.72
ABBOTT Jeremy,2014,CA,215.95
BALDE Elladj,2014,CA,205.19
ROGOZINE Andrei,2014,CA,197.35
MINER Ross,2014,CA,196.89
MURA Takahito,2014,CA,188.53
CHAN Patrick,2014,FR,295.27
HANYU Yuzuru,2014,FR,263.59
BROWN Jason,2014,FR,243.09
YAN Han,2014,FR,214.23
BREZINA Michal,2014,FR,206.22
SONG Nan,2014,FR,204.73
AMODIO Florent,2014,FR,191.13
MAJOROV Alexander,2014,FR,180.62
MACHIDA Tatsuki,2014,RU,257.0
KOVTUN Maxim,2014,RU,240.34
FERNANDEZ Javier,2014,RU,226.99
MENSHOV Konstantin,2014,RU,223.03
DORNBUSH Richard,2014,RU,215.45
GACHINSKI Artur,2014,RU,211.49
LIEBERS Peter,2014,RU,197.65
GE Misha,2014,RU,190.28
YAN Han,2014,CN,245.62
KOVTUN Maxim,2014,CN,238.65
KOZUKA Takahiko,2014,CN,226.92
TEN Denis,2014,CN,224.8
DORNBUSH Richard,2014,CN,218.57
AMODIO Florent,2014,CN,213.39
LIEBERS Peter,2014,CN,200.8
SONG Nan,2014,CN,196.8
WANG Yi,2014,CN,185.22
TAKAHASHI Daisuke,2014,JP,268.31
