name,year,event,score
SAMOHIN Daniel,2018,WR,214.01
YEE Julian Zhi Jie,2018,WR,209.03
CARRILLO Donovan,2018,WR,200.76
HAYRAPETYAN Slavik,2018,WR,199.72
HARRIS Phillip,2018,WR,187.69
CHEN Nathan,2019,US,280.57
BREZINA Michal,2019,US,239.51
VORONOV Sergei,2019,US,226.44
RIZZO Matteo,2019,US,225.81
ZHOU Vincent,2019,US,225.75
NGUYEN Nam,2019,US,212.99
YEE Julian Zhi Jie,2019,US,207.51
KVITELASHVILI Moris,2019,US,205.12
BYCHENKO Alexei,2019,US,197.47
PONSART Romain,2019,US,187.92
REYNOLDS Kevin,2019,US,185.63
MA Jimmy,2019,US,185.06
UNO Shoma,2019,CA,277.25
MESSING Keegan,2019,CA,265.17
CHA Junhwan,2019,CA,254.77
SAMARIN Alexander,2019,CA,248.78
NGUYEN Nam,2019,CA,240.94
BROWN Jason,2019,CA,234.97
AYMOZ Kevin,2019,CA,230.09
SAMOHIN Daniel,2019,CA,225.89
TOMONO Kazuki,2019,CA,220.83
MAJOROV Alexander,2019,CA,220.3
KERRY Brendan,2019,CA,220.08
SADOVSKY Roman,2019,CA,210.6
CHEN Nathan,2019,FR,271.58
BROWN Jason,2019,FR,256.33
SAMARIN Alexander,2019,FR,247.09
ALIEV Dmitri,2019,FR,237.82
AYMOZ Kevin,2019,FR,231.16
PONSART Romain,2019,FR,229.86
VASILJEVS Deniss,2019,FR,221.26
TANAKA Keiji,2019,FR,216.32
JIN Boyang,2019,FR,208.89
SAMOHIN Daniel,2019,FR,205.99
HANYU Yuzuru,2019,RU,278.42
KVITELASHVILI Moris,2019,RU,248.58
TOMONO Kazuki,2019,RU,238.73
KOLYADA Mikhail,2019,RU,225.42
MESSING Keegan,2019,RU,220.75
FENTZ Paul,2019,RU,220.57
LAZUKIN Andrei,2019,RU,215.78
KRASNOZHON Alexei,2019,RU,208.01
MAJOROV Alexander,2019,RU,205.59
KERRY Brendan,2019,RU,197.59
DMITRIEV Artur,2019,RU,189.58
YEE Julian Zhi Jie,2019,RU,178.71
UNO Shoma,2019,JP,276.45
VORONOV Sergei,2019,JP,254.28
RIZZO Matteo,2019,JP,224.71
ZHOU Vincent,2019,JP,223.42
ALIEV Dmitri,2019,JP,219.52
YAMAMOTO Sota,2019,JP,213.4
JOHNSON Alexander,2019,JP,199.75
VASILJEVS Deniss,2019,JP,197.6
LEE June Hyoung,2019,JP,188.26
SATO Hiroaki,2019,JP,185.18
REYNOLDS Kevin,2019,JP,182.67
PANIOT Yaroslav,2019,JP,173.64
HANYU Yuzuru,2019,FI,297.12
BREZINA Michal,2019,FI,257.98
CHA Junhwan,2019,FI,243.19
KOLYADA Mikhail,2019,FI,238.79
JIN Boyang,2019,FI,227.28
LAZUKIN Andrei,2019,FI,218.22
KRASNOZHON Alexei,2019,FI,211.03
TANAKA Keiji,2019,FI,206.82
BYCHENKO Alexei,2019,FI,202.33
HARRIS Phillip,2019,FI,182.66
VIRTANEN Valtter,2019,FI,154.74
CHEN Nathan,2019,FN,282.42
UNO Shoma,2019,FN,275.1
CHA Junhwan,2019,FN,263.49
BREZINA Michal,2019,FN,255.26
MESSING Keegan,2019,FN,236.05
VORONOV Sergei,2019,FN,226.44
FERNANDEZ Javier,2019,EU,271.59
SAMARIN Alexander,2019,EU,269.84
RIZZO Matteo,2019,EU,247.08
AYMOZ Kevin,2019,EU,246.34
KOLYADA Mikhail,2019,EU,240.87
GRASSL Daniel,2019,EU,236.7
BREZINA Michal,2019,EU,234.25
MAJOROV Alexander,2019,EU,225.38
BYCHENKO Alexei,2019,EU,220.5
KVITELASHVILI Moris,2019,EU,219.79
VASILJEVS Deniss,2019,EU,219.5
SIAO HIM FA Adam,2019,EU,218.06
SAMOHIN Daniel,2019,EU,217.17
KOVTUN Maxim,2019,EU,216.18
FENTZ Paul,2019,EU,209.96
LITVINTSEV Vladimir,2019,EU,204.28
SELEVKO Aleksandr,2019,EU,195.13
ODDVOLL BOE Sondre,2019,EU,192.01
BELOHRADSKY Matyas,2019,EU,191.22
MAIERHOFER Luc,2019,EU,189.0
NEWBERRY Graham,2019,EU,188.62
SHMURATKO Ivan,2019,EU,178.29
MAYSURADZE Irakli,2019,EU,174.43
LEWTON BRAIN Davide,2019,EU,173.61
UNO Shoma,2019,4C,289.12
JIN Boyang,2019,4C,273.51
ZHOU Vincent,2019,4C,272.22
MESSING Keegan,2019,4C,267.61
BROWN Jason,2019,4C,258.89
CHA Junhwan,2019,4C,255.83
TANAKA Keiji,2019,4C,251.54
HIWATASHI Tomoki,2019,4C,236.79
KERRY Brendan,2019,4C,224.44
NGUYEN Nam,2019,4C,216.49
NADEAU Nicolas,2019,4C,209.65
TOMONO Kazuki,2019,4C,206.41
DODDS Andrew,2019,4C,191.4
LEE June Hyoung,2019,4C,188.1
LEE Sihyeong,2019,4C,183.98
ZHANG He,2019,4C,179.89
CARRILLO Donovan,2019,4C,174.7
TANG Micah,2019,4C,174.59
LYNETTE Micah Kai,2019,4C,174.44
YEE Julian Zhi Jie,2019,4C,174.1
WONG Harrison Jon-Yen,2019,4C,148.54
IP Leslie,2019,4C,146.6
MANKO Nikita,2019,4C,138.4
WEBSTER Mark,2019,4C,126.41
