name,score,event,year
Anna POGORILAYA,178.62,CN,2014
Adelina SOTNIKOVA,174.7,CN,2014
Carolina KOSTNER,173.4,CN,2014
Kanako MURAKAMI,165.95,CN,2014
Nikol GOSVIANI,152.04,CN,2014
Haruka IMAI,150.3,CN,2014
Agnes ZAWADZKI,147.64,CN,2014
Kexin ZHANG,144.88,CN,2014
Xiaowen GUO,139.5,CN,2014
Zijun LI,138.98,CN,2014
Mao ASADA,207.59,JP,2014
Elena RADIONOVA,191.81,JP,2014
Akiko SUZUKI,179.32,JP,2014
Gracie GOLD,177.81,JP,2014
Satoko MIYAHARA,170.21,JP,2014
Valentina MARCHEI,168.95,JP,2014
Alena LEONOVA,161.94,JP,2014
Mirai NAGASU,141.71,JP,2014
Elene GEDEVANISHVILI,129.24,JP,2014
Mao ASADA,204.02,FN,2014
Julia LIPNITSKAIA,192.07,FN,2014
Ashley WAGNER,187.61,FN,2014
Elena RADIONOVA,183.02,FN,2014
Adelina SOTNIKOVA,173.3,FN,2014
Anna POGORILAYA,171.88,FN,2014
Julia LIPNITSKAIA,209.72,EU,2014
Adelina SOTNIKOVA,202.36,EU,2014
Carolina KOSTNER,191.39,EU,2014
Alena LEONOVA,178.15,EU,2014
Mae Berenice MEITE,173.37,EU,2014
Valentina MARCHEI,165.25,EU,2014
Elena GLEBOVA,155.71,EU,2014
Nathalie WEINZIERL,151.88,EU,2014
Joshi HELGESSON,146.45,EU,2014
Elene GEDEVANISHVILI,141.82,EU,2014
Roberta RODEGHIERO,141.25,EU,2014
Juulia TURKKILA,140.31,EU,2014
Laurine LECAVELIER,139.42,EU,2014
Viktoria HELGESSON,138.73,EU,2014
Eliska BREZINOVA,130.35,EU,2014
Isabelle OLSSON,129.39,EU,2014
Nicole RAJICOVA,128.25,EU,2014
Inga JANULEVICIUTE,126.2,EU,2014
Anne Line GJERSEM,125.58,EU,2014
Kaat VAN DAELE,123.05,EU,2014
Agata KRYGER,119.52,EU,2014
Marta GARCIA,118.11,EU,2014
Natalia POPOVA,112.26,EU,2014
Jenna MCCORKELL,110.19,EU,2014
Kanako MURAKAMI,196.91,4C,2014
Satoko MIYAHARA,186.53,4C,2014
Zijun LI,181.56,4C,2014
Haruka IMAI,175.4,4C,2014
Courtney HICKS,169.99,4C,2014
Hae Jin KIM,166.84,4C,2014
Alaine CHARTRAND,165.19,4C,2014
Samantha CESARIO,164.87,4C,2014
So Youn PARK,162.71,4C,2014
Mirai NAGASU,159.78,4C,2014
Kexin ZHANG,157.57,4C,2014
Amelie LACOSTE,156.17,4C,2014
Veronik MALLET,154.03,4C,2014
Brooklee HAN,150.17,4C,2014
Ziquan ZHAO,142.32,4C,2014
Tae Kyung KIM,132.84,4C,2014
Alisson Krystle PERTICHETO,114.95,4C,2014
Ami PAREKH,110.66,4C,2014
Reyna HAMUI,110.26,4C,2014
Crystal KIANG,103.26,4C,2014
Lejeanne MARAIS,98.93,4C,2014
SOTNIKOVA Adelina,224.59,OL,2014
KIM Yuna,219.11,OL,2014
KOSTNER Carolina,216.73,OL,2014
GOLD Gracie,205.53,OL,2014
LIPNITSKAYA Yulia,200.57,OL,2014
ASADA Mao,198.22,OL,2014
WAGNER Ashley,193.2,OL,2014
SUZUKI Akiko,186.32,OL,2014
EDMUNDS Polina,183.25,OL,2014
MEITE Mae Berenice,174.53,OL,2014
MARCHEI Valentina,173.33,OL,2014
MURAKAMI Kanako,170.98,OL,2014
OSMOND Kaetlyn,168.98,OL,2014
LI Zijun,168.3,OL,2014
ZHANG Kexin,154.21,OL,2014
KIM Haejin,149.48,OL,2014
DALEMAN Gabrielle,148.44,OL,2014
WEINZIERL Nathalie,147.36,OL,2014
GEDEVANISHVILI Elene,147.15,OL,2014
HAN Brooklee,143.84,OL,2014
PARK So Youn,142.97,OL,2014
UKOLOVA Elizaveta,136.42,OL,2014
GJERSEM Anne Line,134.54,OL,2014
RAJICOVA Nicole,125.0,OL,2014
Mao ASADA,216.69,WR,2014
Julia LIPNITSKAIA,207.5,WR,2014
Carolina KOSTNER,203.83,WR,2014
Anna POGORILAYA,197.5,WR,2014
Gracie GOLD,194.58,WR,2014
Akiko SUZUKI,193.72,WR,2014
Ashley WAGNER,193.16,WR,2014
Polina EDMUNDS,187.5,WR,2014
So Youn PARK,176.61,WR,2014
Kanako MURAKAMI,172.44,WR,2014
Kaetlyn OSMOND,170.64,WR,2014
Nathalie WEINZIERL,167.72,WR,2014
Gabrielle DALEMAN,164.78,WR,2014
Joshi HELGESSON,162.91,WR,2014
Mae Berenice MEITE,158.72,WR,2014
Valentina MARCHEI,157.64,WR,2014
Zijun LI,150.34,WR,2014
Eliska BREZINOVA,145.15,WR,2014
Brooklee HAN,144.28,WR,2014
Anna OVCHAROVA,143.22,WR,2014
Natalia POPOVA,135.05,WR,2014
Anne Line GJERSEM,130.03,WR,2014
Hae Jin KIM,129.82,WR,2014
Elena RADIONOVA,195.47,US,2015
Elizaveta TUKTAMYSHEVA,189.62,US,2015
Gracie GOLD,179.38,US,2015
Samantha CESARIO,174.58,US,2015
So Youn PARK,170.43,US,2015
Mirai NAGASU,158.21,US,2015
Elene GEDEVANISHVILI,158.1,US,2015
Haruka IMAI,157.97,US,2015
Mae Berenice MEITE,152.71,US,2015
Brooklee HAN,150.37,US,2015
Natalia POPOVA,148.15,US,2015
Anna POGORILAYA,191.81,CA,2015
Ashley WAGNER,186.0,CA,2015
Satoko MIYAHARA,181.75,CA,2015
Courtney HICKS,174.51,CA,2015
Rika HONGO,171.47,CA,2015
Alena LEONOVA,164.15,CA,2015
Alaine CHARTRAND,156.22,CA,2015
Brooklee HAN,146.8,CA,2015
Hae Jin KIM,143.43,CA,2015
Veronik MALLET,142.25,CA,2015
Viktoria HELGESSON,139.67,CA,2015
Julianne SEGUIN,136.95,CA,2015
Elena RADIONOVA,203.92,FR,2015
Julia LIPNITSKAIA,185.18,FR,2015
Ashley WAGNER,177.74,FR,2015
Courtney HICKS,172.58,FR,2015
Mae Berenice MEITE,169.46,FR,2015
Maria ARTEMIEVA,162.49,FR,2015
Samantha CESARIO,161.7,FR,2015
Haruka IMAI,154.7,FR,2015
Eliska BREZINOVA,144.29,FR,2015
Veronik MALLET,139.64,FR,2015
Laurine LECAVELIER,139.54,FR,2015
Anna OVCHAROVA,133.23,FR,2015
Rika HONGO,178.0,RU,2015
Anna POGORILAYA,173.43,RU,2015
Alaine CHARTRAND,172.0,RU,2015
Mirai NAGASU,165.88,RU,2015
So Youn PARK,163.24,RU,2015
Miyabi OBA,154.57,RU,2015
Maria STAVITSKAIA,153.49,RU,2015
Ashley CAIN,150.9,RU,2015
Angela WANG,150.75,RU,2015
Maria ARTEMIEVA,144.72,RU,2015
Eliska BREZINOVA,134.04,RU,2015
Elizaveta TUKTAMYSHEVA,196.6,CN,2015
Julia LIPNITSKAIA,173.57,CN,2015
Kanako MURAKAMI,169.39,CN,2015
Polina EDMUNDS,161.27,CN,2015
Gabrielle DALEMAN,161.26,CN,2015
Zijun LI,152.62,CN,2015
Viktoria HELGESSON,143.95,CN,2015
Hae Jin KIM,137.62,CN,2015
Christina GAO,125.04,CN,2015
Ashley CAIN,124.81,CN,2015
Anne Line GJERSEM,122.78,CN,2015
Gracie GOLD,191.16,JP,2015
Alena LEONOVA,186.4,JP,2015
Satoko MIYAHARA,179.02,JP,2015
Kanako MURAKAMI,173.09,JP,2015
Riona KATO,168.38,JP,2015
Gabrielle DALEMAN,164.74,JP,2015
Zijun LI,162.9,JP,2015
Polina EDMUNDS,161.79,JP,2015
Christina GAO,147.51,JP,2015
Elene GEDEVANISHVILI,142.96,JP,2015
Anna OVCHAROVA,132.32,JP,2015
Anne Line GJERSEM,125.17,JP,2015
Elizaveta TUKTAMYSHEVA,203.58,FN,2015
Elena RADIONOVA,198.74,FN,2015
Ashley WAGNER,189.5,FN,2015
Anna POGORILAYA,180.29,FN,2015
Julia LIPNITSKAIA,177.79,FN,2015
Rika HONGO,176.13,FN,2015
Elizaveta TUKTAMYSHEVA,210.4,EU,2015
Elena RADIONOVA,209.54,EU,2015
Anna POGORILAYA,191.81,EU,2015
Joshi HELGESSON,169.07,EU,2015
Viktoria HELGESSON,166.39,EU,2015
Mae Berenice MEITE,156.47,EU,2015
Angelina KUCHVALSKA,156.37,EU,2015
Roberta RODEGHIERO,154.52,EU,2015
Nicole SCHOTT,153.63,EU,2015
Laurine LECAVELIER,151.43,EU,2015
Nicole RAJICOVA,149.44,EU,2015
Nathalie WEINZIERL,148.78,EU,2015
Anastasia GALUSTYAN,147.18,EU,2015
Eveline BRUNNER,143.97,EU,2015
Eliska BREZINOVA,143.05,EU,2015
Natalia POPOVA,138.27,EU,2015
Kerstin FRANK,133.72,EU,2015
Sonia LAFUENTE,131.6,EU,2015
Aleksandra GOLOVKINA,131.47,EU,2015
Fleur MAXWELL,128.47,EU,2015
Camilla GJERSEM,128.1,EU,2015
Gerli LIINAMÄE,124.31,EU,2015
Elene GEDEVANISHVILI,122.88,EU,2015
Polina EDMUNDS,184.02,4C,2015
Satoko MIYAHARA,181.59,4C,2015
Rika HONGO,177.44,4C,2015
Gracie GOLD,176.58,4C,2015
Zijun LI,175.92,4C,2015
Yuka NAGAI,168.09,4C,2015
Gabrielle DALEMAN,167.09,4C,2015
Samantha CESARIO,166.76,4C,2015
So Youn PARK,163.75,4C,2015
Alaine CHARTRAND,161.22,4C,2015
Hae Jin KIM,147.3,4C,2015
Kailani CRAINE,142.16,4C,2015
Song Joo CHEA,139.09,4C,2015
Veronik MALLET,130.15,4C,2015
Melissa BULANHAGUI,126.32,4C,2015
Alisson Krystle PERTICHETO,115.87,4C,2015
Brooklee HAN,114.02,4C,2015
Isadora WILLIAMS,113.96,4C,2015
Reyna HAMUI,105.94,4C,2015
Elizaveta TUKTAMYSHEVA,210.36,WR,2015
Satoko MIYAHARA,193.6,WR,2015
Elena RADIONOVA,191.47,WR,2015
Gracie GOLD,188.96,WR,2015
Ashley WAGNER,185.01,WR,2015
Rika HONGO,184.58,WR,2015
Kanako MURAKAMI,179.66,WR,2015
Polina EDMUNDS,177.83,WR,2015
Zijun LI,165.22,WR,2015
Mae Berenice MEITE,162.75,WR,2015
Alaine CHARTRAND,161.18,WR,2015
So Youn PARK,160.75,WR,2015
Anna POGORILAYA,160.31,WR,2015
Joshi HELGESSON,155.35,WR,2015
Nicole RAJICOVA,152.61,WR,2015
Angelina KUCHVALSKA,141.54,WR,2015
Anne Line GJERSEM,139.75,WR,2015
Dasa GRM,137.45,WR,2015
Hae Jin KIM,136.24,WR,2015
Roberta RODEGHIERO,134.74,WR,2015
Gabrielle DALEMAN,133.57,WR,2015
Elene GEDEVANISHVILI,132.25,WR,2015
Nicole SCHOTT,127.56,WR,2015
Giada RUSSO,120.11,WR,2015
Evgenia MEDVEDEVA,206.01,US,2016
Gracie GOLD,202.8,US,2016
Satoko MIYAHARA,188.07,US,2016
Elizabet TURSYNBAEVA,178.56,US,2016
Karen CHEN,172.54,US,2016
Julia LIPNITSKAIA,170.63,US,2016
Nicole RAJICOVA,167.32,US,2016
Mariah BELL,160.94,US,2016
So Youn PARK,159.66,US,2016
Haruka IMAI,158.65,US,2016
Miyu NAKASHIO,153.29,US,2016
Alaine CHARTRAND,148.2,US,2016
Ashley WAGNER,202.52,CA,2016
Elizaveta TUKTAMYSHEVA,188.99,CA,2016
Yuka NAGAI,172.92,CA,2016
Kanako MURAKAMI,171.59,CA,2016
Gabrielle DALEMAN,170.33,CA,2016
Polina EDMUNDS,168.69,CA,2016
Elizabet TURSYNBAEVA,165.16,CA,2016
Alena LEONOVA,160.37,CA,2016
Joshi HELGESSON,155.7,CA,2016
Veronik MALLET,151.85,CA,2016
Kaetlyn OSMOND,146.06,CA,2016
Isabelle OLSSON,141.58,CA,2016
Elena RADIONOVA,211.32,RU,2016
Evgenia MEDVEDEVA,206.76,RU,2016
Adelina SOTNIKOVA,185.11,RU,2016
Polina EDMUNDS,183.2,RU,2016
Rika HONGO,179.12,RU,2016
Alaine CHARTRAND,173.42,RU,2016
Roberta RODEGHIERO,162.72,RU,2016
Yuka NAGAI,159.62,RU,2016
Joshi HELGESSON,157.54,RU,2016
Riona KATO,155.56,RU,2016
Hannah MILLER,145.21,RU,2016
Dasa GRM,137.56,RU,2016
Mao ASADA,197.48,CN,2016
Rika HONGO,195.76,CN,2016
Elena RADIONOVA,184.28,CN,2016
Anna POGORILAYA,184.16,CN,2016
Karen CHEN,175.93,CN,2016
Courtney HICKS,166.0,CN,2016
Nicole RAJICOVA,165.26,CN,2016
So Youn PARK,164.28,CN,2016
Zijun LI,159.13,CN,2016
Hannah MILLER,151.73,CN,2016
Ziquan ZHAO,139.77,CN,2016
Lu ZHENG,130.32,CN,2016
Satoko MIYAHARA,203.11,JP,2016
Courtney HICKS,183.12,JP,2016
Mao ASADA,182.99,JP,2016
Ashley WAGNER,179.33,JP,2016
Mirai NAGASU,175.64,JP,2016
Kaetlyn OSMOND,168.48,JP,2016
Zijun LI,166.4,JP,2016
Alena LEONOVA,165.75,JP,2016
Anna POGORILAYA,164.63,JP,2016
Mariko KIHARA,163.19,JP,2016
Maria ARTEMIEVA,158.33,JP,2016
Evgenia MEDVEDEVA,222.54,FN,2016
Satoko MIYAHARA,208.85,FN,2016
Elena RADIONOVA,201.13,FN,2016
Ashley WAGNER,199.81,FN,2016
Gracie GOLD,194.79,FN,2016
Mao ASADA,194.32,FN,2016
Evgenia MEDVEDEVA,215.45,EU,2016
Elena RADIONOVA,209.99,EU,2016
Anna POGORILAYA,187.05,EU,2016
Angelina KUCHVALSKA,176.99,EU,2016
Roberta RODEGHIERO,170.76,EU,2016
Mae Berenice MEITE,161.23,EU,2016
Nathalie WEINZIERL,160.64,EU,2016
Viveca LINDFORS,155.49,EU,2016
Joshi HELGESSON,153.29,EU,2016
Laurine LECAVELIER,152.34,EU,2016
Ivett TOTH,150.65,EU,2016
Nicole RAJICOVA,146.1,EU,2016
Matilda ALGOTSSON,145.32,EU,2016
Giada RUSSO,143.4,EU,2016
Anastasia GALUSTYAN,143.05,EU,2016
Aleksandra GOLOVKINA,139.83,EU,2016
Anne Line GJERSEM,139.48,EU,2016
Fleur MAXWELL,137.76,EU,2016
Helery HÄLVIN,135.02,EU,2016
Niki WORIES,131.87,EU,2016
Anna KHNYCHENKOVA,128.8,EU,2016
Kerstin FRANK,128.08,EU,2016
Eliska BREZINOVA,121.26,EU,2016
Isabelle OLSSON,117.5,EU,2016
Satoko MIYAHARA,214.91,4C,2016
Mirai NAGASU,193.86,4C,2016
Rika HONGO,181.78,4C,2016
So Youn PARK,178.92,4C,2016
Gracie GOLD,178.39,4C,2016
Kaetlyn OSMOND,175.63,4C,2016
Kanako MURAKAMI,175.12,4C,2016
Da Bin CHOI,173.71,4C,2016
Na Hyun KIM,170.7,4C,2016
Zijun LI,167.88,4C,2016
Alaine CHARTRAND,165.73,4C,2016
Karen CHEN,161.52,4C,2016
Kailani CRAINE,157.82,4C,2016
Veronik MALLET,155.98,4C,2016
Amy LIN,155.61,4C,2016
Ziquan ZHAO,147.79,4C,2016
Brooklee HAN,135.75,4C,2016
Michaela DU TOIT,121.12,4C,2016
Lu ZHENG,118.73,4C,2016
Maisy Hiu Ching MA,115.1,4C,2016
Katie PASFIELD,95.78,4C,2016
Thita LAMSAM,89.56,4C,2016
Evgenia MEDVEDEVA,223.86,WR,2016
Ashley WAGNER,215.39,WR,2016
Anna POGORILAYA,213.69,WR,2016
Gracie GOLD,211.29,WR,2016
Satoko MIYAHARA,210.61,WR,2016
Elena RADIONOVA,209.81,WR,2016
Mao ASADA,200.3,WR,2016
Rika HONGO,199.15,WR,2016
Gabrielle DALEMAN,195.68,WR,2016
Mirai NAGASU,186.65,WR,2016
Zijun LI,184.52,WR,2016
Elizabet TURSYNBAEVA,183.62,WR,2016
Nicole RAJICOVA,173.05,WR,2016
Da Bin CHOI,159.92,WR,2016
Angelina KUCHVALSKA,158.99,WR,2016
Roberta RODEGHIERO,158.41,WR,2016
Alaine CHARTRAND,157.82,WR,2016
So Youn PARK,154.24,WR,2016
Anna KHNYCHENKOVA,154.02,WR,2016
Viveca LINDFORS,152.93,WR,2016
Amy LIN,146.55,WR,2016
Niki WORIES,140.87,WR,2016
Ziquan ZHAO,139.67,WR,2016
Anastasia GALUSTYAN,136.07,WR,2016
Ashley WAGNER,196.44,US,2017
Mariah BELL,191.59,US,2017
Mai MIHARA,189.28,US,2017
Gabrielle DALEMAN,186.63,US,2017
Gracie GOLD,184.22,US,2017
Mao ASADA,176.78,US,2017
Serafima SAKHANOVICH,163.84,US,2017
So Youn PARK,161.36,US,2017
Roberta RODEGHIERO,149.13,US,2017
Kanako MURAKAMI,145.03,US,2017
Angelina KUCHVALSKA,134.97,US,2017
Evgenia MEDVEDEVA,220.65,CA,2017
Kaetlyn OSMOND,206.45,CA,2017
Satoko MIYAHARA,192.08,CA,2017
Elizaveta TUKTAMYSHEVA,187.99,CA,2017
Alaine CHARTRAND,185.56,CA,2017
Rika HONGO,171.19,CA,2017
Dabin CHOI,165.78,CA,2017
Nahyun KIM,164.48,CA,2017
Mirai NAGASU,151.42,CA,2017
Joshi HELGESSON,149.77,CA,2017
Yuka NAGAI,147.56,CA,2017
Evgenia MEDVEDEVA,221.54,FR,2017
Maria SOTSKOVA,200.35,FR,2017
Wakaba HIGUCHI,194.48,FR,2017
Gabrielle DALEMAN,192.1,FR,2017
So Youn PARK,185.19,FR,2017
Laurine LECAVELIER,184.65,FR,2017
Mae Berenice MEITE,172.65,FR,2017
Gracie GOLD,165.89,FR,2017
Mao ASADA,161.39,FR,2017
Yuka NAGAI,159.49,FR,2017
Anastasia GALUSTYAN,155.49,FR,2017
Alena LEONOVA,141.36,FR,2017
Anna POGORILAYA,215.21,RU,2017
Elena RADIONOVA,195.6,RU,2017
Courtney HICKS,182.98,RU,2017
Zijun LI,181.83,RU,2017
Elizabet TURSYNBAEVA,181.32,RU,2017
Yura MATSUDA,177.65,RU,2017
Nicole RAJICOVA,167.56,RU,2017
Roberta RODEGHIERO,159.8,RU,2017
Anastasia GALUSTYAN,159.26,RU,2017
Angelina KUCHVALSKA,151.09,RU,2017
Kanako MURAKAMI,151.03,RU,2017
Julia LIPNITSKAIA,148.13,RU,2017
Elena RADIONOVA,205.9,CN,2017
Kaetlyn OSMOND,196.0,CN,2017
Elizaveta TUKTAMYSHEVA,192.57,CN,2017
Mai MIHARA,190.92,CN,2017
Rika HONGO,181.75,CN,2017
Ashley WAGNER,181.38,CN,2017
Karen CHEN,179.39,CN,2017
Zijun LI,172.4,CN,2017
Courtney HICKS,163.64,CN,2017
Xiangning LI,157.27,CN,2017
Ziquan ZHAO,149.12,CN,2017
Joshi HELGESSON,144.64,CN,2017
Anna POGORILAYA,210.86,JP,2017
Satoko MIYAHARA,198.0,JP,2017
Maria SOTSKOVA,195.88,JP,2017
Wakaba HIGUCHI,185.39,JP,2017
Mirai NAGASU,180.33,JP,2017
Karen CHEN,178.45,JP,2017
Yura MATSUDA,178.26,JP,2017
Elizabet TURSYNBAEVA,175.11,JP,2017
Dabin CHOI,165.63,JP,2017
Alaine CHARTRAND,160.22,JP,2017
Nicole RAJICOVA,159.7,JP,2017
Evgenia MEDVEDEVA,227.66,FN,2017
Satoko MIYAHARA,218.33,FN,2017
Anna POGORILAYA,216.47,FN,2017
Kaetlyn OSMOND,212.45,FN,2017
Maria SOTSKOVA,198.79,FN,2017
Elena RADIONOVA,188.81,FN,2017
Evgenia MEDVEDEVA,229.71,EU,2017
Anna POGORILAYA,211.39,EU,2017
Carolina KOSTNER,210.52,EU,2017
Maria SOTSKOVA,192.52,EU,2017
Laurine LECAVELIER,188.1,EU,2017
Nicole RAJICOVA,179.7,EU,2017
Loena HENDRICKX,172.71,EU,2017
Ivett TOTH,172.65,EU,2017
Roberta RODEGHIERO,161.0,EU,2017
Nicole SCHOTT,160.63,EU,2017
Emmi PELTONEN,160.57,EU,2017
Anastasia GALUSTYAN,155.14,EU,2017
Matilda ALGOTSSON,154.63,EU,2017
Joshi HELGESSON,152.86,EU,2017
Helery HÄLVIN,146.68,EU,2017
Mae Berenice MEITE,145.07,EU,2017
Nathalie WEINZIERL,143.4,EU,2017
Natasha MCKAY,140.85,EU,2017
Angelina KUCHVALSKA,139.63,EU,2017
Michaela-Lucie HANZLIKOVA,138.23,EU,2017
Anna KHNYCHENKOVA,136.57,EU,2017
Kerstin FRANK,132.08,EU,2017
Viveca LINDFORS,130.1,EU,2017
Anne Line GJERSEM,128.68,EU,2017
Mai MIHARA,200.85,4C,2017
Gabrielle DALEMAN,196.91,4C,2017
Mirai NAGASU,194.95,4C,2017
Kaetlyn OSMOND,184.17,4C,2017
Dabin CHOI,182.41,4C,2017
Mariah BELL,177.1,4C,2017
Zijun LI,177.05,4C,2017
Elizabet TURSYNBAEVA,176.65,4C,2017
Wakaba HIGUCHI,172.05,4C,2017
Rika HONGO,167.42,4C,2017
Alaine CHARTRAND,167.12,4C,2017
Karen CHEN,166.82,4C,2017
Xiangning LI,164.85,4C,2017
Brooklee HAN,152.05,4C,2017
Ziquan ZHAO,147.37,4C,2017
Kailani CRAINE,136.91,4C,2017
Amy LIN,125.02,4C,2017
Maisy Hiu Ching MA,124.65,4C,2017
Suh Hyun SON,122.35,4C,2017
Chloe ING,120.18,4C,2017
Shuran YU,118.4,4C,2017
Evgenia MEDVEDEVA,233.41,WR,2017
Kaetlyn OSMOND,218.13,WR,2017
Gabrielle DALEMAN,213.52,WR,2017
Karen CHEN,199.29,WR,2017
Mai MIHARA,197.88,WR,2017
Carolina KOSTNER,196.83,WR,2017
Ashley WAGNER,193.54,WR,2017
Maria SOTSKOVA,192.2,WR,2017
Elizabet TURSYNBAEVA,191.99,WR,2017
Dabin CHOI,191.11,WR,2017
Wakaba HIGUCHI,188.05,WR,2017
Mariah BELL,187.23,WR,2017
Anna POGORILAYA,183.37,WR,2017
Xiangning LI,175.37,WR,2017
Loena HENDRICKX,172.82,WR,2017
Rika HONGO,169.83,WR,2017
Nicole RAJICOVA,165.55,WR,2017
Laurine LECAVELIER,162.99,WR,2017
Nicole SCHOTT,161.41,WR,2017
Ivett TOTH,160.77,WR,2017
Zijun LI,159.8,WR,2017
Angelina KUCHVALSKA,155.02,WR,2017
Anastasia GALUSTYAN,153.47,WR,2017
Kailani CRAINE,152.94,WR,2017
Satoko MIYAHARA,214.03,US,2018
Kaori SAKAMOTO,210.59,US,2018
Bradie TENNELL,204.1,US,2018
Polina TSURSKAYA,195.56,US,2018
Serafima SAKHANOVICH,189.75,US,2018
Gabrielle DALEMAN,189.14,US,2018
Alena LEONOVA,185.93,US,2018
Karen CHEN,182.8,US,2018
Nicole RAJICOVA,167.61,US,2018
Xiangning LI,164.32,US,2018
Kaetlyn OSMOND,212.91,CA,2018
Maria SOTSKOVA,192.52,CA,2018
Ashley WAGNER,183.94,CA,2018
Courtney HICKS,182.57,CA,2018
Marin HONDA,178.24,CA,2018
Rika HONGO,176.34,CA,2018
Karen CHEN,170.4,CA,2018
Laurine LECAVELIER,166.43,CA,2018
Anna POGORILAYA,156.89,CA,2018
Kailani CRAINE,143.03,CA,2018
Alaine CHARTRAND,134.17,CA,2018
Larkyn AUSTMAN,123.56,CA,2018
Alina ZAGITOVA,213.8,FR,2018
Maria SOTSKOVA,208.78,FR,2018
Kaetlyn OSMOND,206.77,FR,2018
Mai MIHARA,202.12,FR,2018
Elizabet TURSYNBAEVA,200.98,FR,2018
Yuna SHIRAIWA,193.18,FR,2018
Nicole SCHOTT,172.39,FR,2018
Mae Berenice MEITE,171.4,FR,2018
Elizaveta TUKTAMYSHEVA,167.65,FR,2018
Polina EDMUNDS,157.77,FR,2018
Laurine LECAVELIER,154.35,FR,2018
Evgenia MEDVEDEVA,231.21,RU,2018
Carolina KOSTNER,215.98,RU,2018
Wakaba HIGUCHI,207.17,RU,2018
Elena RADIONOVA,195.52,RU,2018
Kaori SAKAMOTO,194.0,RU,2018
Mariah BELL,188.56,RU,2018
Valeriia MIKHAILOVA,185.09,RU,2018
Elizabet TURSYNBAEVA,184.95,RU,2018
Mirai NAGASU,178.25,RU,2018
Nicole SCHOTT,168.72,RU,2018
Mae Berenice MEITE,160.96,RU,2018
Anastasia GALUSTYAN,154.9,RU,2018
Alina ZAGITOVA,213.88,CN,2018
Wakaba HIGUCHI,212.52,CN,2018
Elena RADIONOVA,206.82,CN,2018
Mai MIHARA,206.07,CN,2018
Marin HONDA,198.32,CN,2018
Gabrielle DALEMAN,196.83,CN,2018
Elizaveta TUKTAMYSHEVA,196.68,CN,2018
Xiangning LI,174.82,CN,2018
Dabin CHOI,165.99,CN,2018
Amber GLENN,151.14,CN,2018
Ziquan ZHAO,144.71,CN,2018
Evgenia MEDVEDEVA,224.39,JP,2018
Carolina KOSTNER,212.24,JP,2018
Polina TSURSKAYA,210.19,JP,2018
Mirai NAGASU,194.46,JP,2018
Satoko MIYAHARA,191.8,JP,2018
Alena LEONOVA,190.95,JP,2018
Rika HONGO,187.83,JP,2018
Yuna SHIRAIWA,171.94,JP,2018
Mariah BELL,166.04,JP,2018
Nicole RAJICOVA,159.78,JP,2018
Alaine CHARTRAND,159.36,JP,2018
Soyoun PARK,135.79,JP,2018
Alina ZAGITOVA,223.3,FN,2018
Maria SOTSKOVA,216.28,FN,2018
Kaetlyn OSMOND,215.16,FN,2018
Carolina KOSTNER,214.65,FN,2018
Satoko MIYAHARA,213.49,FN,2018
Wakaba HIGUCHI,202.11,FN,2018
Alina ZAGITOVA,238.24,EU,2018
Evgenia MEDVEDEVA,232.86,EU,2018
Carolina KOSTNER,204.25,EU,2018
Maria SOTSKOVA,200.81,EU,2018
Loena HENDRICKX,176.91,EU,2018
Nicole RAJICOVA,171.9,EU,2018
Alexia PAGANINI,161.62,EU,2018
Mae Berenice MEITE,159.7,EU,2018
Emmi PELTONEN,159.48,EU,2018
Nicole SCHOTT,157.84,EU,2018
Laurine LECAVELIER,154.11,EU,2018
Eliska BREZINOVA,149.69,EU,2018
Ivett TOTH,148.98,EU,2018
Viveca LINDFORS,147.89,EU,2018
Micol CRISTINI,147.8,EU,2018
Lea Johanna DASTICH,146.82,EU,2018
Anita ÖSTLUND,145.14,EU,2018
Anne Line GJERSEM,142.68,EU,2018
Giada RUSSO,142.38,EU,2018
Dasa GRM,137.31,EU,2018
Pernille SORENSEN,133.94,EU,2018
Elzbieta KROPA,133.87,EU,2018
Anna KHNYCHENKOVA,132.7,EU,2018
Silvia HUGEC,123.45,EU,2018
Kaori SAKAMOTO,214.21,4C,2018
Mai MIHARA,210.57,4C,2018
Satoko MIYAHARA,207.02,4C,2018
Dabin CHOI,190.23,4C,2018
Mariah BELL,185.84,4C,2018
Hanul KIM,173.1,4C,2018
Starr ANDREWS,172.65,4C,2018
Alaine CHARTRAND,172.41,4C,2018
Angela WANG,161.04,4C,2018
Xiangning LI,160.4,4C,2018
Soyoun PARK,159.48,4C,2018
Elizabet TURSYNBAEVA,156.19,4C,2018
Alicia PINEAULT,152.81,4C,2018
Brooklee HAN,150.65,4C,2018
Michelle LONG,147.5,4C,2018
Kailani CRAINE,141.04,4C,2018
Ziquan ZHAO,139.01,4C,2018
Amy LIN,137.4,4C,2018
Chloe ING,129.7,4C,2018
Aiza MAMBEKOVA,121.0,4C,2018
Joanna SO,107.69,4C,2018
Natalie SANGKAGALO,93.61,4C,2018
Thita LAMSAM,79.33,4C,2018
ZAGITOVA Alina,239.57,OL,2018
MEDVEDEVA Evgenia,238.26,OL,2018
OSMOND Kaetlyn,231.02,OL,2018
MIYAHARA Satoko,222.38,OL,2018
KOSTNER Carolina,212.44,OL,2018
SAKAMOTO Kaori,209.71,OL,2018
CHOI Dabin,199.26,OL,2018
